ID,Label,Cost,NitRed,SedRed,Genome section,WithinSectionID,AlleleCombo
28780,BS+CC+FM2705 1-9,504853.063,5349.4035,23709.8,HRU,2705,BS+CC+FM
28781,GW+CC+FM2705 1-9,504605.6025,5342.1046,25115,HRU,2705,GW+CC+FM
28782,BS+GW+CC+FM2705 1-9,512129.7026,5377.1115,25115,HRU,2705,BS+GW+CC+FM
28783,BS2706 1-10,6211.902,806.0776,0,HRU,2706,BS
28784,GW2706 1-10,6007.7008,1029.5567,0,HRU,2706,GW
28785,CC2706 1-10,179793.7359,1474.905,21352.4,HRU,2706,CC
28786,FM2706 1-10,230601.8597,122.5243,940.1,HRU,2706,FM
28787,BS+GW2706 1-10,12219.6028,806.0776,0,HRU,2706,BS+GW
28788,BS+CC2706 1-10,186005.6378,2023.147,21352.4,HRU,2706,BS+CC
28789,BS+FM2706 1-10,236813.7616,920.3453,940.1,HRU,2706,BS+FM
28790,GW+CC2706 1-10,185801.4367,2171.5685,18302.9,HRU,2706,GW+CC
28791,GW+FM2706,236609.5605,1152.5434,940.1,HRU,2706,GW+FM
28792,CC+FM2706 1-10,410395.5955,1583.5089,21030.7,HRU,2706,CC+FM
28793,BS+GW+CC2706 1-10,192013.3386,2146.1196,18302.9,HRU,2706,BS+GW+CC
28794,BS+GW+FM2706 1-10,242821.4624,951.8404,-22,HRU,2706,BS+GW+FM
28795,BS+CC+FM2706 1-10,416607.4975,2130.0763,21030.7,HRU,2706,BS+CC+FM
28796,GW+CC+FM2706 1-10,416403.2963,2289.2916,17630.1,HRU,2706,GW+CC+FM
28797,BS+GW+CC+FM2706 1-10,422615.1983,2255.9609,17630.1,HRU,2706,BS+GW+CC+FM
28798,BS2707 1-7,2867.0746,1043.6197,0,HRU,2707,BS
28799,GW2707 1-7,2773.1426,1670.1495,0,HRU,2707,GW
28800,CC2707 1-7,82714.282,1067.5632,9780.3,HRU,2707,CC
28801,FM2707 1-7,106085.8912,14.2881,-117.5,HRU,2707,FM
28802,BS+GW2707 1-7,5640.2173,1043.6197,0,HRU,2707,BS+GW
28803,BS+CC2707 1-7,85581.3566,1796.0763,9780.3,HRU,2707,BS+CC
28804,BS+FM2707 1-7,108952.9659,1055.9584,-117.5,HRU,2707,BS+FM
28805,GW+CC2707 1-7,85487.4246,2098.4378,9816.9,HRU,2707,GW+CC
28806,GW+FM2707,108859.0339,1684.8196,-117.5,HRU,2707,GW+FM
28807,CC+FM2707 1-7,188800.1732,1082.3072,9653.3,HRU,2707,CC+FM
28808,BS+GW+CC2707 1-7,88354.4993,1933.394,9816.9,HRU,2707,BS+GW+CC
28809,BS+GW+FM2707 1-7,111726.1085,1055.9584,-117.5,HRU,2707,BS+GW+FM
28810,BS+CC+FM2707 1-7,191667.2479,1809.4382,9653.3,HRU,2707,BS+CC+FM
28811,GW+CC+FM2707 1-7,191573.3159,2112.4889,9011.7,HRU,2707,GW+CC+FM
28812,BS+GW+CC+FM2707 1-7,194440.3905,1945.658,9011.7,HRU,2707,BS+GW+CC+FM
28813,BS2708 1-8,4583.6313,217.5437,0,HRU,2708,BS
28814,GW2708 1-8,4433.1094,188.8364,0,HRU,2708,GW
28815,CC2708 1-8,132535.2044,946.5778,14904.8,HRU,2708,CC
28816,FM2708 1-8,169987.1614,96.9814,-1340.5,HRU,2708,FM
28817,BS+GW2708 1-8,9016.7407,217.5437,0,HRU,2708,BS+GW
28818,BS+CC2708 1-8,137118.8357,1059.1903,14904.8,HRU,2708,BS+CC
28819,BS+FM2708 1-8,174570.7927,314.6145,-1340.5,HRU,2708,BS+FM
28820,GW+CC2708 1-8,136968.3139,1065.6958,12812.2,HRU,2708,GW+CC
28821,GW+FM2708,174420.2708,286.3392,-1340.5,HRU,2708,GW+FM
28822,CC+FM2708 1-8,302522.3658,1052.4377,14251.9,HRU,2708,CC+FM
28823,BS+GW+CC2708 1-8,141551.9452,1094.7944,12812.2,HRU,2708,BS+GW+CC
28824,BS+GW+FM2708 1-8,179003.9021,314.6145,-1340.5,HRU,2708,BS+GW+FM
28825,BS+CC+FM2708 1-8,307105.9971,1164.4323,14251.9,HRU,2708,BS+CC+FM
28826,GW+CC+FM2708 1-8,306955.4752,1170.9161,12171.7,HRU,2708,GW+CC+FM
28827,BS+GW+CC+FM2708 1-8,311539.1065,1199.6549,12171.7,HRU,2708,BS+GW+CC+FM
28828,BS2709 1-9,13704.4511,1431.2694,0,HRU,2709,BS
28829,GW2709 1-9,13253.2425,1182.2865,0,HRU,2709,GW
28830,CC2709 1-9,397255.6563,2735.933,38944.7,HRU,2709,CC
28831,FM2709 1-9,509522.6873,136.6793,-1726,HRU,2709,FM
28832,BS+GW2709 1-9,26957.6936,1431.2694,0,HRU,2709,BS+GW
28833,BS+CC2709 1-9,410960.1074,3667.2461,38944.7,HRU,2709,BS+CC
28834,BS+FM2709 1-9,523227.1383,1564.4638,-1726,HRU,2709,BS+FM
28835,GW+CC2709 1-9,410508.8989,3697.8219,44599.3,HRU,2709,GW+CC
28836,GW+FM2709,522775.9298,1321.873,-1726,HRU,2709,GW+FM
28837,CC+FM2709 1-9,906778.3436,2887.8612,35056.1,HRU,2709,CC+FM
28838,BS+GW+CC2709 1-9,424213.3499,3931.728,44599.3,HRU,2709,BS+GW+CC
28839,BS+GW+FM2709 1-9,536480.3809,1564.4638,-1726,HRU,2709,BS+GW+FM
28840,BS+CC+FM2709 1-9,920482.7947,3814.57,35056.1,HRU,2709,BS+CC+FM
28841,GW+CC+FM2709 1-9,920031.5861,3845.0123,36962.3,HRU,2709,GW+CC+FM
28842,BS+GW+CC+FM2709 1-9,933736.0372,4075.6925,36962.3,HRU,2709,BS+GW+CC+FM
28843,BS2710 1-10,25560.0246,200.7102,0,HRU,2710,BS
28844,GW2710 1-10,24717.9726,84.6207,0,HRU,2710,GW
28845,CC2710 1-10,741348.936,10064.7403,60797.7,HRU,2710,CC
28846,FM2710 1-10,950863.3236,1184.7149,-345.7,HRU,2710,FM
28847,BS+GW2710 1-10,50277.9972,200.7102,0,HRU,2710,BS+GW
28848,BS+CC2710 1-10,766908.9606,10191.1839,60797.7,HRU,2710,BS+CC
28849,BS+FM2710 1-10,976423.3482,1385.9471,-345.7,HRU,2710,BS+FM
28850,GW+CC2710 1-10,766066.9086,10203.3904,68431.7,HRU,2710,GW+CC
28851,GW+FM2710,975581.2962,1270.0348,-345.7,HRU,2710,GW+FM
28852,CC+FM2710 1-10,1692212.26,11332.2323,61495.5,HRU,2710,CC+FM
28853,BS+GW+CC2710 1-10,791626.9332,10260.5144,68431.7,HRU,2710,BS+GW+CC
28854,BS+GW+FM2710 1-10,1001141.321,1385.9471,-345.7,HRU,2710,BS+GW+FM
28855,BS+CC+FM2710 1-10,1717772.284,11457.8571,61495.5,HRU,2710,BS+CC+FM
28856,GW+CC+FM2710 1-10,1716930.232,11470.6577,65615.8,HRU,2710,GW+CC+FM
28857,BS+GW+CC+FM2710 1-10,1742490.257,11527.2504,65615.8,HRU,2710,BS+GW+CC+FM
28858,BS2711 1-7,11853.7966,915.3567,0,HRU,2711,BS
28859,GW2711 1-7,11463.6785,122.3548,0,HRU,2711,GW
28860,CC2711 1-7,359247.2068,2993.2949,33551.8,HRU,2711,CC
28861,FM2711 1-7,456358.4207,1647.2391,-1730.1,HRU,2711,FM
28862,BS+GW2711 1-7,23317.4752,915.3567,0,HRU,2711,BS+GW
28863,BS+CC2711 1-7,371101.0034,4042.1737,33551.8,HRU,2711,BS+CC
28864,BS+FM2711 1-7,468212.2173,2474.8496,-1730.1,HRU,2711,BS+FM
28865,GW+CC2711 1-7,370710.8854,3452.5127,38283.5,HRU,2711,GW+CC
28866,GW+FM2711,467822.0992,1777.3027,-1730.1,HRU,2711,GW+FM
28867,CC+FM2711 1-7,815605.6275,4576.2231,29197.2,HRU,2711,CC+FM
28868,BS+GW+CC2711 1-7,382564.682,4234.6866,38283.5,HRU,2711,BS+GW+CC
28869,BS+GW+FM2711 1-7,479675.8958,2474.8496,-1730.1,HRU,2711,BS+GW+FM
28870,BS+CC+FM2711 1-7,827459.4241,5544.162,29197.2,HRU,2711,BS+CC+FM
28871,GW+CC+FM2711 1-7,827069.306,5101.298,33868.8,HRU,2711,GW+CC+FM
28872,BS+GW+CC+FM2711 1-7,838923.1027,5802.4331,33868.8,HRU,2711,BS+GW+CC+FM
28873,BS2712 1-8,39594.4355,50.8838,0,HRU,2712,BS
28874,GW2712 1-8,38289.79,17.4835,-9300.7,HRU,2712,GW
28875,CC2712 1-8,1201358.778,60562.6499,101436.3,HRU,2712,CC
28876,FM2712 1-8,1526121.258,6731.5771,5118.2,HRU,2712,FM
28877,BS+GW2712 1-8,77884.2255,50.8838,0,HRU,2712,BS+GW
28878,BS+CC2712 1-8,1240953.213,60602.7651,101436.3,HRU,2712,BS+CC
28879,BS+FM2712 1-8,1565715.693,6777.101,5118.2,HRU,2712,BS+FM
28880,GW+CC2712 1-8,1239648.568,60830.9634,114634.8,HRU,2712,GW+CC
28881,GW+FM2712,1564411.048,6742.4286,5118.2,HRU,2712,GW+FM
28882,CC+FM2712 1-8,2727480.035,68228.6038,103328.9,HRU,2712,CC+FM
28883,BS+GW+CC2712 1-8,1279243.003,60857.1576,114634.8,HRU,2712,BS+GW+CC
28884,BS+GW+FM2712 1-8,1604005.483,6777.101,5118.2,HRU,2712,BS+GW+FM
28885,BS+CC+FM2712 1-8,2767074.471,68250.4342,103323.6,HRU,2712,BS+CC+FM
28886,GW+CC+FM2712 1-8,2765769.825,68427.4399,122630.4,HRU,2712,GW+CC+FM
28887,BS+GW+CC+FM2712 1-8,2805364.261,68463.865,122637.1,HRU,2712,BS+GW+CC+FM
28888,BS2713 1-9,884.7545,108.9862,0,HRU,2713,BS
28889,GW2713 1-9,856.2536,4.827399999,0,HRU,2713,GW
28890,CC2713 1-9,26264.3471,72.9385,1247.4,HRU,2713,CC
28891,FM2713 1-9,33359.0213,74.3702,-1958.5,HRU,2713,FM
28892,BS+GW2713 1-9,1741.0081,117.6206,-5020.1,HRU,2713,BS+GW
28893,BS+CC2713 1-9,27149.1016,201.7839,1247.4,HRU,2713,BS+CC
28894,BS+FM2713 1-9,34243.7758,166.3189,1354.5,HRU,2713,BS+FM
28895,GW+CC2713 1-9,27120.6007,123.4264,4718.9,HRU,2713,GW+CC
28896,GW+FM2713,34215.2749,108.2077,-13537.7,HRU,2713,GW+FM
28897,CC+FM2713 1-9,59623.3684,145.3453,2630.7,HRU,2713,CC+FM
28898,BS+GW+CC2713 1-9,28005.3552,189.8823,4718.9,HRU,2713,BS+GW+CC
28899,BS+GW+FM2713 1-9,35100.0294,166.3189,1354.5,HRU,2713,BS+GW+FM
28900,BS+CC+FM2713 1-9,60508.1229,263.3593,2630.7,HRU,2713,BS+CC+FM
28901,GW+CC+FM2713 1-9,60479.622,197.0674,6098.4,HRU,2713,GW+CC+FM
28902,BS+GW+CC+FM2713 1-9,61364.3765,253.7844,6098.4,HRU,2713,BS+GW+CC+FM
28903,BS2714 1-10,6037.3148,36.0356,0,HRU,2714,BS
28904,GW2714 1-10,5838.949,18.2332,0,HRU,2714,GW
28905,CC2714 1-10,182678.5742,5926.229,144231,HRU,2714,CC
28906,FM2714 1-10,232057.3092,772.336,606.1,HRU,2714,FM
28907,BS+GW2714 1-10,11876.2638,36.0356,0,HRU,2714,BS+GW
28908,BS+CC2714 1-10,188715.889,8568.9368,21928.8,HRU,2714,BS+CC
28909,BS+FM2714 1-10,238094.6239,339.1318,6754.9,HRU,2714,BS+FM
28910,GW+CC2714 1-10,188517.5233,8940.5543,20995.7,HRU,2714,GW+CC
28911,GW+FM2714,237896.2582,790.9562,606.1,HRU,2714,GW+FM
28912,CC+FM2714 1-10,414735.8834,9716.6899,16435.1,HRU,2714,CC+FM
28913,BS+GW+CC2714 1-10,194554.838,8954.4227,20995.7,HRU,2714,BS+GW+CC
28914,BS+GW+FM2714 1-10,243933.573,807.253,606.1,HRU,2714,BS+GW+FM
28915,BS+CC+FM2714 1-10,420773.1982,9754.3322,16435.1,HRU,2714,BS+CC+FM
28916,GW+CC+FM2714 1-10,420574.8324,9808.1088,21291.2,HRU,2714,GW+CC+FM
28917,BS+GW+CC+FM2714 1-10,426612.1472,9820.6674,21291.2,HRU,2714,BS+GW+CC+FM
28918,BS2715 1-7,7409.4269,44.1494,0,HRU,2715,BS
28919,GW2715 1-7,7166.0727,4.852399997,0,HRU,2715,GW
28920,CC2715 1-7,254284.3072,19938.2548,24727.3,HRU,2715,CC
28921,FM2715 1-7,314972.649,3122.0072,-3313.7,HRU,2715,FM
28922,BS+GW2715 1-7,14575.4996,44.1494,0,HRU,2715,BS+GW
28923,BS+CC2715 1-7,261693.7341,19963.9616,24727.3,HRU,2715,BS+CC
28924,BS+FM2715 1-7,322382.0759,3165.1192,-3313.7,HRU,2715,BS+FM
28925,GW+CC2715 1-7,261450.38,19983.9923,25471.5,HRU,2715,GW+CC
28926,GW+FM2715,322138.7217,3126.9625,-3313.7,HRU,2715,GW+FM
28927,CC+FM2715 1-7,569256.9562,22988.4574,25165.4,HRU,2715,CC+FM
28928,BS+GW+CC2715 1-7,268859.8068,20004.8738,25471.5,HRU,2715,BS+GW+CC
28929,BS+GW+FM2715 1-7,329548.1486,3165.1192,-3313.7,HRU,2715,BS+GW+FM
28930,BS+CC+FM2715 1-7,576666.3831,23015.1515,25165.4,HRU,2715,BS+CC+FM
28931,GW+CC+FM2715 1-7,576423.029,23032.4271,25862.4,HRU,2715,GW+CC+FM
28932,BS+GW+CC+FM2715 1-7,583832.4558,23052.471,25862.4,HRU,2715,BS+GW+CC+FM
28933,BS2716 1-8,3684.221,164.7854,0,HRU,2716,BS
28934,GW2716 1-8,3563.676,7.5167,0,HRU,2716,GW
28935,CC2716 1-8,125973.2355,2154.4674,12028.9,HRU,2716,CC
28936,FM2716 1-8,156035.0932,574.9777,-63.5,HRU,2716,FM
28937,BS+GW2716 1-8,7247.897,164.7854,0,HRU,2716,BS+GW
28938,BS+CC2716 1-8,129657.4565,2321.645,12028.9,HRU,2716,BS+CC
28939,BS+FM2716 1-8,159719.3142,417.4886,5734.2,HRU,2716,BS+FM
28940,GW+CC2716 1-8,129536.9115,2184.1238,13822.3,HRU,2716,GW+CC
28941,GW+FM2716,159598.7692,582.2008,-63.5,HRU,2716,GW+FM
28942,CC+FM2716 1-8,282008.3287,2704.8022,12366.6,HRU,2716,CC+FM
28943,BS+GW+CC2716 1-8,133221.1325,2316.1378,13822.3,HRU,2716,BS+GW+CC
28944,BS+GW+FM2716 1-8,163282.9902,722.3831,-63.5,HRU,2716,BS+GW+FM
28945,BS+CC+FM2716 1-8,285692.5497,2855.6648,12366.6,HRU,2716,BS+CC+FM
28946,GW+CC+FM2716 1-8,285572.0047,2733.3578,13121.6,HRU,2716,GW+CC+FM
28947,BS+GW+CC+FM2716 1-8,289256.2257,2850.4092,13121.6,HRU,2716,BS+GW+CC+FM
28948,BS2717 1-9,32582.4555,37.6858,0,HRU,2717,BS
28949,GW2717 1-9,31509.2205,6.989299998,0,HRU,2717,GW
28950,CC2717 1-9,1121344.659,56803.1475,85412.4,HRU,2717,CC
28951,FM2717 1-9,1388991.059,8173.8474,11530.2,HRU,2717,FM
28952,BS+GW2717 1-9,64091.676,37.6858,0,HRU,2717,BS+GW
28953,BS+CC2717 1-9,1153927.115,56845.8491,85412.4,HRU,2717,BS+CC
28954,BS+FM2717 1-9,1421573.514,8206.6529,11530.2,HRU,2717,BS+FM
28955,GW+CC2717 1-9,1152853.88,56945.373,92275.1,HRU,2717,GW+CC
28956,GW+FM2717,1420500.279,8180.1589,11530.2,HRU,2717,GW+FM
28957,CC+FM2717 1-9,2510335.718,65401.3142,87676.3,HRU,2717,CC+FM
28958,BS+GW+CC2717 1-9,1185436.335,56974.1966,92275.1,HRU,2717,BS+GW+CC
28959,BS+GW+FM2717 1-9,1453082.735,8206.6529,11530.2,HRU,2717,BS+GW+FM
28960,BS+CC+FM2717 1-9,2542918.173,65441.4956,87676.3,HRU,2717,BS+CC+FM
28961,GW+CC+FM2717 1-9,2541844.938,65530.5268,98815.8,HRU,2717,GW+CC+FM
28962,BS+GW+CC+FM2717 1-9,2574427.394,71878.0982,124878.1,HRU,2717,BS+GW+CC+FM
28963,BS2718 1-10,16969.5436,6712.6408,26063.2,HRU,2718,BS
28964,GW2718 1-10,16411.0205,-931.7075,24721.7,HRU,2718,GW
28965,CC2718 1-10,583573.1784,6560.1645,43269.9,HRU,2718,CC
28966,FM2718 1-10,722859.2613,1489.9277,-982.3000001,HRU,2718,FM
28967,BS+GW2718 1-10,33380.5641,396.181,0,HRU,2718,BS+GW
28968,BS+CC2718 1-10,600542.722,6984.0029,43269.9,HRU,2718,BS+CC
28969,BS+FM2718 1-10,739828.8049,1837.3316,-982.3000001,HRU,2718,BS+FM
28970,GW+CC2718 1-10,599984.1989,13012.4297,69152,HRU,2718,GW+CC
28971,GW+FM2718,739270.2818,1484.5754,-982.3000001,HRU,2718,GW+FM
28972,CC+FM2718 1-10,1306432.44,8014.7681,44547.5,HRU,2718,CC+FM
28973,BS+GW+CC2718 1-10,616953.7425,7082.1486,43088.9,HRU,2718,BS+GW+CC
28974,BS+GW+FM2718 1-10,756239.8254,1837.3316,-982.3000001,HRU,2718,BS+GW+FM
28975,BS+CC+FM2718 1-10,1323401.983,8392.432,44547.5,HRU,2718,BS+CC+FM
28976,GW+CC+FM2718 1-10,1322843.46,8137.9964,45994.5,HRU,2718,GW+CC+FM
28977,BS+GW+CC+FM2718 1-10,1339813.004,8483.3008,45994.5,HRU,2718,BS+GW+CC+FM
28978,BS2719 1-7,2062.3953,126.1854,0,HRU,2719,BS
28979,GW2719 1-7,1995.3466,-22.0424,0,HRU,2719,GW
28980,CC2719 1-7,71083.6923,863.3785,9340.7,HRU,2719,CC
28981,FM2719 1-7,87807.2471,365.5917,-836.4,HRU,2719,FM
28982,BS+GW2719 1-7,4057.742,126.1854,0,HRU,2719,BS+GW
28983,BS+CC2719 1-7,73146.0876,975.0169,9340.7,HRU,2719,BS+CC
28984,BS+FM2719 1-7,89869.6424,477.6684,-836.4,HRU,2719,BS+FM
28985,GW+CC2719 1-7,73079.0389,870.1993,12518.7,HRU,2719,GW+CC
28986,GW+FM2719,89802.5938,343.634,-836.4,HRU,2719,GW+FM
28987,CC+FM2719 1-7,158890.9394,1229.6158,9370,HRU,2719,CC+FM
28988,BS+GW+CC2719 1-7,75141.4342,974.2899,12518.7,HRU,2719,BS+GW+CC
28989,BS+GW+FM2719 1-7,91864.9891,477.6684,-836.4,HRU,2719,BS+GW+FM
28990,BS+CC+FM2719 1-7,160953.3347,1328.2838,9370,HRU,2719,BS+CC+FM
28991,GW+CC+FM2719 1-7,160886.286,1240.7935,12542,HRU,2719,GW+CC+FM
28992,BS+GW+CC+FM2719 1-7,162948.6814,1332.2128,12542,HRU,2719,BS+GW+CC+FM
28993,BS2720 1-8,2945.9987,13.4655,0,HRU,2720,BS
28994,GW2720 1-8,2849.8202,-0.8136,0,HRU,2720,GW
28995,CC2720 1-8,101954.1299,7654.1049,5930.6,HRU,2720,CC
28996,FM2720 1-8,125943.3619,772.0445,767.9,HRU,2720,FM
28997,BS+GW2720 1-8,5795.819,13.4655,0,HRU,2720,BS+GW
28998,BS+CC2720 1-8,104900.1286,7664.6029,5930.6,HRU,2720,BS+CC
28999,BS+FM2720 1-8,128889.3606,785.0573,767.9,HRU,2720,BS+FM
29000,GW+CC2720 1-8,104803.9501,7684.0086,6960.3,HRU,2720,GW+CC
29001,GW+FM2720,128793.1821,771.2403,767.9,HRU,2720,GW+FM
29002,CC+FM2720 1-8,227897.4917,8345.3409,6953.1,HRU,2720,CC+FM
29003,BS+GW+CC2720 1-8,107749.9488,7692.7263,6960.3,HRU,2720,BS+GW+CC
29004,BS+GW+FM2720 1-8,131739.1808,785.0573,767.9,HRU,2720,BS+GW+FM
29005,BS+CC+FM2720 1-8,230843.4905,8355.581,6953.1,HRU,2720,BS+CC+FM
29006,GW+CC+FM2720 1-8,230747.312,8378.2341,7476.9,HRU,2720,GW+CC+FM
29007,BS+GW+CC+FM2720 1-8,233693.3107,8386.723,7476.9,HRU,2720,BS+GW+CC+FM
29008,BS2721 1-9,4482.7334,-72.889,2018.6,HRU,2721,BS
29009,GW2721 1-9,4335.8933,4.379999999,0,HRU,2721,GW
29010,CC2721 1-9,155643.0049,6887.7519,9733.2,HRU,2721,CC
29011,FM2721 1-9,192268.4697,725.4426,2701.4,HRU,2721,FM
29012,BS+GW2721 1-9,8818.6267,13.1269,0,HRU,2721,BS+GW
29013,BS+CC2721 1-9,160125.7383,6896.6108,9733.2,HRU,2721,BS+CC
29014,BS+FM2721 1-9,196751.2031,737.5306,2701.4,HRU,2721,BS+FM
29015,GW+CC2721 1-9,159978.8982,6902.986,12015,HRU,2721,GW+CC
29016,GW+FM2721,196604.363,729.7991,2701.4,HRU,2721,GW+FM
29017,CC+FM2721 1-9,347911.4746,7477.7924,10747.9,HRU,2721,CC+FM
29018,BS+GW+CC2721 1-9,164461.6316,6909.0511,12015,HRU,2721,BS+GW+CC
29019,BS+GW+FM2721 1-9,201087.0964,737.5306,2701.4,HRU,2721,BS+GW+FM
29020,BS+CC+FM2721 1-9,352394.208,7485.6726,10747.9,HRU,2721,BS+CC+FM
29021,GW+CC+FM2721 1-9,352247.3679,7528.1708,13239.5,HRU,2721,GW+CC+FM
29022,BS+GW+CC+FM2721 1-9,356730.1013,7533.3983,13239.5,HRU,2721,BS+GW+CC+FM
29023,BS2722 1-10,4327.3976,5.203899998,0,HRU,2722,BS
29024,GW2722 1-10,4185.6784,-6.682700001,0,HRU,2722,GW
29025,CC2722 1-10,150216.0396,2699.8194,12691.7,HRU,2722,CC
29026,FM2722 1-10,185564.212,269.4148,1249.7,HRU,2722,FM
29027,BS+GW2722 1-10,8513.076,5.203899998,0,HRU,2722,BS+GW
29028,BS+CC2722 1-10,154543.4372,2704.0014,12691.7,HRU,2722,BS+CC
29029,BS+FM2722 1-10,189891.6096,273.5228,1249.7,HRU,2722,BS+FM
29030,GW+CC2722 1-10,154401.7181,2696.6534,15977.6,HRU,2722,GW+CC
29031,GW+FM2722,189749.8904,262.3873,1249.7,HRU,2722,GW+FM
29032,CC+FM2722 1-10,335780.2516,2954.2975,12970.6,HRU,2722,CC+FM
29033,BS+GW+CC2722 1-10,158729.1157,2704.3675,15977.6,HRU,2722,BS+GW+CC
29034,BS+GW+FM2722 1-10,194077.288,273.5228,1249.7,HRU,2722,BS+GW+FM
29035,BS+CC+FM2722 1-10,340107.6492,2957.5716,12970.6,HRU,2722,BS+CC+FM
29036,GW+CC+FM2722 1-10,339965.9301,2950.479,16272.4,HRU,2722,GW+CC+FM
29037,BS+GW+CC+FM2722 1-10,344293.3277,2957.5748,16272.4,HRU,2722,BS+GW+CC+FM
29038,BS2723 1-7,4621.8126,200.8547,0,HRU,2723,BS
29039,GW2723 1-7,4470.3874,-92.3811,0,HRU,2723,GW
29040,CC2723 1-7,160502.0113,1449.9638,12572.2,HRU,2723,CC
29041,FM2723 1-7,198271.0936,505.4254,-261.8,HRU,2723,FM
29042,BS+GW2723 1-7,9092.2,200.8547,0,HRU,2723,BS+GW
29043,BS+CC2723 1-7,165123.8238,1647.9864,12572.2,HRU,2723,BS+CC
29044,BS+FM2723 1-7,202892.9062,673.2181,-261.8,HRU,2723,BS+FM
29045,GW+CC2723 1-7,164972.3987,1424.7276,16447.4,HRU,2723,GW+CC
29046,GW+FM2723,202741.481,414.1606,-261.8,HRU,2723,GW+FM
29047,CC+FM2723 1-7,358773.1048,1994.1938,12726.4,HRU,2723,CC+FM
29048,BS+GW+CC2723 1-7,169594.2113,1645.7412,16447.4,HRU,2723,BS+GW+CC
29049,BS+GW+FM2723 1-7,207363.2936,673.2181,-261.8,HRU,2723,BS+GW+FM
29050,BS+CC+FM2723 1-7,363394.9174,2162.2156,12726.4,HRU,2723,BS+CC+FM
29051,GW+CC+FM2723 1-7,363243.4923,1971.091,15580.7,HRU,2723,GW+CC+FM
29052,BS+GW+CC+FM2723 1-7,367865.3049,2163.7007,15580.7,HRU,2723,BS+GW+CC+FM
29053,BS2724 1-8,6211.2883,17.2177,0,HRU,2724,BS
29054,GW2724 1-8,6007.4628,5.2509,0,HRU,2724,GW
29055,CC2724 1-8,216033.4986,10875.976,16324.2,HRU,2724,CC
29056,FM2724 1-8,266872.4917,925.2611,1127.5,HRU,2724,FM
29057,BS+GW2724 1-8,12218.7511,17.2177,0,HRU,2724,BS+GW
29058,BS+CC2724 1-8,222244.787,10889.8605,16324.2,HRU,2724,BS+CC
29059,BS+FM2724 1-8,273083.78,940.1517,1127.5,HRU,2724,BS+FM
29060,GW+CC2724 1-8,222040.9615,10890.5884,20497.8,HRU,2724,GW+CC
29061,GW+FM2724,272879.9545,935.5685,1110.5,HRU,2724,GW+FM
29062,CC+FM2724 1-8,482905.9903,11727.4349,14974.8,HRU,2724,CC+FM
29063,BS+GW+CC2724 1-8,228252.2498,10899.9243,20497.8,HRU,2724,BS+GW+CC
29064,BS+GW+FM2724 1-8,279091.2428,940.1517,1127.5,HRU,2724,BS+GW+FM
29065,BS+CC+FM2724 1-8,489117.2786,11739.8341,14974.8,HRU,2724,BS+CC+FM
29066,GW+CC+FM2724 1-8,488913.4531,11741.635,21340.5,HRU,2724,GW+CC+FM
29067,BS+GW+CC+FM2724 1-8,495124.7415,11749.5912,21340.5,HRU,2724,BS+GW+CC+FM
29068,BS2725 1-9,3666.5218,131.4273,0,HRU,2725,BS
29069,GW2725 1-9,3546.6653,-56.1497,0,HRU,2725,GW
29070,CC2725 1-9,131637.2406,2169.7665,8296,HRU,2725,CC
29071,FM2725 1-9,161544.9558,591.9751,55.10000002,HRU,2725,FM
29072,BS+GW2725 1-9,7213.187,131.4273,0,HRU,2725,BS+GW
29073,BS+CC2725 1-9,135303.7624,2297.5094,8296,HRU,2725,BS+CC
29074,BS+FM2725 1-9,165211.4776,709.5109,55.10000002,HRU,2725,BS+FM
29075,GW+CC2725 1-9,135183.9059,2165.9083,13278.3,HRU,2725,GW+CC
29076,GW+FM2725,165091.6211,535.8104,55.10000002,HRU,2725,GW+FM
29077,CC+FM2725 1-9,293182.1964,2728.2269,8398.4,HRU,2725,CC+FM
29078,BS+GW+CC2725 1-9,138850.4276,2300.8887,13278.3,HRU,2725,BS+GW+CC
29079,BS+GW+FM2725 1-9,168758.1428,709.5109,55.10000002,HRU,2725,BS+GW+FM
29080,BS+CC+FM2725 1-9,296848.7182,2844.6977,8398.4,HRU,2725,BS+CC+FM
29081,GW+CC+FM2725 1-9,296728.8617,2724.02,12686.5,HRU,2725,GW+CC+FM
29082,BS+GW+CC+FM2725 1-9,300395.3834,2848.4002,12686.5,HRU,2725,BS+GW+CC+FM
29083,BS2726 1-10,10052.3692,69.2148,0,HRU,2726,BS
29084,GW2726 1-10,9721.9901,-3.524500001,0,HRU,2726,GW
29085,CC2726 1-10,362798.0409,22441.8965,25039.3,HRU,2726,CC
29086,FM2726 1-10,445237.3457,3849.6834,-166.1,HRU,2726,FM
29087,BS+GW2726 1-10,19774.3592,69.2148,0,HRU,2726,BS+GW
29088,BS+CC2726 1-10,372850.4101,22483.0173,25039.3,HRU,2726,BS+CC
29089,BS+FM2726 1-10,455289.7148,3916.9472,-166.1,HRU,2726,BS+FM
29090,GW+CC2726 1-10,372520.0309,22462.5039,29578,HRU,2726,GW+CC
29091,GW+FM2726,454959.3357,3846.0375,-166.1,HRU,2726,GW+FM
29092,CC+FM2726 1-10,808035.3865,26216.8468,23951.4,HRU,2726,CC+FM
29093,BS+GW+CC2726 1-10,382572.4001,22501.7279,29578,HRU,2726,BS+GW+CC
