BFMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,BFMO L [m],Hybrid DA [m2],FTYPE,bufferwidth [ft],A [m2],DA=BufferDL*L*2 (both sides of the stream)
1443,LES,2,3,35,57,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,5421.313133,219816.3934,StreamRiver,50,165241.6243,1083985.055
1444,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4931.252179,615778.882,StreamRiver,50,150304.5664,985997.9557
1460,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,623.2235434,6300,StreamRiver,50,18995.8536,124612.7996
1469,LES,2,24,165,178,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,4576.569119,173260.3279,StreamRiver,50,139493.8267,915079.5034
1484,COB,2,33,431,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3222.804616,322280,StreamRiver,50,98231.08468,644395.9155
1486,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1929.231586,142865.2174,StreamRiver,50,58802.97873,385747.5405
1496,COB,2,35,420,414,Le Sueur,Upper Cobb,Cobb Little Cobb,BT,3,LO,14,1964.342376,232587.6923,StreamRiver,50,59873.15563,392767.9009
1507,MAP,2,53,855,835,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4773.876934,31065.42056,StreamRiver,50,145507.7689,954530.9643
1510,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,2630.470415,12943.63636,StreamRiver,50,80176.73826,525959.403
1511,LES,2,9,61,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,2357.835339,235784,StreamRiver,50,71866.82114,471446.3467
1512,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,804.0572769,80405.72769,CanalDitch,16.5,8087.529714,160770.2877
1515,MAP,2,64,818,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,2394.552685,23297.46835,StreamRiver,50,72985.96585,478787.9359
1526,COB,2,54,741,776,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3125.980022,48767.01031,StreamRiver,50,95279.87106,625035.9541
1527,MAP,2,71,927,923,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2965.191836,136984.8649,StreamRiver,50,90379.04715,592886.5493
1528,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,1916.547421,14407.31707,StreamRiver,50,58416.36541,383211.3571
1544,MAP,2,64,819,815,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,2096.924208,209692,CanalDitch,16.5,21091.70246,419277.4791
1557,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1126.094925,24961.76471,StreamRiver,50,34323.37332,225161.329
1560,MAP,2,50,692,614,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,6695.716735,85805.62061,StreamRiver,50,204085.4461,1338800.526
1565,LES,2,1,48,24,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1778.153842,61782.35294,StreamRiver,50,54198.1291,355539.7269
1591,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,1558.505819,32246.80851,StreamRiver,50,47503.25735,311621.3682
1613,MAP,2,71,927,923,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1291.679783,103333.6957,StreamRiver,50,39370.39978,258269.8225
1623,MAP,2,50,611,643,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,832.8005828,13353.06122,StreamRiver,50,25383.76176,166517.4772
1624,COB,2,35,618,529,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,6750.014029,675001,StreamRiver,50,205740.4276,1349657.205
1627,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,39.44187487,3150,StreamRiver,50,1202.188346,7886.35555
1631,LES,2,3,31,36,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,296.9197518,29691.97518,ArtificialPath,16.5,2986.537631,59368.74806
1645,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,7639.361173,383522.8106,CanalDitch,16.5,76839.75042,1527481.099
1647,LES,2,14,341,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,1335.377421,25166.66667,StreamRiver,50,40702.30378,267007.1128
1674,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3909.550397,390955,StreamRiver,50,119163.0961,781709.9103
1678,COB,2,54,715,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,393.9124188,39391.24188,ArtificialPath,16.5,3962.128673,78762.31544
1681,MAP,2,62,889,861,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,4414.724947,25151.9084,StreamRiver,50,134560.8164,882718.9555
1685,COB,2,54,688,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,1630.959034,37831.85841,StreamRiver,50,49711.63137,326108.3018
1686,MAP,2,53,766,615,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,15178.38775,1517839,StreamRiver,50,462637.2586,3034900.417
1688,LES,2,1,45,23,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3508.30652,391824.1706,StreamRiver,50,106933.1827,701481.6787
1690,MAP,2,50,611,643,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,916.1328361,52728.57143,StreamRiver,50,27923.72884,183179.6612
1698,COB,2,33,444,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,4341.337405,102886.0927,CanalDitch,16.5,43666.90815,868045.2044
1699,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,248.6873164,24868.73164,Connector,16.5,2501.396503,49724.73049
1704,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,74.05024438,7405.024438,StreamRiver,50,2257.051449,14806.2575
1708,COB,2,35,522,443,Le Sueur,Lower Cobb,Cobb Upper Cobb,AB,1,LO,27,3444.041469,288246.5753,StreamRiver,50,104974.384,688631.9589
1717,COB,2,54,632,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,2972.77367,297277,CanalDitch,16.5,29901.34668,594402.528
1718,MAP,2,53,890,835,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1634.287025,118781.0526,StreamRiver,50,49813.06853,326773.7295
1720,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,6365.760588,636576,StreamRiver,50,194028.3827,1272826.191
1721,LES,2,3,26,31,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1101.678101,110168,ArtificialPath,16.5,11081.11901,220279.2142
1727,LES,2,14,358,341,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,693.7741464,17166.66667,StreamRiver,50,21146.23598,138719.308
34,LES,3,6,100,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,2420.153826,14012.5,StreamRiver,50,73766.28861,483906.8533
72,LES,3,6,84,66,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,2846.806918,284681,StreamRiver,50,86770.67485,569215.627
88,LES,3,7,169,146,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,6007.201925,38128.79257,StreamRiver,50,183099.5147,1201132.816
127,COB,3,34,368,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,1107.214694,110721,StreamRiver,50,33747.90387,221386.2494
134,MAP,3,13,612,510,Le Sueur,Lower Maple,Map AB UG,AB,3,LO,19,6343.693113,634369,StreamRiver,50,193355.7661,1268413.826
151,LES,3,6,111,91,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,4144.255407,414426,StreamRiver,50,126316.9048,828638.8955
207,MAP,3,13,447,353,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,13549.88643,19920.79807,StreamRiver,50,413000.5384,2709283.532
233,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,4374.190909,29030.37543,StreamRiver,50,133325.3389,874614.2233
248,COB,3,34,389,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,175.9272386,17592.72386,Connector,16.5,1769.546536,35176.44024
255,LES,3,2,50,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1315.160914,131516,ArtificialPath,16.5,13228.41454,262964.8466
265,COB,3,34,396,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,6011.159816,601116,StreamRiver,50,183220.1512,1201924.192
285,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,830.6896542,83068.96542,ArtificialPath,16.5,8355.408818,166095.3995
293,COB,3,10,331,327,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,2178.480521,6662.903226,StreamRiver,50,66400.08629,435584.566
324,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,175.0871236,17508.71236,StreamRiver,50,5336.655528,35008.46026
345,LES,3,6,69,66,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,707.316036,70731.6036,StreamRiver,50,21558.99278,141426.9926
359,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,5106.002566,10552.88136,StreamRiver,50,155630.9582,1020939.086
368,COB,3,34,389,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,3288.480225,328848,StreamRiver,50,100232.8773,657527.6748
373,COB,3,10,397,377,Le Sueur,Little Cobb,Cobb Little Cobb,BT,3,LO,16,951.5305274,95153.05274,StreamRiver,50,29002.65047,190257.3871
416,COB,3,34,396,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,497.5028721,11925,StreamRiver,50,15163.88754,99475.10227
421,COB,3,10,302,291,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,4882.829638,504269.4444,StreamRiver,50,148828.6474,976315.9268
424,LES,3,6,75,69,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,506.2879973,993.1034483,StreamRiver,50,15431.65816,101231.6775
434,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,242.6436623,1518.75,StreamRiver,50,7395.778826,48516.3091
437,COB,3,34,389,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,657.6947498,65769.47498,StreamRiver,50,20046.53597,131505.276
439,LES,3,2,50,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,99.94951812,9994.951812,StreamRiver,50,3046.461312,19984.78621
440,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,1361.601153,136160,StreamRiver,50,41501.60316,272250.5167
441,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,4033.897034,67006.66667,StreamRiver,50,122953.1816,806572.8712
474,COB,3,10,400,397,Le Sueur,Little Cobb,Cobb Little Cobb,BT,3,LO,16,1742.101656,96340.90909,StreamRiver,50,53099.25848,348331.1356
494,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1766.815772,176682,StreamRiver,50,53852.54474,353272.6935
498,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,588.6983496,1600,StreamRiver,50,17943.5257,117709.5286
555,LES,3,6,62,64,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,5320.232569,7094.285714,StreamRiver,50,162160.6887,1063774.118
594,LES,3,7,105,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,369.7187489,36971.87489,StreamRiver,50,11269.02747,73924.82019
617,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1002.619971,10204.83871,StreamRiver,50,30559.85672,200472.6601
634,LES,3,7,129,105,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,4041.329391,16051.27119,StreamRiver,50,123179.7198,808058.9621
636,COB,3,34,368,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,144.7809923,14478.09923,Connector,16.5,1456.265133,28948.78567
638,LES,3,7,181,105,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,1847.853044,143317.7419,StreamRiver,50,56322.56077,369475.9987
648,LES,3,6,66,54,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,1644.410243,164441,StreamRiver,50,50121.6242,328797.8548
653,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,1255.248555,125525,StreamRiver,50,38259.97596,250985.4423
667,LES,3,7,219,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,1093.170424,109317,ArtificialPath,16.5,10995.54539,218578.1145
672,LES,3,6,104,119,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,2203.317997,12773.07692,StreamRiver,50,67157.13255,440550.7895
675,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,613.081605,61308.1605,ArtificialPath,16.5,6166.620016,122584.9312
682,COB,3,34,400,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,16,604.5327023,60453.27023,ArtificialPath,16.5,6080.631733,120875.5884
685,LES,3,7,181,105,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,4950.796886,722465.8307,StreamRiver,50,150900.2891,989905.8963
692,LES,3,7,115,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,699.9729973,81810,StreamRiver,50,21335.17696,139958.7608
699,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,594.681332,59468.1332,Connector,16.5,5981.54271,118905.8187
716,LES,3,6,119,143,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,4692.428082,10565.85366,StreamRiver,50,143025.2079,938245.3641
729,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,1138.298904,30390.69767,StreamRiver,50,34695.3506,227601.4999
737,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,505.4850035,7312.5,StreamRiver,50,15407.18291,101071.1199
746,LES,3,2,71,50,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,2028.560538,102806.6667,StreamRiver,50,61830.52521,405608.2454
748,LES,3,6,63,92,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,409.6373744,36675,StreamRiver,50,12485.74717,81906.50145
750,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,2470.027045,247003,StreamRiver,50,75286.42434,493878.9437
760,COB,3,10,271,272,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,1607.359928,7135.714286,StreamRiver,50,48992.33062,321389.6888
769,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,112.3738172,1200,StreamRiver,50,3425.15395,22469.00991
779,LES,3,6,92,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,4441.354354,19309.70149,StreamRiver,50,135372.4807,888043.4734
784,MAP,3,13,336,166,Le Sueur,Maple Below Gauge,Map btwn gauges,BL,3,LO,3,17957.91913,2484979.661,StreamRiver,50,547357.3751,3590664.381
796,COB,3,34,368,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,3500.509781,350051,StreamRiver,50,106695.5381,699922.73
811,LES,3,6,99,91,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,1941.466545,14209.09091,StreamRiver,50,59175.90028,388193.9058
822,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,189.5629048,385.7142857,StreamRiver,50,5777.877339,37902.87534
826,COB,3,34,332,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,3662.181041,24361.08597,StreamRiver,50,111623.2781,732248.7044
850,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,2484.276963,248428,ArtificialPath,16.5,24987.8514,496728.1976
856,COB,3,34,345,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,4937.397534,65884.96933,StreamRiver,50,150491.8768,987226.712
861,LES,3,6,58,64,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,8611.407414,64493.58289,StreamRiver,50,262475.698,1721840.579
864,LES,3,5,39,49,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4000.984632,111583.2714,StreamRiver,50,121950.0116,799992.076
873,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,198.2846449,19828.46449,ArtificialPath,16.5,1994.426273,39646.77681
887,MAP,3,13,336,166,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,610.561922,61056.1922,StreamRiver,50,18609.92738,122081.1236
893,COB,3,10,192,136,Le Sueur,Lower LeSueur,Cobb BL LG,BL,3,LO,4,1181.879539,11503.84615,StreamRiver,50,36023.68835,236315.3955
902,COB,3,10,192,136,Le Sueur,Lower LeSueur,Cobb BL LG,BL,3,LO,4,681.315936,9411.428571,StreamRiver,50,20766.50973,136228.3038
909,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,111.8568111,562.5,StreamRiver,50,3409.395603,22365.63515
912,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1515.776425,139490.5263,StreamRiver,50,46200.86543,303077.6772
923,LES,3,5,28,38,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3392.867299,339287,StreamRiver,50,103414.5953,678399.7451
965,MAP,3,13,558,510,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,1528.124699,68828.15534,StreamRiver,50,46577.24082,305546.6998
968,MAP,3,13,353,336,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,180.2833071,3656.25,StreamRiver,50,5495.035201,36047.43092
969,LES,3,2,50,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,794.5665463,79456.65463,ArtificialPath,16.5,7992.068149,158872.6274
977,COB,3,10,327,271,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,9957.963483,995796,StreamRiver,50,303518.727,1991082.849
989,LES,3,6,117,143,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,2690.707811,24621.81818,StreamRiver,50,82012.77408,538003.7979
996,LES,3,5,37,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3293.877831,26827.23214,StreamRiver,50,100397.3963,658606.9197
1002,MAP,3,13,416,347,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,4682.400235,100195.9732,StreamRiver,50,142719.5592,936240.3081
1016,MAP,3,13,415,353,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,5078.992638,52766.17211,CanalDitch,16.5,51086.53955,1015538.483
1021,LES,3,6,70,69,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,3965.942009,8883.529412,StreamRiver,50,120881.9124,792985.3455
1027,LES,3,7,115,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,3335.871404,153134.5794,StreamRiver,50,101677.3604,667003.4842
1042,LES,3,7,228,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,1302.065594,122100,StreamRiver,50,39686.95931,260346.4531
1065,LES,3,6,91,75,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,2531.278401,19117.83439,StreamRiver,50,77153.36568,506126.0788
1066,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1389.462852,138946,StreamRiver,50,42350.82772,277821.4298
1079,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,635.5320051,63553.20051,StreamRiver,50,19371.01552,127073.8618
1089,COB,3,34,389,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,453.7473192,45374.73192,StreamRiver,50,13830.21829,90726.23199
1100,LES,3,6,136,111,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,2915.265806,10007.14286,StreamRiver,50,88857.30178,582903.8997
1111,LES,3,6,52,62,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,2234.104451,101265.1007,StreamRiver,50,68095.50368,446706.5041
1120,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,124.4666509,12446.66509,Connector,16.5,1251.935362,24886.9575
1134,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,177.8128282,2117.647059,Connector,16.5,1788.512552,35553.46163
1149,LES,3,5,56,53,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,2895.132579,42401.6129,StreamRiver,50,88243.641,578878.285
1178,MAP,3,13,177,166,Le Sueur,Maple Below Gauge,Map btwn gauges,BL,3,LO,3,2556.051945,57245.14286,StreamRiver,50,77908.46328,511079.5191
1254,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,2175.903028,6404.132231,StreamRiver,50,66321.52429,435069.1994
1263,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3147.084254,43764.62264,ArtificialPath,16.5,31654.63226,629255.7201
1267,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1010.422993,101042,StreamRiver,50,30797.69282,202032.8649
1273,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,4730.777973,84617.08861,StreamRiver,50,144194.1126,945913.3788
1275,LES,3,7,133,129,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,1391.53069,13500,StreamRiver,50,42413.85542,278234.8915
1277,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1025.494798,17898.3871,StreamRiver,50,31257.08143,205046.4542
1283,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,3679.368089,367937,StreamRiver,50,112147.1394,735685.2341
1285,LES,3,6,166,111,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,5221.651554,522165,StreamRiver,50,159155.9394,1044062.962
1290,LES,3,6,104,119,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,1763.065168,3781.730769,StreamRiver,50,53738.22633,352522.7647
1303,LES,3,5,39,49,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,2531.54427,11540.13158,StreamRiver,50,77161.46935,506179.2389
1311,LES,3,7,228,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,2423.07136,141377.4834,StreamRiver,50,73855.21505,484490.2107
1343,MAP,3,13,416,347,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,77.05420255,7705.420255,Connector,16.5,775.0419909,15406.89533
1351,LES,3,5,38,49,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,1187.797581,2877.04918,StreamRiver,50,36204.07027,237498.701
1357,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,324.9231166,26520,StreamRiver,50,9903.656595,64967.98727
1361,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,747.7806861,74778.06861,ArtificialPath,16.5,7521.477254,149517.8509
1417,LES,3,6,60,62,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,9892.021687,989202,StreamRiver,50,301508.821,1977897.866
1425,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,2373.788278,75494.80519,StreamRiver,50,72353.06672,474636.1177
1433,LES,3,6,63,92,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,137.6417693,13764.17693,StreamRiver,50,4195.32113,27521.30661
1446,COB,3,34,427,396,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,1249.339678,12041.77215,StreamRiver,50,38079.87337,249803.9693
1450,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,2154.797433,215480,StreamRiver,50,65678.22575,430849.1609
1454,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,2485.21978,248522,StreamRiver,50,75749.49888,496916.7127
1458,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,1529.36825,13140,StreamRiver,50,46615.14426,305795.3464
1467,COB,3,34,368,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,2078.862092,207886,StreamRiver,50,63363.71656,415665.9806
1472,COB,3,34,328,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,5213.965043,27198.83721,CanalDitch,16.5,52444.14599,1042526.054
1476,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,806.3845693,2565,StreamRiver,50,24578.60167,161235.627
1497,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,2959.574455,9642.857143,StreamRiver,50,90207.8294,591763.3608
1504,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,577.9982523,36025.71429,StreamRiver,50,17617.38673,115570.0569
1509,COB,3,10,377,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,136.393806,2160,StreamRiver,50,4157.283207,27271.77784
1519,COB,3,34,396,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,153.096368,10869.23077,StreamRiver,50,4666.377298,30611.43507
1522,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,1930.264293,5482.653061,StreamRiver,50,58834.45564,385954.029
1529,COB,3,10,192,136,Le Sueur,Lower LeSueur,Cobb BL LG,BL,3,LO,4,3145.464658,12676.70455,StreamRiver,50,95873.76278,628931.8838
1531,MAP,3,13,353,336,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,862.5736732,8517.073171,StreamRiver,50,26291.24556,172470.5709
1555,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,436.6505948,21600,StreamRiver,50,13309.11013,87307.76244
1583,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,4543.442881,27313.44828,StreamRiver,50,138484.139,908455.952
1614,COB,3,10,337,272,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,1750.282578,67080.50847,StreamRiver,50,53348.61297,349966.9011
1628,LES,3,5,29,38,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3572.592453,71716.21622,StreamRiver,50,108892.618,714335.5739
1632,LES,3,6,63,92,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,1137.925133,64907.6087,StreamRiver,50,34683.95807,227526.7649
1633,COB,3,34,389,368,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,416.150011,1743.75,StreamRiver,50,12684.25234,83208.69533
1635,COB,3,34,368,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,15,1121.266454,112127,StreamRiver,50,34176.20153,224195.882
