SB574,NEAR_FID,DISTANCE
233,1,8881.16453134000
233,2,17969.89182370000
233,3,16119.04561490000
234,0,22535.67202000000
234,4,10908.17253260000
234,1,10162.04809140000
234,2,14511.59024840000
234,3,26062.79541590000
235,0,24172.23604390000
235,4,12022.95760940000
235,1,11162.65416180000
235,2,13989.48050590000
235,3,26472.76877620000
236,0,3210.66673700000
236,4,10910.27326190000
236,1,12027.36259880000
236,2,20787.71057470000
236,3,16861.22814490000
237,0,31830.31894400000
237,4,19978.78603650000
237,1,19097.73660140000
237,2,19767.23121290000
237,3,33744.69800890000
238,0,34608.59152760000
238,4,22808.15051080000
238,1,21920.41650730000
238,2,22103.48497150000
238,3,36369.87458900000
239,0,37066.25555630000
239,4,25281.84806670000
239,1,24386.72684660000
239,2,24186.56816440000
239,3,38657.83578110000
240,0,17000.66733020000
240,4,5616.33384339000
240,1,5171.04139167000
240,2,13254.10821190000
240,3,21740.70737350000
241,0,13937.05942580000
241,4,3747.20278301000
241,1,3957.10506401000
241,2,14010.98433640000
241,3,20078.28713340000
242,0,23469.62328910000
242,4,11817.67054280000
242,1,11049.14477880000
242,2,14896.51370280000
242,3,26815.61739850000
243,0,25445.34977770000
243,4,13701.96269870000
243,1,12889.36252780000
243,2,15730.84172010000
243,3,28344.59865260000
244,0,53330.91814290000
244,4,41211.17924520000
244,1,40246.08359930000
244,2,37908.59987440000
244,3,53101.31503610000
245,0,55072.85699760000
245,4,42934.03809710000
245,1,41965.14424530000
245,2,39498.55468110000
245,3,54713.99412540000
246,0,2972.31302482000
246,4,12619.28812140000
246,1,13723.47744770000
246,2,22066.27549180000
246,3,16777.85736250000
247,0,2105.81820836000
247,4,14549.89176380000
247,1,15668.70616330000
247,2,24263.36457010000
247,3,18675.83258350000
248,0,55939.53214390000
248,4,43963.11399160000
248,1,43010.82827280000
248,2,40807.78970150000
248,3,55992.81752340000
249,0,15334.05895110000
249,4,5414.33165121000
249,1,5366.76704754000
249,2,14655.38936580000
249,3,21798.88639810000
250,0,20197.36849110000
250,4,8542.62095842000
250,1,7857.17490511000
250,2,13557.95279160000
250,3,24054.02497210000
251,0,47223.70709090000
251,4,35232.41261150000
251,1,34289.33339670000
251,2,32598.38844670000
251,3,47641.90182350000
252,0,52784.38267590000
252,4,40853.88043090000
252,1,39909.97464130000
252,2,37959.50585480000
252,3,53090.73215350000
253,0,23869.70884380000
253,4,12897.36066850000
253,1,12223.31529560000
253,2,16615.25254490000
253,3,28276.83926800000
254,0,38900.39473480000
254,4,27435.31344550000
254,1,26572.36236950000
254,2,26650.34049270000
254,3,41065.50339610000
255,0,1487.34674945000
255,4,12887.12980350000
255,1,14010.04542580000
255,2,22835.46789700000
255,3,18216.64893280000
256,0,42433.91092620000
256,4,30396.06281540000
256,1,29456.16739900000
256,2,28107.84448220000
256,3,43020.25312360000
257,0,25600.77518490000
257,4,14810.29577460000
257,1,14131.51948010000
257,2,18049.80750210000
257,3,30109.31153720000
258,0,29644.12214230000
258,4,17942.29533080000
258,1,17095.23845290000
258,2,18571.40605510000
258,3,32107.59762090000
259,0,51742.52212830000
259,4,40090.05525800000
259,1,39177.64615670000
259,2,37778.49305440000
259,3,52794.08529690000
260,0,46528.94146050000
260,4,34877.88898530000
260,1,33974.20606440000
260,2,32948.45865320000
260,3,47827.46732500000
261,0,10442.42168680000
261,4,4887.28673837000
261,1,5779.10004170000
261,2,16294.89386570000
261,3,19496.72091830000
262,0,11083.01442610000
262,4,6445.20852024000
262,1,7167.41920488000
262,2,17645.35194780000
262,3,21464.83976770000
263,0,44276.84440370000
263,4,32371.71684190000
263,1,31443.56821840000
263,2,30164.16354700000
263,3,45083.18525680000
264,0,45152.64927350000
264,4,33418.95888530000
264,1,32508.64985940000
264,2,31457.44230120000
264,3,46327.99681140000
265,0,48775.83325450000
265,4,37093.61571000000
265,1,36182.50178730000
265,2,34930.78094100000
265,3,49888.88578690000
266,0,16133.45201620000
266,4,6731.06092962000
266,1,6635.64054274000
266,2,15525.70507810000
266,3,23114.46443570000
267,0,44295.78301220000
267,4,32763.65032330000
267,1,31877.98065190000
267,2,31247.11533060000
267,3,45987.54490000000
268,0,28504.72635130000
268,4,17351.18789350000
268,1,16587.77726080000
268,2,19169.29545770000
268,3,32124.01749490000
269,0,34690.44143970000
269,4,23297.34152010000
269,1,22460.17641840000
269,2,23297.22016940000
269,3,37311.29066710000
270,0,42957.54060910000
270,4,31327.16343490000
270,1,30433.42276060000
270,2,29768.28746200000
270,3,44500.76972970000
271,0,57399.24470220000
271,4,45722.00469300000
271,1,44799.94499060000
271,2,43053.29849790000
271,3,58171.10709260000
272,0,17554.74005960000
272,4,7831.48343566000
272,1,7576.90825549000
272,2,15685.87619610000
272,3,24155.00008530000
273,0,55776.41083970000
273,4,44162.67965530000
273,1,43249.16175800000
273,2,41688.59735060000
273,3,56762.87406650000
274,0,54185.50083400000
274,4,43590.58112960000
274,1,42786.00387290000
274,2,42828.49774320000
274,3,57445.19857040000
275,0,55861.46006130000
275,4,45554.37560430000
275,1,44776.36735290000
275,2,45104.99417890000
275,3,59628.42405210000
276,0,25589.90910820000
276,4,18814.33655730000
276,1,18589.12898540000
276,2,25337.42630920000
276,3,35168.10340890000
277,0,5738.09518051000
277,4,16317.89724390000
277,1,17385.06361630000
277,2,27517.34511110000
277,3,25258.23421390000
278,0,12310.56541210000
278,4,14381.35784680000
278,1,15099.37421990000
278,2,25516.99336870000
278,3,28307.69020790000
279,0,55235.00245560000
279,4,45142.28015840000
279,1,44387.19661950000
279,2,45017.57175900000
279,3,59417.27772290000
280,0,21685.99238830000
280,4,16010.19095060000
280,1,15972.61978130000
280,2,23959.77624560000
280,3,32370.07628390000
281,0,23488.61479050000
281,4,17675.08735220000
281,1,17581.22368809990
281,2,25163.30218500000
281,3,34055.43522770000
282,0,10861.42716160000
282,4,23735.42843060000
282,1,24838.51637760000
282,2,34586.26489890000
282,3,29754.36190290000
283,0,27594.63970370000
283,4,20268.70150090000
283,1,19956.46576080000
283,2,26026.30219380000
283,3,36536.32888360000
284,0,29460.70334260000
284,4,21608.64784380000
284,1,21217.68601280000
284,2,26617.20229939990
284,3,37742.87219630000
285,0,44202.08368370000
285,4,34655.82697500000
285,1,33986.04748800000
285,2,36010.71079840000
285,3,49647.22992730000
286,0,8965.39372914000
286,4,21303.62565450000
286,1,22393.07640700000
286,2,32318.43465670000
286,3,28416.36420880000
287,0,6989.85282623000
287,4,18628.20320200000
287,1,19706.83656230000
287,2,29745.06114660000
287,3,26686.05663450000
288,0,48897.28170360000
288,4,39221.28312910000
288,1,38523.20804970000
288,2,40035.31773020000
288,3,53984.83496130000
289,0,44339.35948640000
289,4,35141.33618760000
289,1,34507.13523380000
289,2,36892.82612890000
289,3,50331.52068680000
290,0,26718.12248000000
290,4,15415.10933360000
290,1,14650.72725130000
290,2,17599.22583860000
290,3,30260.05275580000
291,0,28481.29493210000
291,4,17920.33881380000
291,1,17233.85774460000
291,2,20524.58274670000
291,3,33096.88136180000
292,0,14320.21294820000
292,4,6714.10560328000
292,1,6954.97368225000
292,2,16707.69925050000
292,3,22911.93675700000
293,0,27193.19582820000
293,4,16676.02167400000
293,1,16010.59109670000
293,2,19705.39907730000
293,3,31983.48235210000
294,0,21298.12426490000
294,4,10939.95397980000
294,1,10417.45546210000
294,2,16419.84180890000
294,3,26849.33825680000
295,0,23745.11436370000
295,4,13419.03336610000
295,1,12836.26591860000
295,2,17849.16315070000
295,3,29115.74397720000
296,0,53887.57154450000
296,4,42294.60573790000
296,1,41385.65740000000
296,2,39960.36921120000
296,3,54995.59944660000
297,0,1667.97585430000
297,4,15231.08494600000
297,1,16358.95102620000
297,2,25417.62627720000
297,3,20488.26125260000
298,0,45239.90499820000
298,4,33741.47745300000
298,1,32857.50150990000
298,2,32196.29533790000
298,3,46957.68317810000
299,0,7544.16019282000
299,4,13789.68838500000
299,1,14758.80102960000
299,2,21120.01753900000
299,3,12883.67987710000
300,0,4134.86103698000
300,4,16436.90363480000
300,1,17543.87778260000
300,2,25719.57841370000
300,3,18860.65289300000
301,0,6161.02570672000
301,4,15073.17112990000
301,1,16109.54867440000
301,2,23168.89585590000
301,3,15178.13221970000
302,0,3330.17716307000
302,4,16904.18953090000
302,1,18032.10702350000
302,2,27050.72870160000
302,3,21601.18003810000
303,0,19158.36582520000
303,4,9122.23279944000
303,1,8730.33795242000
303,2,15924.46632730000
303,3,25298.52676090000
304,0,38316.34389460000
304,4,27114.15063550000
304,1,26284.23915390000
304,2,26847.91575180000
304,3,41066.10617690000
305,0,31644.68920760000
305,4,20475.47717250000
305,1,19684.05621910000
305,2,21454.25657610000
305,3,34949.77580750000
306,0,8390.58004500000
306,4,8044.60216873000
306,1,8990.42753120000
306,2,19477.48695710000
306,3,21255.71914630000
307,0,45630.44863850000
307,4,34481.37099880000
307,1,33635.33664540000
307,2,33486.99159030000
307,3,48088.98596070000
308,0,50435.68387680000
308,4,38988.45830680000
308,1,38100.26862780000
308,2,37123.78973330000
308,3,52026.02375020000
309,0,23477.81501360000
309,4,13897.04259000000
309,1,13414.87386380000
309,2,19073.43486700000
309,3,29867.94897730000
310,0,45414.28617730000
310,4,34583.02962010000
310,1,33772.37524740000
310,2,34102.66506770000
310,3,48528.76752130000
311,0,34134.77308800000
311,4,23587.00834060000
311,1,22854.81124680000
311,2,24949.97595930000
311,3,38368.09678900000
312,0,43685.36670000000
312,4,32428.04804560000
312,1,31574.82784820000
312,2,31439.67250220000
312,3,46011.72597110000
313,0,52086.82396940000
313,4,40841.16400430000
313,1,39971.90336220000
313,2,39206.24042020000
313,3,54063.95587850000
314,0,47766.71098220000
314,4,36609.28023600000
314,1,35757.53435740000
314,2,35422.85758810000
314,3,50111.02154810000
315,0,20614.13922460000
315,4,11842.89820720000
315,1,11540.48978580000
315,2,18645.82473640000
315,3,28127.02185950000
316,0,5300.58077545000
316,4,8852.32283782000
316,1,9956.24829014000
316,2,19916.62781050000
316,3,19183.04952400000
317,0,920.50348368900
317,4,13014.87068760000
317,1,14141.28417750000
317,2,23534.75206040000
317,3,19972.94688520000
318,0,5362.33410483000
318,4,11136.35374440000
318,1,12186.73316890000
318,2,22440.86243310000
318,3,21927.91628950000
319,0,2556.96498149000
319,4,14359.75577280000
319,1,15471.74505890000
319,2,25207.72451670000
319,3,22092.44913330000
320,0,16066.95503910000
320,4,9006.26326164000
320,1,9109.69402926000
320,2,18272.38933290000
320,3,25300.65975140000
321,0,26421.13262970000
321,4,16537.44470950000
321,1,15962.19048670000
321,2,20477.41126470000
321,3,32205.09091040000
322,0,35502.42853630000
322,4,24706.31479530000
322,1,23936.92234410000
322,2,25487.61431810000
322,3,39209.50430410000
323,0,18674.39796190000
323,4,11047.14673580000
323,1,10944.67304140000
323,2,19118.91882330000
323,3,27431.62990290000
324,0,26402.57358900000
324,4,17182.36487930000
324,1,16686.05542060000
324,2,21743.46060250000
324,3,33087.07581460000
325,0,30441.20535890000
325,4,19946.22632240000
325,1,19248.30108500000
325,2,22134.74654330000
325,3,35013.36144060000
326,0,32387.97091010000
326,4,22170.58578510000
326,1,21489.51752050000
326,2,24287.19817450000
326,3,37278.95325790000
327,0,28736.88306290000
327,4,19048.31798150000
327,1,18464.89161120000
327,2,22562.43682680000
327,3,34649.56925140000
328,0,7200.99954318000
328,4,10581.68874290000
328,1,11556.34921200000
328,2,22007.60096750000
328,3,22753.76646810000
329,0,38106.52106380000
329,4,27460.64574460000
329,1,26695.91084930000
329,2,28064.20953980000
329,3,41931.63991890000
330,0,4390.93188475000
330,4,17947.54355230000
330,1,19075.08467950000
330,2,28233.27967670000
330,3,22841.17083390000
331,0,4361.35976546000
331,4,13294.24302050000
331,1,14367.41306620000
331,2,24488.65322190000
331,3,22866.26844070000
332,0,13760.60024940000
332,4,9471.66593468000
332,1,9900.24898580000
332,2,19882.89441240000
332,3,25163.52555340000
333,0,57265.39000790000
333,4,46029.62829980000
333,1,45153.91734990000
333,2,44120.46944890000
333,3,59083.27997470000
334,0,6010.48289805000
334,4,19560.92806640000
334,1,20688.20135310000
334,2,29839.69613700000
334,3,24100.74312780000
335,0,7673.07837865000
335,4,21246.28797910000
335,1,22374.09137140000
335,2,31415.59550410000
335,3,25124.24328890000
336,0,41024.49562570000
336,4,30200.56778630000
336,1,29404.09333290000
336,2,30177.12839730000
336,3,44361.77058560000
337,0,57125.93453340000
337,4,46127.17300580000
337,1,45276.21827930000
337,2,44601.34470010000
337,3,59467.25949070000
338,0,5003.31600051000
338,4,18275.94744800000
338,1,19397.50675100000
338,2,28853.69921420000
338,3,24095.97500289990
339,0,3760.30443973000
339,4,16627.74115710000
339,1,17744.30867270000
339,2,27355.04327480000
339,3,23350.79458830000
340,0,55763.83792610000
340,4,44732.30589920000
340,1,43879.89841170000
340,2,43226.25034970000
340,3,58077.71731870000
341,0,50430.14662240000
341,4,39368.75593440000
341,1,38522.05614040000
341,2,38139.48330439990
341,3,52868.63115670000
342,0,54522.85575720000
342,4,43330.56819670000
342,1,42463.17623830000
342,2,41637.16290360000
342,3,56528.99657650000
343,0,55239.34364860000
343,4,44178.92933150000
343,1,43324.28686030000
343,2,42655.98011180000
343,3,57508.28677140000
344,0,34407.63575560000
344,4,24391.32189260000
344,1,23718.80984020000
344,2,26387.04544090000
344,3,39504.81122530000
345,0,31223.05214960000
345,4,21638.17339690000
345,1,21040.24820510000
345,2,24712.46332950000
345,3,37146.87823670000
346,0,32725.24899460000
346,4,22922.13826860000
346,1,22286.27835570000
346,2,25465.68553200000
346,3,38244.48081180000
347,0,43095.48634730000
347,4,32357.42738980000
347,1,31563.65818520000
347,2,32237.03644320000
347,3,46495.62956760000
348,0,56298.92955540000
348,4,45527.00914150000
348,1,44700.67241009990
348,2,44388.64621840000
348,3,59139.60699110000
349,0,41743.21775040000
349,4,31664.36817410000
349,1,30947.30733740000
349,2,32596.36080910000
349,3,46393.30339570000
350,0,36492.14778080000
350,4,26321.60943120000
350,1,25618.86450710000
350,2,27796.23793290000
350,3,41228.91549260000
351,0,38443.56904560000
351,4,28107.71675320000
351,1,27376.45773690000
351,2,29093.08174280000
351,3,42800.72951880000
352,0,33030.98028220000
352,4,23792.94531070000
352,1,23217.78006490000
352,2,26899.11735940000
352,3,39369.16868260000
353,0,51266.49890090000
353,4,40550.92368790000
353,1,39739.24391270000
353,2,39793.06931700000
353,3,54382.38357290000
354,0,6807.72547699000
354,4,20163.83922480000
354,1,21285.93630220000
354,2,30692.07054250000
354,3,25448.65145470000
355,0,52227.61940110000
355,4,41485.92639460000
355,1,40669.65170500000
355,2,40627.26409480000
355,3,55258.54587020000
356,0,53491.38559340000
356,4,42549.10231440000
356,1,41709.57156300000
356,2,41309.77342600000
356,3,56069.13633240000
357,0,28654.89660470000
357,4,19818.52998750000
357,1,19332.96286640000
357,2,24165.84800540000
357,3,35732.64063540000
358,0,6842.58139383000
358,4,19233.16440490000
358,1,20330.69428550000
358,2,30189.79200240000
358,3,26398.89824370000
359,0,8976.84295087000
359,4,22374.87408620000
359,1,23497.10765390000
359,2,32864.38989370000
359,3,27158.56795170000
360,0,7850.00925095000
360,4,12877.41063240000
360,1,13822.62030830000
360,2,24310.42372350000
360,3,24887.74919170000
361,0,43817.46512760000
361,4,33384.25121110000
361,1,32621.50726900000
361,2,33628.70270770000
361,3,47755.41197490000
362,0,9459.64377621000
362,4,11504.22259280000
362,1,12348.60491230000
362,2,22871.01282800000
362,3,24836.06123220000
363,0,17697.36013300000
363,4,12030.10602040000
363,1,12136.91399170000
363,2,21037.39302380000
363,3,28283.07796940000
364,0,21033.89407450000
364,4,13717.23626660000
364,1,13550.49538920000
364,2,21107.19231220000
364,3,30095.03187110000
365,0,43734.43857840000
365,4,33542.90786300000
365,1,32806.49367660000
365,2,34124.59718860000
365,3,48109.00320050000
366,0,45053.68888750000
366,4,34753.58731260000
366,1,34001.31040850000
366,2,35066.16462580000
366,3,49183.43446010000
367,0,46730.70702230000
367,4,36586.89693740000
367,1,35846.26244830000
367,2,36966.09987670000
367,3,51078.44374230000
368,0,21393.44343580000
368,4,14783.30683540000
368,1,14671.56372240000
368,2,22396.35556040000
368,3,31167.52247740000
369,0,22236.37810520000
369,4,15411.30370000000
369,1,15255.70213540000
369,2,22696.61593020000
369,3,31792.71863170000
370,0,23984.06836480000
370,4,15479.07523260000
370,1,15109.42667240000
370,2,21287.57894740000
370,3,31667.87309900000
371,0,25653.28583600000
371,4,17942.74370570000
371,1,17623.53806330000
371,2,23854.17349670000
371,3,34202.77632130000
372,0,42863.38520440000
372,4,33011.20480550000
372,1,32314.15534420000
372,2,34117.22267510000
372,3,47852.60665370000
373,0,11003.50767400000
373,4,9859.23216633000
373,1,10573.64616870000
373,2,21015.60186210000
373,3,24357.54600240000
374,0,39187.86382730000
374,4,29466.29440770000
374,1,28799.02837830000
374,2,31137.05298750000
374,3,44533.36085060000
375,0,8159.46921309000
375,4,21226.46310950000
375,1,22339.30412660000
375,2,31955.62206480000
375,3,27095.46717890000
376,0,12338.44343020000
376,4,13071.51061980000
376,1,13747.31857230000
376,2,24115.35813570000
376,3,27409.78655040000
377,0,12836.51926590000
377,4,12241.07650450000
377,1,12852.27333270000
377,2,23125.50141100000
377,3,27017.72688339990
378,0,50739.83356070000
378,4,40444.40111960000
378,1,39677.74839830000
378,2,40319.85082220000
378,3,54678.81669820000
379,0,48041.32008290000
379,4,37499.11618440000
379,1,36712.86350780000
379,2,37224.15363810000
379,3,51609.75982470000
380,0,10639.32381810000
380,4,14122.32911460000
380,1,14939.28141700000
380,2,25449.39564250000
380,3,27290.60782930000
381,0,11963.60472760000
381,4,13417.04420690000
381,1,14130.05572830000
381,2,24546.57455340000
381,3,27480.73390410000
382,0,17909.09422700000
382,4,14086.39056200000
382,1,14312.23141880000
382,2,23510.25435880000
382,3,30109.81992060000
383,0,8456.01344335000
383,4,21077.25041590000
383,1,22176.49832270000
383,2,31997.71041900000
383,3,27780.04322690000
384,0,31777.60682860000
384,4,22977.36442570000
384,1,22461.05948820000
384,2,26739.22413890000
384,3,38775.17156310000
385,0,46130.57407340000
385,4,36294.27791370000
385,1,35587.70774360000
385,2,37122.58259570000
385,3,51032.42873300000
386,0,44089.51861850000
386,4,34159.61327220000
386,1,33449.88765380000
386,2,35049.09757700000
386,3,48902.95272870000
387,0,14097.00197770000
387,4,14005.28065740000
387,1,14577.68721160000
387,2,24751.76639770000
387,3,28835.46213680000
388,0,16396.51305210000
388,4,15183.98844950000
388,1,15618.75908240000
388,2,25435.41121640000
388,3,30556.14971060000
389,0,44549.57800300000
389,4,34809.96440910000
389,1,34118.71585330000
389,2,35896.89764020000
389,3,49666.46798680000
390,0,8584.58531659000
390,4,18853.55818660000
390,1,19885.72259230000
390,2,30174.37103750000
390,3,28194.49079560000
391,0,11032.05620650000
391,4,22388.45522820000
391,1,23438.20128700000
391,2,33636.97745060000
391,3,30693.13880950000
392,0,8899.49271519000
392,4,16519.90236140000
392,1,17480.75498550000
392,2,27948.63709250000
392,3,27627.25174650000
393,0,31547.00135110000
393,4,23443.79792310000
393,1,23003.51533900000
393,2,27876.55286170000
393,3,39459.99763550000
394,0,50596.87658190000
394,4,40708.22194750000
394,1,39983.91381070000
394,2,41134.08281750000
394,3,55271.09757450000
395,0,33634.20022330000
395,4,25716.55503300000
395,1,25275.85521360000
395,2,29985.42647070000
395,3,41723.22853760000
396,0,29930.11928780000
396,4,22855.86059799990
396,1,22537.42690260000
396,2,28371.80886410000
396,3,39113.19004470000
397,0,37233.69922270000
397,4,28583.26853500000
397,1,28040.51195020000
397,2,31677.47225120000
397,3,44246.83959590000
398,0,38240.78713569990
398,4,29011.37618610000
398,1,28401.79894120000
398,2,31367.40761080000
398,3,44383.94793240000
399,0,26351.37058240000
399,4,20468.28029540000
399,1,20313.44886930000
399,2,27365.99169710000
399,3,36851.28896850000
400,0,12905.97393270000
400,4,16042.37811290000
400,1,16777.20904490000
400,2,27208.75456670000
400,3,29676.52190220000
401,0,11379.58954870000
401,4,17805.00538940000
401,1,18686.12387790000
401,2,29210.44165670000
401,3,29817.14121470000
402,0,12399.70857040000
402,4,16549.37261980000
402,1,17333.07962050000
402,2,27815.77083270000
402,3,29723.09404220000
403,0,23439.91037760000
403,4,18930.38907230000
403,1,18948.75920820000
403,2,27025.12096330000
403,3,35237.16153820000
404,0,32695.47011820000
404,4,25283.45523780000
404,1,24902.16770250000
404,2,30112.43348860000
404,3,41429.26737890000
405,0,53151.75541500000
405,4,42937.12541130000
405,1,42173.67695830000
405,2,42768.70356130000
405,3,57167.23146220000
406,0,10960.02333810000
406,4,22975.90571860000
406,1,24048.80848390000
406,2,34102.99403250000
406,3,30450.21759240000
407,0,13325.93003610000
407,4,25232.56768330000
407,1,26294.44035620000
407,2,36413.89949140000
407,3,32762.99838260000
408,0,36406.87933310000
408,4,28306.91763090000
408,1,27826.24098030000
408,2,32038.21436290000
408,3,44188.56251950000
409,0,46618.32151530000
409,4,37269.48646780000
409,1,36611.80049640000
409,2,38653.64106270000
409,3,52307.45811600000
410,0,29356.53791160000
410,4,23030.63748390000
410,1,22791.35019730000
410,2,29156.28411860000
410,3,39375.43551590000
411,0,11224.81024260000
411,4,21522.67689810000
411,1,22534.77449120000
411,2,32886.68451930000
411,3,30902.27796160000
412,0,14671.40278580000
412,4,16554.40740950000
412,1,17190.28032690000
412,2,27461.70714190000
412,3,30841.33852080000
413,0,16498.05403560000
413,4,17429.90793970000
413,1,17972.17788570000
413,2,28029.74749630000
413,3,32204.49368270000
414,0,16971.52755640000
414,4,19277.88327990000
414,1,19878.41583190000
414,2,30052.97995750000
414,3,33614.32193380000
415,0,32407.24416330000
415,4,25617.91295360000
415,1,25300.47680709990
415,2,30970.15808280000
415,3,41874.87217610000
416,0,13726.77809970000
416,4,25047.38442990000
416,1,26084.68440670000
416,2,36335.52541790000
416,3,33339.17625550000
417,0,59022.14788120000
417,4,49081.13117670000
417,1,48334.62909220000
417,2,48963.41701260000
417,3,63388.40127090000
418,0,48939.27546890000
418,4,39822.38452900000
418,1,39181.03975650000
418,2,41302.30943160000
418,3,54934.59709720000
419,0,54933.33597330000
419,4,45392.90477090000
419,1,44694.03109000000
419,2,45992.32545590000
419,3,60094.48810510000
420,0,56846.94500629990
420,4,47041.54234600000
420,1,46312.38936160000
420,2,47206.22395840000
420,3,61505.55149140000
421,0,51232.85768210000
421,4,41954.90294690000
421,1,41290.98473970000
421,2,43092.04027390000
421,3,56915.56768180000
422,0,12099.33328120000
422,4,20432.85581870000
422,1,21368.13623090000
422,2,31865.86731640000
422,3,31373.85795350000
423,0,32672.87919260000
423,4,26228.39925550000
423,1,25941.42959440000
423,2,31797.75718360000
423,3,42525.82835250000
424,0,18045.07720810000
424,4,18722.89689280000
424,1,19214.22503400000
424,2,29119.70028750000
424,3,33695.98100060000
425,0,20436.63009910000
425,4,18158.79401290000
425,1,18412.16133950000
425,2,27543.59691800000
425,3,34037.94776010000
426,0,19305.62474320000
426,4,19050.61524840000
426,1,19459.74867470000
426,2,29113.43869280000
426,3,34381.61404290000
427,0,28084.52105550000
427,4,22778.56749880000
427,1,22649.68878570000
427,2,29722.58291610000
427,3,39162.85617300000
428,0,47668.71485200000
428,4,38658.19030910000
428,1,38031.49428660000
428,2,40351.94358820000
428,3,53861.17364040000
429,0,57858.48633790000
429,4,48422.79655760000
429,1,47728.50509560000
429,2,48998.15762190000
429,3,63133.11311840000
430,0,13226.53503810000
430,4,25546.52370680000
430,1,26624.88954560000
430,2,36623.68142290000
430,3,32440.94666740000
431,0,14574.13440020000
431,4,18478.03114310000
431,1,19202.30106340000
431,2,29610.61828550000
431,3,31979.58104290000
432,0,27142.97402810000
432,4,22586.45671390000
432,1,22536.38715330000
432,2,30072.48053910000
432,3,38942.68304300000
433,0,50830.16917880000
433,4,42061.28331389990
433,1,41449.21880440000
433,2,43806.58813670000
433,3,57320.74471170000
434,0,41010.44944820000
434,4,32798.60898150000
434,1,32279.36094730000
434,2,35910.89857700000
434,3,48527.25781010000
435,0,40244.91185450000
435,4,32555.84646250000
435,1,32092.67742440000
435,2,36241.50385590000
435,3,48475.68071200000
436,0,31239.37610440000
436,4,25756.40350780000
436,1,25573.29135340000
436,2,32160.36592860000
436,3,42133.69393580000
437,0,37566.91660330000
437,4,30104.80007730000
437,1,29680.12085500000
437,2,34273.56041240000
437,3,46140.08692570000
438,0,44580.50159140000
438,4,35949.87206150000
438,1,35372.49522630000
438,2,38306.37060390000
438,3,51419.16129630000
439,0,55890.95315720000
439,4,46504.47374740000
439,1,45818.93454100000
439,2,47239.84358200000
439,3,61289.53623860000
440,0,19378.87319900000
440,4,20201.97341730000
440,1,20673.49811610000
440,2,30499.49626860000
440,3,35213.96179510000
441,0,13765.27986690000
441,4,23012.56642780000
441,1,23966.71283790000
441,2,34442.36436140000
441,3,33341.42960390000
442,0,49360.99690710000
442,4,40705.03981630000
442,1,40108.48129690000
442,2,42671.20711480000
442,3,56053.14881020000
443,0,23025.18772840000
443,4,21050.87642940000
443,1,21271.48325210000
443,2,30179.46236060000
443,3,36972.80389110000
444,0,26049.07389590000
444,4,22259.08919960000
444,1,22289.50280190000
444,2,30269.75080200000
444,3,38539.97608900000
445,0,17737.07197330000
445,4,20659.57151000000
445,1,21276.93255400000
445,2,31478.01122020000
445,3,34809.80929280000
446,0,28496.70570080000
446,4,24090.36109390000
446,1,24034.53348660000
446,2,31470.84186170000
446,3,40448.43369570000
447,0,14681.81685430000
447,4,22982.44929560000
447,1,23890.07299130000
447,2,34407.64076770000
447,3,34059.60678830000
448,0,15143.09496720000
448,4,20786.12759570000
448,1,21574.90138450000
448,2,32055.37948680000
448,3,33510.83589950000
449,0,42720.46415760000
449,4,34913.16699780000
449,1,34425.78517620000
449,2,38258.20314190000
449,3,50746.75902100000
450,0,24734.94963200000
450,4,23159.63824470000
450,1,23380.84876190000
450,2,32231.80401820000
450,3,39053.48735550000
451,0,22339.65565440000
451,4,21818.56402690000
451,1,22151.81721120000
451,2,31485.13362660000
451,3,37373.48511530000
452,0,15265.07927250000
452,4,22573.77078100000
452,1,23433.29152800000
452,2,33956.06794340000
452,3,34345.17821450000
453,0,25682.98427790000
453,4,23187.30551370000
453,1,23325.57001940000
453,2,31801.98045070000
453,3,39283.19782520000
454,0,15425.05602160000
454,4,23948.93503230000
454,1,24859.65644510000
454,2,35375.77440880000
454,3,34886.19369250000
455,0,15009.12859110000
455,4,24436.76034880000
455,1,25389.36202440000
455,2,35866.90499480000
455,3,34640.93937960000
456,0,47339.83936330000
456,4,38901.99091780000
456,1,38333.64261830000
456,2,41244.28144700000
456,3,54395.97579090000
457,0,49992.04414830000
457,4,41791.86578990000
457,1,41238.18011060000
457,2,44198.85289710000
457,3,57338.34681210000
458,0,15789.82885900000
458,4,26829.99648610000
458,1,27847.96871240000
458,2,38172.39905460000
458,3,35420.15365430000
459,0,57202.47355530000
459,4,48156.03312370000
459,1,47501.31627290000
459,2,49226.30729470000
459,3,63131.21253840000
460,0,48694.25847810000
460,4,40789.64835130000
460,1,40268.93029780000
460,2,43581.33172290000
460,3,56479.11794020000
461,0,44088.23412450000
461,4,36989.88196470000
461,1,36564.93153200000
461,2,40872.89604340000
461,3,53009.38893240000
462,0,41830.96493760000
462,4,34712.50799370000
462,1,34296.49263130000
462,2,38763.38259960000
462,3,50760.13817820000
463,0,29450.59429060000
463,4,25721.19484650000
463,1,25710.84270630000
463,2,33338.91487540000
463,3,42039.00519480000
464,0,26266.60079360000
464,4,23923.10174790000
464,1,24064.61970460000
464,2,32533.62642410000
464,3,40006.51088790000
465,0,36370.26913600000
465,4,29750.77455940000
465,1,29416.11244760000
465,2,34746.81642700000
465,3,45977.76997940000
466,0,40216.72840420000
466,4,33416.87141110000
