FID_1,MOs,MOsID,Subbasin,SED_BCR,Duck_BCR,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin
476,TLMO,123,1,0.00,0.00,3,166579.62011900000,2357623.46720000000,10,1,3,LES,
491,TLMO,148,1,0.68,0.00,3,166571.42191300000,2357377.12161000000,10,1,3,LES,
516,TLMO,196,1,0.68,0.00,3,166325.75159600000,2358276.44157000000,10,1,3,LES,
518,TLMO,198,1,0.71,0.00,3,167720.28378300000,2356416.28850000000,10,1,3,LES,
525,TLMO,214,1,0.00,0.00,3,167768.71160800000,2356310.07778000000,10,1,3,LES,
535,TLMO,254,1,0.68,0.00,3,166998.98191000000,2357360.55164000000,10,1,3,LES,
562,TLMO,301,1,0.68,0.00,3,168198.56184100000,2356979.18036000000,10,1,3,LES,
24,AFMO,48,1,0.00,0.00,3,168736.63819300000,2356748.96226000000,11,1,3,LES,
187,WCMO,87,1,0.52,0.00,3,170306.93856000000,2357979.99751000000,11,1,3,LES,
189,WCMO,89,1,0.51,0.00,3,170654.30661900000,2357371.74108000000,11,1,3,LES,
190,WCMO,90,1,0.49,0.00,3,170512.54796900000,2357320.57865000000,11,1,3,LES,
191,WCMO,91,1,0.40,0.00,3,170695.88703000000,2357191.01495000000,11,1,3,LES,
192,WCMO,92,1,0.83,0.00,3,170357.03598200000,2357131.40342000000,11,1,3,LES,
193,WCMO,93,1,0.38,0.00,3,170411.57856400000,2357009.30345000000,11,1,3,LES,
194,WCMO,94,1,0.69,0.00,3,170496.15508700000,2356907.24365000000,11,1,3,LES,
195,WCMO,95,1,1.81,0.00,3,169948.84046400000,2356994.71084000000,11,1,3,LES,
243,WCMO,199,1,1.18,0.00,3,169288.05259800000,2357364.47718000000,11,1,3,LES,
244,WCMO,200,1,0.51,0.00,3,169284.83047000000,2357162.38291000000,11,1,3,LES,
245,WCMO,201,1,0.48,0.00,3,168560.35686200000,2357105.65881000000,11,1,3,LES,
246,WCMO,202,1,0.91,0.00,3,169514.27679000000,2356106.15106000000,11,1,3,LES,
247,WCMO,203,1,1.01,0.00,3,168976.86819200000,2356810.03669000000,11,1,3,LES,
248,WCMO,204,1,1.26,0.00,3,169938.24617400000,2356728.78561000000,11,1,3,LES,
249,WCMO,205,1,1.32,0.00,3,170872.94402000000,2356737.05720000000,11,1,3,LES,
250,WCMO,206,1,0.45,0.00,3,170481.46745300000,2356664.25687000000,11,1,3,LES,
251,WCMO,207,1,1.03,0.00,3,170331.24378600000,2356621.99890000000,11,1,3,LES,
252,WCMO,208,1,0.59,0.00,3,169912.18623900000,2356404.14287000000,11,1,3,LES,
253,WCMO,209,1,1.62,0.00,3,170094.08435800000,2356368.45456000000,11,1,3,LES,
254,WCMO,210,1,1.79,0.00,3,170317.91113300000,2356180.06232000000,11,1,3,LES,
499,TLMO,157,1,0.00,0.00,3,168530.70606700000,2356881.54660000000,11,1,3,LES,
500,TLMO,159,1,0.00,0.00,3,169910.09080000000,2356852.16180000000,11,1,3,LES,
502,TLMO,161,1,1.70,0.00,3,170456.54074900000,2357338.67555000000,11,1,3,LES,
503,TLMO,166,1,1.80,0.00,3,169850.09080000000,2356762.16180000000,11,1,3,LES,
554,TLMO,293,1,1.69,0.00,3,171494.63024800000,2356401.62961000000,11,1,3,LES,
563,TLMO,302,1,1.70,0.00,3,169280.06874800000,2356823.77402000000,11,1,3,LES,
565,TLMO,304,1,1.70,0.00,3,170622.55617300000,2356480.63097000000,11,1,3,LES,
526,TLMO,215,1,0.00,0.00,3,167755.82004600000,2356290.96541000000,12,1,3,LES,
27,AFMO,63,1,0.01,0.00,3,166951.70445400000,2356102.12868000000,13,1,3,LES,
28,AFMO,64,1,0.01,0.00,3,166702.68980300000,2356107.78620000000,13,1,3,LES,
182,WCMO,81,1,0.69,0.00,3,166490.31438900000,2357330.51670000000,13,1,3,LES,
200,WCMO,108,1,0.43,0.00,3,165269.92908100000,2357644.63313000000,13,1,3,LES,
201,WCMO,109,1,0.99,0.00,3,166029.25431100000,2358702.61953000000,13,1,3,LES,
203,WCMO,111,1,0.32,0.00,3,166257.10985300000,2356457.79043000000,13,1,3,LES,
204,WCMO,112,1,0.50,0.00,3,166412.89917100000,2356457.95795000000,13,1,3,LES,
205,WCMO,113,1,0.29,0.00,3,166597.60657600000,2356505.34070000000,13,1,3,LES,
206,WCMO,114,1,1.20,0.00,3,165749.70774600000,2358142.08247000000,13,1,3,LES,
208,WCMO,142,1,0.81,0.00,3,166521.02870000000,2355961.15699000000,13,1,3,LES,
209,WCMO,143,1,0.41,0.00,3,166364.65385600000,2355685.11099000000,13,1,3,LES,
210,WCMO,145,1,0.97,0.00,3,166556.83915600000,2355680.38204000000,13,1,3,LES,
212,WCMO,147,1,0.16,0.00,3,166842.82498100000,2355623.09877000000,13,1,3,LES,
214,WCMO,149,1,0.30,0.00,3,166712.83319800000,2355487.43554000000,13,1,3,LES,
216,WCMO,151,1,0.85,0.00,3,167002.34452700000,2356806.43958000000,13,1,3,LES,
443,TLMO,48,1,0.13,0.00,3,165811.80393300000,2358830.87357000000,13,1,3,LES,
477,TLMO,124,1,0.00,0.00,3,166524.95264200000,2357649.20879000000,13,1,3,LES,
490,TLMO,147,1,0.00,0.00,3,166849.47560000000,2357062.77707000000,13,1,3,LES,
492,TLMO,149,1,0.12,0.00,3,166503.01253300000,2357263.47724000000,13,1,3,LES,
507,TLMO,181,1,0.00,0.00,3,166729.47560000000,2356582.77707000000,13,1,3,LES,
514,TLMO,191,1,0.00,0.00,3,167510.44910800000,2356468.48155000000,13,1,3,LES,
515,TLMO,194,1,0.12,0.00,3,165298.80766800000,2357562.02690000000,13,1,3,LES,
517,TLMO,197,1,0.12,0.00,3,165885.27977200000,2357636.34793000000,13,1,3,LES,
519,TLMO,199,1,0.15,0.00,3,167624.70821600000,2356410.11729000000,13,1,3,LES,
527,TLMO,216,1,0.00,0.00,3,167747.84283200000,2356277.33231000000,13,1,3,LES,
532,TLMO,249,1,0.00,0.00,3,166221.14060000000,2355457.16180000000,13,1,3,LES,
533,TLMO,250,1,0.00,0.00,3,166520.83307200000,2355418.41062000000,13,1,3,LES,
534,TLMO,252,1,0.12,0.00,3,166413.95847100000,2355877.38246000000,13,1,3,LES,
536,TLMO,255,1,0.12,0.00,3,166988.75250300000,2356234.56980000000,13,1,3,LES,
545,TLMO,280,1,0.00,0.00,3,166304.57566900000,2354991.09567000000,13,1,3,LES,
662,TLMO,567,1,0.12,0.00,3,166183.23433400000,2355031.50263000000,13,1,3,LES,
694,TLMO,628,1,0.00,0.00,3,167029.19904800000,2355063.88580000000,13,1,3,LES,
2469,AFMO,45,9,0.00,0.00,2,187901.77022300000,2357518.52353000000,14,9,2,LES,
2476,AFMO,61,9,0.14,0.00,2,188978.54720800000,2357041.27988000000,14,9,2,LES,
2479,AFMO,70,9,0.00,0.00,2,189017.25700900000,2356702.85697000000,14,9,2,LES,
2887,WCMO,79,9,0.65,0.00,2,186925.85881000000,2357697.59244000000,14,9,2,LES,
2900,WCMO,119,9,1.15,0.00,2,188513.89482200000,2357202.72041000000,14,9,2,LES,
2901,WCMO,120,9,1.52,0.00,2,189291.02847700000,2357057.09106000000,14,9,2,LES,
2903,WCMO,122,9,0.98,0.00,2,186444.32429200000,2356612.49598000000,14,9,2,LES,
2922,WCMO,152,9,0.95,0.00,2,187324.18386900000,2357767.66542000000,14,9,2,LES,
2923,WCMO,153,9,1.23,0.00,2,188109.87437700000,2357341.81750000000,14,9,2,LES,
2924,WCMO,154,9,0.60,0.00,2,187848.76872000000,2357178.00957000000,14,9,2,LES,
2930,WCMO,160,9,0.56,0.00,2,186837.69562500000,2356819.00654000000,14,9,2,LES,
3458,TLMO,126,9,2.62,0.00,2,188148.98665000000,2357545.12396000000,14,9,2,LES,
3460,TLMO,130,9,2.62,0.00,2,188398.04949700000,2357489.71529000000,14,9,2,LES,
3462,TLMO,133,9,2.62,0.00,2,188696.58269300000,2357395.88414000000,14,9,2,LES,
3464,TLMO,136,9,2.70,0.00,2,189530.09080000000,2357302.16180000000,14,9,2,LES,
3467,TLMO,150,9,2.62,0.00,2,186462.95424800000,2357107.00728000000,14,9,2,LES,
3471,TLMO,164,9,2.62,0.00,2,185684.45816600000,2357030.01622000000,14,9,2,LES,
3490,TLMO,201,9,0.00,0.00,2,186731.68255300000,2356484.04151000000,14,9,2,LES,
3496,TLMO,211,9,1.40,0.00,2,189464.14162000000,2357232.80885000000,14,9,2,LES,
3497,TLMO,212,9,2.61,0.00,2,188970.10086500000,2356839.62397000000,14,9,2,LES,
3499,TLMO,217,9,2.61,0.00,2,186326.56473800000,2356484.75500000000,14,9,2,LES,
2478,AFMO,68,9,0.00,0.00,2,178419.18283200000,2356318.96224000000,15,1,2,LES,
2480,AFMO,74,9,0.01,0.00,2,178112.00773600000,2355984.75171000000,15,1,2,LES,
2487,AFMO,85,9,0.02,0.00,2,178651.01290600000,2355725.92587000000,15,1,2,LES,
2495,AFMO,101,9,0.02,0.00,2,180700.08875500000,2355329.37283000000,15,1,2,LES,
2905,WCMO,125,9,0.52,0.00,2,181542.28976700000,2356224.05494000000,15,1,2,LES,
2908,WCMO,128,9,1.34,0.00,2,179626.30118300000,2358054.36381000000,15,1,2,LES,
2910,WCMO,130,9,0.61,0.00,2,180315.62007400000,2357749.65429000000,15,1,2,LES,
2911,WCMO,131,9,1.05,0.00,2,178813.65053800000,2357596.76341000000,15,1,2,LES,
2912,WCMO,132,9,3.77,0.00,2,178687.94413400000,2357514.96279000000,15,1,2,LES,
2913,WCMO,133,9,0.55,0.00,2,178885.97632000000,2357412.29872000000,15,1,2,LES,
2914,WCMO,134,9,0.27,0.00,2,179591.43157300000,2357425.86081000000,15,1,2,LES,
2915,WCMO,135,9,0.66,0.00,2,178843.97806900000,2356087.76509000000,15,1,2,LES,
2916,WCMO,136,9,0.47,0.00,2,179644.23476500000,2355944.04542000000,15,1,2,LES,
2917,WCMO,137,9,0.35,0.00,2,178915.54134300000,2355974.24733000000,15,1,2,LES,
2918,WCMO,138,9,0.65,0.00,2,179868.33813300000,2355906.22784000000,15,1,2,LES,
2919,WCMO,139,9,0.53,0.00,2,179909.67571100000,2356483.35972000000,15,1,2,LES,
2933,WCMO,165,9,0.42,0.00,2,178440.51810600000,2357232.97432000000,15,1,2,LES,
2934,WCMO,166,9,0.28,0.00,2,178360.90970900000,2356838.50738000000,15,1,2,LES,
2938,WCMO,174,9,0.57,0.00,2,178079.93736200000,2357506.66601000000,15,1,2,LES,
2942,WCMO,244,9,0.65,0.00,2,179309.94954400000,2355546.97749000000,15,1,2,LES,
2943,WCMO,245,9,0.53,0.00,2,178418.32560100000,2355390.14739000000,15,1,2,LES,
2946,WCMO,248,9,0.54,0.00,2,180143.55038800000,2355715.29390000000,15,1,2,LES,
2959,WCMO,301,9,0.94,0.00,2,180906.70971400000,2355144.93591000000,15,1,2,LES,
3447,TLMO,109,9,2.09,0.00,2,179244.08450900000,2357985.04994000000,15,1,2,LES,
3463,TLMO,135,9,0.00,0.00,2,178531.20621900000,2357314.84691000000,15,1,2,LES,
3469,TLMO,162,9,0.00,0.00,2,178810.75342900000,2356929.40057000000,15,1,2,LES,
3474,TLMO,169,9,2.09,0.00,2,178210.47009900000,2357523.12952000000,15,1,2,LES,
3476,TLMO,171,9,2.09,0.00,2,180767.11114000000,2356767.66450000000,15,1,2,LES,
3478,TLMO,173,9,2.09,0.00,2,180579.64786700000,2357223.14316000000,15,1,2,LES,
3483,TLMO,179,9,2.09,0.00,2,178385.29514100000,2356771.63743000000,15,1,2,LES,
3504,TLMO,224,9,2.09,0.00,2,179239.49377900000,2356029.03046000000,15,1,2,LES,
3509,TLMO,229,9,2.09,0.00,2,181372.94040500000,2356175.86287000000,15,1,2,LES,
3514,TLMO,234,9,0.00,0.00,2,179375.09080000000,2355862.16180000000,15,1,2,LES,
3519,TLMO,239,9,0.00,0.00,2,178386.80470000000,2355620.15990000000,15,1,2,LES,
3520,TLMO,240,9,0.00,0.00,2,180179.83086200000,2355601.30912000000,15,1,2,LES,
3524,TLMO,246,9,2.09,0.00,2,179450.93212200000,2356755.72949000000,15,1,2,LES,
3534,TLMO,268,9,0.00,0.00,2,180262.11363600000,2355078.60890000000,15,1,2,LES,
3535,TLMO,270,9,0.00,0.00,2,180215.09080000000,2355052.16180000000,15,1,2,LES,
3539,TLMO,276,9,0.00,0.00,2,177894.42769600000,2355651.71612000000,15,1,2,LES,
3553,TLMO,337,9,2.09,0.00,2,179649.59061000000,2355540.34360000000,15,1,2,LES,
3557,TLMO,345,9,2.09,0.00,2,180868.73949200000,2355171.90834000000,15,1,2,LES,
2473,AFMO,54,9,0.01,0.00,2,182819.55053700000,2357127.60827000000,16,9,2,LES,
2890,WCMO,98,9,0.54,0.00,2,182518.73111300000,2357220.05517000000,16,9,2,LES,
2895,WCMO,103,9,0.43,0.00,2,183095.25285300000,2356975.13945000000,16,9,2,LES,
2906,WCMO,126,9,0.32,0.00,2,182114.55107600000,2356371.43615000000,16,9,2,LES,
2907,WCMO,127,9,0.75,0.00,2,181899.98359400000,2355881.42700000000,16,9,2,LES,
3455,TLMO,121,9,0.00,0.00,2,182717.64986600000,2357566.25542000000,16,9,2,LES,
3475,TLMO,170,9,0.00,0.00,2,182945.51218400000,2356776.88238000000,16,9,2,LES,
3479,TLMO,174,9,0.40,0.00,2,182332.81830500000,2357162.89060000000,16,9,2,LES,
3481,TLMO,176,9,0.40,0.00,2,182930.46116500000,2357052.20987000000,16,9,2,LES,
3487,TLMO,192,9,0.00,0.00,2,182600.08235500000,2356425.87904000000,16,9,2,LES,
3489,TLMO,195,9,0.45,0.00,2,182645.09080000000,2356402.16180000000,16,9,2,LES,
3505,TLMO,225,9,0.40,0.00,2,181774.83341200000,2355987.63433000000,16,9,2,LES,
3506,TLMO,226,9,0.40,0.00,2,182306.60990200000,2356274.68453000000,16,9,2,LES,
3510,TLMO,230,9,0.40,0.00,2,181644.00450400000,2356092.97518000000,16,9,2,LES,
3512,TLMO,232,9,0.40,0.00,2,182785.62558000000,2356275.34873000000,16,9,2,LES,
3521,TLMO,242,9,0.40,0.00,2,181839.53905800000,2355819.34315000000,16,9,2,LES,
3544,TLMO,285,9,0.40,0.00,2,182761.53834800000,2355829.67843000000,16,9,2,LES,
2468,AFMO,41,9,0.09,0.00,2,183498.75353500000,2357376.33118000000,17,9,2,LES,
2470,AFMO,46,9,0.08,0.00,2,183186.33375000000,2357262.49650000000,17,9,2,LES,
2471,AFMO,50,9,0.00,0.00,2,183350.65246200000,2357163.68638000000,17,9,2,LES,
2472,AFMO,51,9,0.07,0.00,2,183925.96710500000,2357193.22339000000,17,9,2,LES,
2474,AFMO,57,9,0.00,0.00,2,183592.20938400000,2356925.42158000000,17,9,2,LES,
2475,AFMO,60,9,0.10,0.00,2,185266.67539700000,2356923.82978000000,17,9,2,LES,
2482,AFMO,78,9,0.03,0.00,2,185311.95300900000,2356083.83344000000,17,9,2,LES,
2486,AFMO,82,9,0.02,0.00,2,185393.26929100000,2355972.26875000000,17,9,2,LES,
2759,BFMO,1090,9,0.03,0.00,2,184304.15649500000,2356341.22183000000,17,9,2,LES,
2892,WCMO,100,9,1.17,0.00,2,183935.42188800000,2357421.63314000000,17,9,2,LES,
2893,WCMO,101,9,0.77,0.00,2,182982.89651500000,2357310.20196000000,17,9,2,LES,
2894,WCMO,102,9,1.22,0.00,2,183457.63258100000,2357110.36030000000,17,9,2,LES,
2902,WCMO,121,9,0.62,0.00,2,185439.72506600000,2356743.03908000000,17,9,2,LES,
2904,WCMO,123,9,0.82,0.00,2,184993.23217100000,2356344.71187000000,17,9,2,LES,
2932,WCMO,164,9,0.45,0.00,2,184227.60545400000,2355533.91821000000,17,9,2,LES,
3035,WCMO,496,9,3.60,0.00,2,185705.77629400000,2355975.18637000000,17,9,2,LES,
3036,WCMO,497,9,3.60,0.00,2,185910.72667000000,2355967.34819000000,17,9,2,LES,
3037,WCMO,498,9,0.54,0.00,2,184898.59490000000,2355895.98315000000,17,9,2,LES,
3038,WCMO,499,9,0.56,0.00,2,184547.84374900000,2355574.73533000000,17,9,2,LES,
3039,WCMO,500,9,1.52,0.00,2,185078.39886400000,2355461.60771000000,17,9,2,LES,
3040,WCMO,501,9,0.59,0.00,2,184381.32268900000,2355086.03908000000,17,9,2,LES,
3452,TLMO,116,9,1.56,0.00,2,183724.55091700000,2357774.19486000000,17,9,2,LES,
3456,TLMO,122,9,1.55,0.00,2,183200.15204800000,2357700.42302000000,17,9,2,LES,
3468,TLMO,158,9,0.00,0.00,2,183768.10743600000,2356884.33205000000,17,9,2,LES,
3472,TLMO,165,9,1.55,0.00,2,185511.57103000000,2356953.74027000000,17,9,2,LES,
3480,TLMO,175,9,1.29,0.00,2,184126.51110100000,2357657.71341000000,17,9,2,LES,
3482,TLMO,177,9,1.54,0.00,2,183547.22681800000,2357296.80457000000,17,9,2,LES,
3484,TLMO,186,9,0.00,0.00,2,184730.09080000000,2356522.16180000000,17,9,2,LES,
3485,TLMO,187,9,0.00,0.00,2,184790.09080000000,2356537.16180000000,17,9,2,LES,
3486,TLMO,190,9,0.00,0.00,2,184760.09080000000,2356492.16180000000,17,9,2,LES,
3488,TLMO,193,9,1.80,0.00,2,184730.09080000000,2356432.16180000000,17,9,2,LES,
3493,TLMO,208,9,0.00,0.00,2,184610.09080000000,2356162.16180000000,17,9,2,LES,
3500,TLMO,218,9,1.54,0.00,2,185540.28592900000,2356413.17121000000,17,9,2,LES,
3502,TLMO,220,9,1.55,0.00,2,185165.65549800000,2356046.48335000000,17,9,2,LES,
3518,TLMO,238,9,1.75,0.00,2,184820.70606700000,2355712.77707000000,17,9,2,LES,
3533,TLMO,266,9,1.55,0.00,2,184289.24368700000,2355361.92964000000,17,9,2,LES,
3536,TLMO,271,9,1.54,0.00,2,185235.85029000000,2355686.16251000000,17,9,2,LES,
3622,TLMO,637,9,1.54,0.00,2,184439.47606200000,2355071.07092000000,17,9,2,LES,
2483,AFMO,79,9,0.00,0.00,2,186817.24773800000,2356198.95674000000,18,9,2,LES,
2490,AFMO,91,9,0.00,0.00,2,186741.66663900000,2355838.84519000000,18,9,2,LES,
2494,AFMO,98,9,0.00,0.00,2,186727.20218100000,2355642.38143000000,18,9,2,LES,
2504,AFMO,139,9,0.00,0.00,2,186668.84465700000,2354694.89066000000,18,9,2,LES,
2955,WCMO,257,9,0.63,0.00,2,186390.31285600000,2355475.61747000000,18,9,2,LES,
2957,WCMO,259,9,3.61,0.00,2,187403.42488900000,2354203.45301000000,18,9,2,LES,
2972,WCMO,334,9,0.23,0.00,2,187808.63658900000,2354960.56581000000,18,9,2,LES,
2975,WCMO,337,9,0.31,0.00,2,187720.63030800000,2354723.67882000000,18,9,2,LES,
2976,WCMO,338,9,0.21,0.00,2,188091.41912700000,2354544.74851000000,18,9,2,LES,
2981,WCMO,343,9,3.61,0.00,2,187716.52411200000,2354027.92787000000,18,9,2,LES,
2982,WCMO,344,9,0.46,0.00,2,186754.91210800000,2353993.33248000000,18,9,2,LES,
2983,WCMO,345,9,0.67,0.00,2,187830.11813700000,2354050.28342000000,18,9,2,LES,
3491,TLMO,202,9,0.00,0.00,2,186730.95880200000,2356325.67817000000,18,9,2,LES,
3501,TLMO,219,9,2.37,0.00,2,186575.22119200000,2356114.82348000000,18,9,2,LES,
3529,TLMO,257,9,2.36,0.00,2,187162.57681200000,2356114.19969000000,18,9,2,LES,
3537,TLMO,272,9,2.36,0.00,2,186239.35294500000,2355653.49841000000,18,9,2,LES,
3550,TLMO,332,9,2.36,0.00,2,186886.39088800000,2355266.80982000000,18,9,2,LES,
3562,TLMO,351,9,2.36,0.00,2,187340.01174800000,2354269.19008000000,18,9,2,LES,
3563,TLMO,352,9,2.36,0.00,2,186527.06434500000,2354155.02098000000,18,9,2,LES,
3575,TLMO,403,9,2.36,0.00,2,187910.02632000000,2354825.54846000000,18,9,2,LES,
3591,TLMO,471,9,2.36,0.00,2,187390.64967700000,2354038.13632000000,18,9,2,LES,
2958,WCMO,300,9,0.29,0.00,2,181153.44619000000,2355510.62929000000,19,9,2,LES,
2960,WCMO,302,9,0.51,0.00,2,181776.84842100000,2354817.90089000000,19,9,2,LES,
3082,WCMO,595,9,0.55,0.00,2,182292.77486300000,2355203.32840000000,19,9,2,LES,
3507,TLMO,227,9,0.92,0.00,2,182335.80026800000,2356026.57025000000,19,9,2,LES,
3511,TLMO,231,9,0.93,0.00,2,181453.62013300000,2355983.30547000000,19,9,2,LES,
3515,TLMO,235,9,0.92,0.00,2,181285.15728200000,2355847.37413000000,19,9,2,LES,
3516,TLMO,236,9,0.00,0.00,2,181186.81497800000,2355781.97363000000,19,9,2,LES,
3522,TLMO,243,9,0.93,0.00,2,181839.20693200000,2355665.95468000000,19,9,2,LES,
3525,TLMO,247,9,0.00,0.00,2,181096.91162400000,2355909.40934000000,19,9,2,LES,
3543,TLMO,284,9,0.00,0.00,2,182052.66807200000,2354972.58128000000,19,9,2,LES,
3545,TLMO,286,9,0.92,0.00,2,182405.97729900000,2355477.59243000000,19,9,2,LES,
3554,TLMO,338,9,0.00,0.00,2,180693.45613300000,2355598.94593000000,19,9,2,LES,
3558,TLMO,346,9,0.92,0.00,2,181401.01100700000,2355052.94444000000,19,9,2,LES,
2477,AFMO,62,9,0.00,0.00,2,187713.51072600000,2356996.05783000000,20,9,2,LES,
2481,AFMO,76,9,0.44,0.00,2,187685.11752900000,2356238.83821000000,20,9,2,LES,
2484,AFMO,80,9,0.00,0.00,2,191802.43142400000,2356217.43067000000,20,9,2,LES,
2488,AFMO,86,9,0.00,0.00,2,187554.95742800000,2355999.57302000000,20,9,2,LES,
2489,AFMO,90,9,0.16,0.00,2,189527.62230000000,2355956.20525000000,20,9,2,LES,
2491,AFMO,95,9,0.00,0.00,2,191032.52835100000,2355825.83446000000,20,9,2,LES,
2492,AFMO,96,9,0.00,0.00,2,189992.98804000000,2355697.81308000000,20,9,2,LES,
2493,AFMO,97,9,0.00,0.00,2,190070.25225000000,2355698.27245000000,20,9,2,LES,
2496,AFMO,105,9,0.00,0.00,2,188631.57138500000,2355423.36604000000,20,9,2,LES,
2497,AFMO,107,9,0.58,0.00,2,189060.18135500000,2355394.27870000000,20,9,2,LES,
2501,AFMO,127,9,0.23,0.00,2,189003.89158600000,2355101.27843000000,20,9,2,LES,
2752,BFMO,128,9,0.46,0.00,2,188399.21686200000,2355724.97715000000,20,9,2,LES,
2849,NCMO,2831,9,0.88,0.00,2,188504.98683400000,2355713.34862000000,20,9,2,LES,
2850,NCMO,2832,9,1.42,0.00,2,188451.21863400000,2355774.64494000000,20,9,2,LES,
2851,NCMO,2833,9,1.68,0.00,2,188385.06923900000,2355970.67866000000,20,9,2,LES,
2852,NCMO,2834,9,1.92,0.00,2,188215.23173300000,2356005.21740000000,20,9,2,LES,
2853,NCMO,2835,9,2.06,0.00,2,187969.63941100000,2356069.57077000000,20,9,2,LES,
2854,NCMO,2836,9,1.28,0.00,2,188163.62226500000,2356114.27871000000,20,9,2,LES,
2855,NCMO,2837,9,0.88,0.00,2,187937.17429500000,2356115.73585000000,20,9,2,LES,
2856,NCMO,2838,9,0.96,0.00,2,187862.09543600000,2356210.81662000000,20,9,2,LES,
2857,NCMO,2839,9,0.53,0.00,2,187177.67530400000,2356476.69044000000,20,9,2,LES,
2858,NCMO,2840,9,0.71,0.00,2,187592.99431400000,2356490.10389000000,20,9,2,LES,
2859,NCMO,2841,9,0.11,0.00,2,187321.36675500000,2356506.64505000000,20,9,2,LES,
2860,NCMO,2842,9,0.73,0.00,2,187348.05159900000,2356527.35374000000,20,9,2,LES,
2861,NCMO,2843,9,1.25,0.00,2,187447.63029000000,2356535.08943000000,20,9,2,LES,
2862,NCMO,2844,9,1.93,0.00,2,187504.50203100000,2356518.35204000000,20,9,2,LES,
2920,WCMO,140,9,2.06,0.00,2,189659.81687600000,2355672.50996000000,20,9,2,LES,
2921,WCMO,141,9,1.08,0.00,2,189215.44112100000,2355461.66658000000,20,9,2,LES,
2925,WCMO,155,9,4.29,0.00,2,187329.32254400000,2357236.22834000000,20,9,2,LES,
2926,WCMO,156,9,0.58,0.00,2,188018.89307900000,2356885.13601000000,20,9,2,LES,
2927,WCMO,157,9,0.44,0.00,2,187155.12641500000,2356828.21855000000,20,9,2,LES,
2928,WCMO,158,9,1.24,0.00,2,187432.01404500000,2356964.50208000000,20,9,2,LES,
2929,WCMO,159,9,4.31,0.00,2,187260.52793900000,2356606.08796000000,20,9,2,LES,
2931,WCMO,161,9,4.29,0.00,2,188289.92494700000,2355411.03907000000,20,9,2,LES,
2939,WCMO,175,9,0.20,0.00,2,190376.39793600000,2356008.65244000000,20,9,2,LES,
2940,WCMO,176,9,0.00,0.00,2,190748.85797700000,2355746.58271000000,20,9,2,LES,
2941,WCMO,225,9,0.00,0.00,2,191787.20212400000,2356181.93333000000,20,9,2,LES,
2954,WCMO,256,9,0.51,0.00,2,187439.65755800000,2355960.34842000000,20,9,2,LES,
2973,WCMO,335,9,0.63,0.00,2,188399.55016100000,2354797.74197000000,20,9,2,LES,
2974,WCMO,336,9,0.14,0.00,2,188962.05166900000,2354819.56947000000,20,9,2,LES,
3010,WCMO,382,9,0.78,0.00,2,189878.45511700000,2354845.71834000000,20,9,2,LES,
3494,TLMO,209,9,2.61,0.00,2,187440.59965200000,2357216.13016000000,20,9,2,LES,
3495,TLMO,210,9,7.18,0.00,2,187643.77817200000,2356790.34503000000,20,9,2,LES,
3498,TLMO,213,9,7.18,0.00,2,188683.36400000000,2356292.80886000000,20,9,2,LES,
3503,TLMO,223,9,0.00,0.00,2,189082.28320000000,2355982.16180000000,20,9,2,LES,
3508,TLMO,228,9,7.18,0.00,2,190466.12784100000,2356050.21817000000,20,9,2,LES,
3513,TLMO,233,9,7.44,0.00,2,189169.47560000000,2355891.54660000000,20,9,2,LES,
3517,TLMO,237,9,7.18,0.00,2,190475.94318400000,2355862.76154000000,20,9,2,LES,
3528,TLMO,253,9,7.18,0.00,2,189651.20077400000,2355749.09760000000,20,9,2,LES,
3530,TLMO,258,9,7.18,0.00,2,188158.12756700000,2355766.08655000000,20,9,2,LES,
3531,TLMO,259,9,0.00,0.00,2,189125.09080000000,2355292.16180000000,20,9,2,LES,
3532,TLMO,263,9,0.00,0.00,2,188107.21179000000,2355194.23686000000,20,9,2,LES,
3541,TLMO,279,9,0.00,0.00,2,190363.12368500000,2355254.10084000000,20,9,2,LES,
3542,TLMO,281,9,0.00,0.00,2,189329.97952400000,2355084.91179000000,20,9,2,LES,
3551,TLMO,333,9,7.18,0.00,2,187386.82723200000,2355819.48646000000,20,9,2,LES,
3576,TLMO,404,9,7.18,0.00,2,188693.05221500000,2354866.62137000000,20,9,2,LES,
3605,TLMO,500,9,7.18,0.00,2,189866.18593000000,2354865.32832000000,20,9,2,LES,
2771,BFMO,722,9,0.17,0.00,2,189806.29594300000,2354164.04655000000,21,9,2,LES,
2869,NCMO,2851,9,1.15,0.00,2,189847.57496600000,2354105.48709000000,21,9,2,LES,
3606,TLMO,501,9,2.88,0.00,2,189835.10888800000,2354083.51095000000,21,9,2,LES,
18,AFMO,24,1,0.04,0.00,3,172901.20868600000,2358089.59861000000,22,1,3,LES,
25,AFMO,55,1,0.10,0.00,3,172742.96314000000,2356877.65679000000,22,1,3,LES,
26,AFMO,59,1,0.08,0.00,3,171891.13391600000,2356480.97141000000,22,1,3,LES,
29,AFMO,65,1,0.00,0.00,3,172991.04226200000,2356525.75930000000,22,1,3,LES,
39,AFMO,103,1,0.00,0.00,3,171224.52410800000,2354873.62765000000,22,1,3,LES,
43,AFMO,113,1,0.00,0.00,3,172368.36193700000,2354602.32080000000,22,1,3,LES,
