FID_1,MOs,MOsID,Subbasin,SED_BCR,Duck_BCR,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin
5033,AFMO,3722,15,0.00,0.00,3,170048.17207100000,2333575.42205000000,213,15,3,COB,
5034,AFMO,3803,15,0.10,0.00,3,170569.93634600000,2333281.91956000000,213,15,3,COB,
5036,BFMO,699,15,0.24,0.00,3,170820.62010000000,2336237.81095000000,213,15,3,COB,
5037,BFMO,750,15,0.80,0.00,3,170252.95424000000,2335408.80453000000,213,15,3,COB,
5038,BFMO,1361,15,0.00,0.00,3,173640.76265000000,2335061.55135000000,213,15,3,COB,
5042,BFMO,1273,15,1.61,0.00,3,171882.90640900000,2334278.40852000000,213,15,3,COB,
5044,BFMO,873,15,0.48,0.00,3,170677.52927200000,2335050.30498000000,213,15,3,COB,
5045,BFMO,1446,15,0.63,0.00,3,171504.07362100000,2336453.11799000000,213,15,3,COB,
5049,BFMO,440,15,0.63,0.00,3,170528.47151500000,2336661.46933000000,213,15,3,COB,
5054,BFMO,729,15,0.53,0.00,3,172294.48973600000,2335981.32646000000,213,15,3,COB,
5199,WCMO,5109,15,0.70,0.00,3,173655.20410600000,2335805.55936000000,213,15,3,COB,
5207,WCMO,5198,15,1.71,0.00,3,171264.69495600000,2336546.96218000000,213,15,3,COB,
5208,WCMO,5199,15,0.55,0.00,3,171850.99492000000,2336465.82145000000,213,15,3,COB,
5209,WCMO,5200,15,0.18,0.00,3,171175.21554100000,2336278.10647000000,213,15,3,COB,
5211,WCMO,5202,15,1.47,0.00,3,172426.65330600000,2335775.54875000000,213,15,3,COB,
5212,WCMO,5203,15,1.11,0.00,3,172948.90732700000,2335627.38204000000,213,15,3,COB,
5213,WCMO,5204,15,0.25,0.00,3,171167.44567200000,2335557.07606000000,213,15,3,COB,
5214,WCMO,5205,15,0.41,0.00,3,173470.25749900000,2335610.06485000000,213,15,3,COB,
5217,WCMO,5228,15,0.14,0.00,3,170745.68283500000,2335724.77653000000,213,15,3,COB,
5218,WCMO,5229,15,0.60,0.00,3,169956.37374200000,2335476.29156000000,213,15,3,COB,
5219,WCMO,5328,15,0.59,0.00,3,173610.72734200000,2335418.27574000000,213,15,3,COB,
5221,WCMO,5795,15,0.61,0.00,3,174168.33005800000,2334660.84665000000,213,15,3,COB,
5222,WCMO,5796,15,1.81,0.00,3,173743.63201600000,2334130.70178000000,213,15,3,COB,
5223,WCMO,6046,15,0.55,0.00,3,172235.67427100000,2335132.50289000000,213,15,3,COB,
5224,WCMO,6047,15,1.84,0.00,3,171513.33930000000,2334919.71333000000,213,15,3,COB,
5225,WCMO,6048,15,2.37,0.00,3,171278.53623900000,2334571.65493000000,213,15,3,COB,
5226,WCMO,6049,15,0.88,0.00,3,171321.83114400000,2334033.54616000000,213,15,3,COB,
5227,WCMO,6050,15,2.33,0.00,3,173449.81288000000,2333950.13541000000,213,15,3,COB,
5228,WCMO,6051,15,4.24,0.00,3,171492.77901400000,2333765.72604000000,213,15,3,COB,
5229,WCMO,6052,15,2.64,0.00,3,172471.20989100000,2334218.30680000000,213,15,3,COB,
5230,WCMO,6082,15,0.44,0.00,3,170526.11116200000,2335391.89466000000,213,15,3,COB,
5231,WCMO,6083,15,0.72,0.00,3,169966.14020700000,2335205.42636000000,213,15,3,COB,
5232,WCMO,6084,15,0.45,0.00,3,170312.89673300000,2334861.21707000000,213,15,3,COB,
5233,WCMO,6085,15,0.86,0.00,3,170588.26444800000,2334527.58077000000,213,15,3,COB,
5234,WCMO,6086,15,1.78,0.00,3,170370.74452700000,2334371.06754000000,213,15,3,COB,
5235,WCMO,6087,15,1.10,0.00,3,170557.24403300000,2334089.00461000000,213,15,3,COB,
5236,WCMO,6088,15,1.31,0.00,3,170278.49535600000,2334110.99571000000,213,15,3,COB,
5237,WCMO,6090,15,0.57,0.00,3,171130.93888100000,2333429.04743000000,213,15,3,COB,
5238,WCMO,6091,15,1.68,0.00,3,170409.21512400000,2333460.91805000000,213,15,3,COB,
5239,WCMO,6093,15,0.87,0.00,3,169926.19060600000,2333150.30376000000,213,15,3,COB,
5240,WCMO,6289,15,4.24,0.00,3,173621.29715200000,2333776.07158000000,213,15,3,COB,
5313,TLMO,4786,15,0.00,0.00,3,171529.47560000000,2336632.77707000000,213,15,3,COB,
5314,TLMO,4796,15,0.00,0.00,3,171560.09080000000,2336602.16180000000,213,15,3,COB,
5315,TLMO,4803,15,0.00,0.00,3,171590.09080000000,2336572.16180000000,213,15,3,COB,
5318,TLMO,4847,15,0.00,0.00,3,171170.09080000000,2336452.16180000000,213,15,3,COB,
5328,TLMO,4928,15,2.06,0.00,3,170967.91803000000,2336700.37363000000,213,15,3,COB,
5348,TLMO,5115,15,2.16,0.00,3,173452.45798900000,2335770.02841000000,213,15,3,COB,
5352,TLMO,5192,15,2.19,0.00,3,171050.70606700000,2335611.54660000000,213,15,3,COB,
5356,TLMO,5217,15,2.06,0.00,3,173970.42770000000,2335694.53945000000,213,15,3,COB,
5360,TLMO,5272,15,2.06,0.00,3,171951.27535500000,2336116.18578000000,213,15,3,COB,
5362,TLMO,5298,15,2.06,0.00,3,170403.21156300000,2335844.15004000000,213,15,3,COB,
5365,TLMO,5313,15,0.00,0.00,3,173972.66060000000,2335444.74653000000,213,15,3,COB,
5369,TLMO,5464,15,0.00,0.00,3,174051.37894700000,2334899.52095000000,213,15,3,COB,
5372,TLMO,5529,15,0.00,0.00,3,173378.42413300000,2334673.82847000000,213,15,3,COB,
5373,TLMO,5530,15,0.00,0.00,3,173480.09080000000,2334652.16180000000,213,15,3,COB,
5374,TLMO,5553,15,2.06,0.00,3,173585.33994800000,2334718.82275000000,213,15,3,COB,
5375,TLMO,5578,15,0.00,0.00,3,173731.14075700000,2334524.62896000000,213,15,3,COB,
5376,TLMO,5724,15,0.00,0.00,3,171140.70606700000,2334081.54660000000,213,15,3,COB,
5378,TLMO,5791,15,2.06,0.00,3,174252.88604300000,2334496.68590000000,213,15,3,COB,
5379,TLMO,6006,15,0.00,0.00,3,171254.65908600000,2333128.08321000000,213,15,3,COB,
5380,TLMO,6023,15,2.06,0.00,3,172330.93984000000,2334308.03407000000,213,15,3,COB,
5381,TLMO,6034,15,0.00,0.00,3,172700.09080000000,2333032.16180000000,213,15,3,COB,
5382,TLMO,6053,15,2.06,0.00,3,170405.46054300000,2334329.04665000000,213,15,3,COB,
5383,TLMO,6054,15,2.21,0.00,3,170591.73582500000,2333107.32191000000,213,15,3,COB,
5384,TLMO,6165,15,2.06,0.00,3,173787.71127400000,2333732.55441000000,213,15,3,COB,
5385,TLMO,6819,15,2.08,0.00,3,172829.57671000000,2332988.50530000000,213,15,3,COB,
5386,TLMO,6853,15,2.06,0.00,3,172364.83683700000,2332901.00647000000,213,15,3,COB,
6688,AFMO,3667,18,0.00,0.00,1,202920.37430000000,2334824.83305000000,214,18,1,LES,
6690,AFMO,3685,18,0.02,0.00,1,202473.10623200000,2334730.21394000000,214,18,1,LES,
6692,AFMO,3762,18,0.15,0.00,1,202795.80391900000,2334515.15866000000,214,18,1,LES,
6694,AFMO,3804,18,0.12,0.00,1,202192.77131300000,2334309.44154000000,214,18,1,LES,
6702,AFMO,3961,18,0.00,0.00,1,203680.25018300000,2333590.40740000000,214,18,1,LES,
6707,AFMO,4079,18,0.00,0.00,1,203815.40566800000,2333218.73991000000,214,18,1,LES,
6756,BFMO,580,18,0.31,0.00,1,202076.69227600000,2335670.56799000000,214,18,1,LES,
6837,ICMO,1044,18,0.09,0.00,1,202095.87670200000,2335550.79474000000,214,18,1,LES,
6838,ICMO,1045,18,0.09,0.00,1,202843.24153400000,2334645.95709000000,214,18,1,LES,
6839,ICMO,1046,18,0.09,0.00,1,202548.22953900000,2335098.48412000000,214,18,1,LES,
7878,WCMO,5463,18,5.21,0.00,1,201573.87989800000,2335995.41842000000,214,18,1,LES,
7935,WCMO,5908,18,3.60,0.00,1,202178.59403800000,2335257.18744000000,214,18,1,LES,
7936,WCMO,5909,18,0.63,0.00,1,203810.28148700000,2335155.04601000000,214,18,1,LES,
7937,WCMO,5910,18,0.51,0.00,1,203356.16381700000,2335006.34987000000,214,18,1,LES,
7939,WCMO,5912,18,1.15,0.00,1,203200.70878000000,2334849.03233000000,214,18,1,LES,
7940,WCMO,5913,18,3.27,0.00,1,203637.52621500000,2334843.95073000000,214,18,1,LES,
7941,WCMO,5914,18,4.19,0.00,1,202600.56091200000,2334759.61159000000,214,18,1,LES,
7942,WCMO,5915,18,2.10,0.00,1,204042.97566000000,2334530.08341000000,214,18,1,LES,
7943,WCMO,5916,18,1.29,0.00,1,203116.16200700000,2334416.54824000000,214,18,1,LES,
7944,WCMO,5917,18,5.21,0.00,1,203587.39906300000,2334307.07181000000,214,18,1,LES,
7945,WCMO,5918,18,1.52,0.00,1,202694.49763900000,2334320.84970000000,214,18,1,LES,
7946,WCMO,5919,18,1.55,0.00,1,202412.07175300000,2334209.79394000000,214,18,1,LES,
7947,WCMO,5920,18,1.03,0.00,1,202217.14846600000,2334138.27113000000,214,18,1,LES,
7948,WCMO,5921,18,0.91,0.00,1,202236.56445600000,2333984.83841000000,214,18,1,LES,
7949,WCMO,5923,18,0.73,0.00,1,204046.11597700000,2333931.59707000000,214,18,1,LES,
7984,WCMO,6558,18,1.85,0.00,1,203416.10963800000,2333701.85443000000,214,18,1,LES,
7985,WCMO,6559,18,1.46,0.00,1,204009.73054000000,2333708.41432000000,214,18,1,LES,
7986,WCMO,6563,18,4.85,0.00,1,203657.38167800000,2333002.45422000000,214,18,1,LES,
8031,WCMO,7401,18,1.11,0.00,1,204178.77184600000,2332703.75931000000,214,18,1,LES,
8032,WCMO,7403,18,0.55,0.00,1,204378.70982200000,2332573.09732000000,214,18,1,LES,
8033,WCMO,7406,18,2.02,0.00,1,204470.30137800000,2332392.81321000000,214,18,1,LES,
8764,TLMO,4797,18,2.63,0.00,1,201200.70606700000,2336602.77707000000,214,18,1,LES,
8777,TLMO,4831,18,2.70,0.00,1,201410.09080000000,2336512.16180000000,214,18,1,LES,
8789,TLMO,4874,18,0.00,0.00,1,201590.09080000000,2336419.96943000000,214,18,1,LES,
8804,TLMO,4929,18,0.00,0.00,1,201377.89843300000,2336272.16180000000,214,18,1,LES,
8829,TLMO,5098,18,2.53,0.00,1,203121.80983400000,2335833.07667000000,214,18,1,LES,
8838,TLMO,5162,18,0.00,0.00,1,201680.09080000000,2335762.16180000000,214,18,1,LES,
8841,TLMO,5196,18,0.00,0.00,1,202280.09080000000,2335612.16180000000,214,18,1,LES,
8845,TLMO,5221,18,2.53,0.00,1,202039.26922500000,2335561.57842000000,214,18,1,LES,
8848,TLMO,5234,18,2.45,0.00,1,201861.34594500000,2335603.83226000000,214,18,1,LES,
8852,TLMO,5275,18,0.00,0.00,1,202040.09080000000,2335489.96943000000,214,18,1,LES,
8854,TLMO,5277,18,2.45,0.00,1,202237.37882100000,2335685.72496000000,214,18,1,LES,
8858,TLMO,5314,18,2.46,0.00,1,201959.23699800000,2335494.38046000000,214,18,1,LES,
8865,TLMO,5350,18,0.00,0.00,1,201841.04420200000,2335419.07088000000,214,18,1,LES,
8880,TLMO,5448,18,0.00,0.00,1,204020.47819400000,2334948.41351000000,214,18,1,LES,
8896,TLMO,5547,18,2.45,0.00,1,201440.23529100000,2336166.68338000000,214,18,1,LES,
8921,TLMO,5803,18,2.81,0.00,1,202882.28320000000,2333902.16180000000,214,18,1,LES,
8925,TLMO,5857,18,2.44,0.00,1,202936.35894700000,2334634.96966000000,214,18,1,LES,
8935,TLMO,6074,18,2.44,0.00,1,204235.39608100000,2333321.80722000000,214,18,1,LES,
8943,TLMO,6330,18,0.00,0.00,1,204200.09080000000,2332312.16180000000,214,18,1,LES,
8945,TLMO,6362,18,2.47,0.00,1,203525.09080000000,2332267.16180000000,214,18,1,LES,
8946,TLMO,6372,18,2.44,0.00,1,203651.01689800000,2333069.28244000000,214,18,1,LES,
8987,TLMO,7021,18,2.44,0.00,1,204352.36553400000,2332546.62691000000,214,18,1,LES,
9037,AFMO,3519,19,0.01,0.00,3,152042.00436600000,2333910.89396000000,215,19,3,MAP,
9050,AFMO,3818,19,0.00,0.00,3,151177.95165000000,2332511.80990000000,215,19,3,MAP,
9311,WCMO,7275,19,1.81,0.00,3,151848.03687100000,2334459.10911000000,215,19,3,MAP,
9312,WCMO,7276,19,6.59,0.00,3,152038.24253100000,2334426.81729000000,215,19,3,MAP,
9313,WCMO,7277,19,4.07,0.00,3,151656.94914700000,2334194.96377000000,215,19,3,MAP,
9314,WCMO,7278,19,0.84,0.00,3,151737.02179400000,2333903.84324000000,215,19,3,MAP,
9315,WCMO,7279,19,2.26,0.00,3,151278.46956600000,2333932.70832000000,215,19,3,MAP,
9316,WCMO,7280,19,1.00,0.00,3,151149.84547100000,2333575.44575000000,215,19,3,MAP,
9318,WCMO,7283,19,2.18,0.00,3,151078.79638400000,2333389.45705000000,215,19,3,MAP,
9319,WCMO,7284,19,0.84,0.00,3,152502.18406200000,2333243.54427000000,215,19,3,MAP,
9321,WCMO,7287,19,2.50,0.00,3,152383.40585600000,2332784.19669000000,215,19,3,MAP,
9325,WCMO,7291,19,3.94,0.00,3,151132.82390100000,2332467.93510000000,215,19,3,MAP,
9548,TLMO,5937,19,0.00,0.00,3,152000.70606700000,2333451.54660000000,215,19,3,MAP,
9613,TLMO,6949,19,1.79,0.00,3,151806.76179500000,2333013.70762000000,215,19,3,MAP,
9616,TLMO,6952,19,0.00,0.00,3,151370.74052000000,2333792.75890000000,215,19,3,MAP,
5495,AFMO,3239,17,0.00,0.00,2,182341.26571700000,2335942.64039000000,216,17,2,COB,
5516,AFMO,3475,17,0.00,0.00,2,182215.61518400000,2335031.44997000000,216,17,2,COB,
5517,AFMO,3488,17,0.00,0.00,2,185043.13110000000,2335032.65785000000,216,17,2,COB,
5518,AFMO,3489,17,0.00,0.00,2,183400.90302400000,2334944.15127000000,216,17,2,COB,
5520,AFMO,3536,17,0.00,0.00,2,185261.34612500000,2334852.41417000000,216,17,2,COB,
5522,AFMO,3549,17,0.00,0.00,2,184327.36426400000,2334723.66141000000,216,17,2,COB,
5526,AFMO,3569,17,0.00,0.00,2,185320.05127900000,2334686.27505000000,216,17,2,COB,
5527,AFMO,3573,17,0.00,0.00,2,182002.32258200000,2334544.32215000000,216,17,2,COB,
5528,AFMO,3579,17,0.00,0.00,2,184551.01776600000,2334615.68894000000,216,17,2,COB,
5532,AFMO,3639,17,0.00,0.00,2,183477.20617600000,2334444.77321000000,216,17,2,COB,
5540,AFMO,3697,17,0.00,0.00,2,185075.75455300000,2334157.38465000000,216,17,2,COB,
5541,AFMO,3705,17,0.00,0.00,2,182233.96746000000,2334002.27461000000,216,17,2,COB,
5542,AFMO,3706,17,0.01,0.00,2,182383.95970000000,2334030.81230000000,216,17,2,COB,
5547,AFMO,3769,17,0.00,0.00,2,183583.02840000000,2333845.64520000000,216,17,2,COB,
5548,AFMO,3780,17,0.00,0.00,2,181354.41012200000,2333777.01709000000,216,17,2,COB,
5554,AFMO,3796,17,0.01,0.00,2,185690.23133200000,2333789.37057000000,216,17,2,COB,
5555,AFMO,3798,17,0.00,0.00,2,184020.89864600000,2333765.13609000000,216,17,2,COB,
5556,AFMO,3806,17,0.02,0.00,2,182468.51466700000,2333791.76998000000,216,17,2,COB,
5558,AFMO,3824,17,0.00,0.00,2,183633.31434300000,2333592.11301000000,216,17,2,COB,
5559,AFMO,3830,17,0.00,0.00,2,184649.37672200000,2333569.91590000000,216,17,2,COB,
5562,AFMO,3869,17,0.00,0.00,2,183381.16377300000,2333524.15893000000,216,17,2,COB,
5569,AFMO,3923,17,0.00,0.00,2,183662.22807100000,2333139.56303000000,216,17,2,COB,
5655,BFMO,1484,17,0.00,0.00,2,185428.07823300000,2335358.52917000000,216,17,2,COB,
5675,BFMO,468,17,0.00,0.00,2,181799.56575200000,2334620.44508000000,216,17,2,COB,
5678,BFMO,1440,17,0.23,0.00,2,184147.07375400000,2335064.56910000000,216,17,2,COB,
5689,NCMO,1745,17,0.26,0.00,2,182840.05768300000,2334516.58995000000,216,17,2,COB,
5733,WCMO,4989,17,1.55,0.00,2,183531.84772500000,2335843.61817000000,216,17,2,COB,
5734,WCMO,4990,17,0.81,0.00,2,183838.70837600000,2335804.52623000000,216,17,2,COB,
5745,WCMO,5040,17,0.58,0.00,2,182564.35334800000,2336422.92536000000,216,17,2,COB,
5746,WCMO,5042,17,5.00,0.00,2,182601.60939500000,2336268.69356000000,216,17,2,COB,
5788,WCMO,5602,17,0.59,0.00,2,184373.92433100000,2334982.53177000000,216,17,2,COB,
5789,WCMO,5603,17,1.93,0.00,2,184181.75281500000,2334791.78991000000,216,17,2,COB,
5798,WCMO,5751,17,1.28,0.00,2,184104.41977300000,2336045.77717000000,216,17,2,COB,
5800,WCMO,5753,17,5.00,0.00,2,185437.46497200000,2335368.21529000000,216,17,2,COB,
5801,WCMO,5754,17,1.36,0.00,2,184570.58804700000,2335292.37572000000,216,17,2,COB,
5803,WCMO,5756,17,4.95,0.00,2,185139.87010800000,2335465.24654000000,216,17,2,COB,
5804,WCMO,5757,17,0.67,0.00,2,184542.75974800000,2334935.30420000000,216,17,2,COB,
5808,WCMO,5761,17,5.10,0.00,2,184972.94767100000,2334744.50679000000,216,17,2,COB,
5843,WCMO,6335,17,5.11,0.00,2,185475.75934500000,2333938.10197000000,216,17,2,COB,
5844,WCMO,6336,17,0.53,0.00,2,185984.72493400000,2333763.05134000000,216,17,2,COB,
5846,WCMO,6338,17,5.00,0.00,2,184522.47358200000,2333629.68470000000,216,17,2,COB,
5847,WCMO,6339,17,5.00,0.00,2,184799.09415000000,2333559.07584000000,216,17,2,COB,
5848,WCMO,6340,17,5.00,0.00,2,184595.30187700000,2333404.88158000000,216,17,2,COB,
5849,WCMO,6341,17,2.55,0.00,2,186000.62106800000,2333518.82182000000,216,17,2,COB,
5850,WCMO,6342,17,5.00,0.00,2,184917.08980600000,2333357.47457000000,216,17,2,COB,
5855,WCMO,6360,17,2.41,0.00,2,184211.68611400000,2333785.77421000000,216,17,2,COB,
5856,WCMO,6368,17,0.77,0.00,2,183171.06947600000,2333779.99744000000,216,17,2,COB,
5857,WCMO,6369,17,3.47,0.00,2,183567.85778600000,2333832.94187000000,216,17,2,COB,
5858,WCMO,6370,17,5.00,0.00,2,183169.63501400000,2333167.23035000000,216,17,2,COB,
5859,WCMO,6371,17,1.27,0.00,2,183016.65688600000,2332970.80133000000,216,17,2,COB,
5860,WCMO,6372,17,1.25,0.00,2,183325.14721600000,2332716.62962000000,216,17,2,COB,
5861,WCMO,6373,17,2.11,0.00,2,183701.12034000000,2332716.57702000000,216,17,2,COB,
5862,WCMO,6374,17,0.94,0.00,2,183198.30362600000,2332593.04385000000,216,17,2,COB,
5871,WCMO,6383,17,5.25,0.00,2,181453.02889400000,2335034.32616000000,216,17,2,COB,
5872,WCMO,6384,17,5.00,0.00,2,181763.87129700000,2335035.26166000000,216,17,2,COB,
5874,WCMO,6386,17,2.73,0.00,2,183831.02887100000,2335237.44805000000,216,17,2,COB,
5875,WCMO,6387,17,4.18,0.00,2,182799.05890700000,2335374.08917000000,216,17,2,COB,
5876,WCMO,6388,17,5.00,0.00,2,183534.00472900000,2334226.06427000000,216,17,2,COB,
5877,WCMO,6389,17,5.14,0.00,2,181219.77811400000,2334432.77988000000,216,17,2,COB,
5883,WCMO,6395,17,0.57,0.00,2,182767.88608600000,2333002.78493000000,216,17,2,COB,
5887,WCMO,6399,17,1.10,0.00,2,182755.94855700000,2332575.07591000000,216,17,2,COB,
6084,TLMO,5052,17,0.00,0.00,2,182839.47560000000,2335942.77707000000,216,17,2,COB,
6093,TLMO,5096,17,0.00,0.00,2,183652.28320000000,2335822.16180000000,216,17,2,COB,
6094,TLMO,5110,17,0.00,0.00,2,183680.09080000000,2335794.35420000000,216,17,2,COB,
6096,TLMO,5118,17,0.00,0.00,2,183739.47560000000,2335761.54660000000,216,17,2,COB,
6097,TLMO,5121,17,0.36,0.00,2,183299.45848200000,2336070.61864000000,216,17,2,COB,
6100,TLMO,5142,17,0.36,0.00,2,182499.52560600000,2336148.98315000000,216,17,2,COB,
6105,TLMO,5161,17,0.36,0.00,2,184175.92600100000,2336044.52875000000,216,17,2,COB,
6117,TLMO,5199,17,0.00,0.00,2,182833.05146200000,2335573.52890000000,216,17,2,COB,
6122,TLMO,5232,17,0.00,0.00,2,182922.86743700000,2335525.03213000000,216,17,2,COB,
6124,TLMO,5274,17,0.60,0.00,2,182840.09080000000,2335492.16180000000,216,17,2,COB,
6129,TLMO,5356,17,0.00,0.00,2,185059.47560000000,2335281.54660000000,216,17,2,COB,
6132,TLMO,5371,17,0.00,0.00,2,182375.09080000000,2335222.16180000000,216,17,2,COB,
6134,TLMO,5373,17,0.36,0.00,2,184589.91299400000,2335447.56801000000,216,17,2,COB,
6137,TLMO,5398,17,0.47,0.00,2,185122.28320000000,2335162.16180000000,216,17,2,COB,
6142,TLMO,5466,17,0.60,0.00,2,185000.09080000000,2334892.16180000000,216,17,2,COB,
6147,TLMO,5487,17,0.00,0.00,2,184880.09080000000,2334832.16180000000,216,17,2,COB,
6151,TLMO,5508,17,0.00,0.00,2,182840.09080000000,2334772.16180000000,216,17,2,COB,
6159,TLMO,5554,17,0.00,0.00,2,183096.95203300000,2334578.29433000000,216,17,2,COB,
6169,TLMO,5628,17,0.00,0.00,2,183676.78011200000,2334352.08610000000,216,17,2,COB,
6170,TLMO,5629,17,0.00,0.00,2,184007.99278200000,2334366.32629000000,216,17,2,COB,
6171,TLMO,5630,17,0.36,0.00,2,184224.57492300000,2335119.24886000000,216,17,2,COB,
6175,TLMO,5648,17,0.36,0.00,2,182170.81370200000,2335011.27021000000,216,17,2,COB,
6177,TLMO,5655,17,0.00,0.00,2,183825.66890400000,2334289.40780000000,216,17,2,COB,
6178,TLMO,5659,17,0.37,0.00,2,183739.01464100000,2334272.17950000000,216,17,2,COB,
6179,TLMO,5706,17,0.36,0.00,2,183241.55522200000,2334866.86162000000,216,17,2,COB,
6180,TLMO,5707,17,0.00,0.00,2,184431.44452700000,2334115.98529000000,216,17,2,COB,
6183,TLMO,5710,17,0.36,0.00,2,185175.58789200000,2334762.67007000000,216,17,2,COB,
6190,TLMO,5768,17,0.00,0.00,2,184381.92266800000,2334226.27064000000,216,17,2,COB,
6191,TLMO,5769,17,0.00,0.00,2,184430.43364500000,2333992.19226000000,216,17,2,COB,
6192,TLMO,5794,17,0.00,0.00,2,184190.09080000000,2333932.16180000000,216,17,2,COB,
6193,TLMO,5795,17,0.36,0.00,2,184163.76184700000,2334171.63201000000,216,17,2,COB,
6197,TLMO,5874,17,0.00,0.00,2,183980.70606700000,2333752.77707000000,216,17,2,COB,
6200,TLMO,5973,17,0.60,0.00,2,185000.09080000000,2333242.16180000000,216,17,2,COB,
6201,TLMO,5984,17,0.45,0.00,2,184955.09080000000,2333212.16180000000,216,17,2,COB,
6202,TLMO,5991,17,0.00,0.00,2,184790.09080000000,2333182.16180000000,216,17,2,COB,
6203,TLMO,6008,17,0.00,0.00,2,184820.09080000000,2333137.16180000000,216,17,2,COB,
6231,TLMO,6220,17,0.36,0.00,2,185437.95867500000,2333685.78319000000,216,17,2,COB,
6234,TLMO,6223,17,0.00,0.00,2,184859.51999100000,2333090.39336000000,216,17,2,COB,
6235,TLMO,6234,17,0.36,0.00,2,184284.03942700000,2333445.47054000000,216,17,2,COB,
6237,TLMO,6244,17,0.36,0.00,2,183401.85912600000,2333300.59115000000,216,17,2,COB,
6241,TLMO,6253,17,0.36,0.00,2,181369.35897400000,2334525.83826000000,216,17,2,COB,
6243,TLMO,6256,17,0.36,0.00,2,182426.45800800000,2333625.04517000000,216,17,2,COB,
6291,TLMO,6721,17,0.36,0.00,2,182821.05586200000,2332391.19997000000,216,17,2,COB,
5492,AFMO,3223,17,0.01,0.00,2,190843.58686000000,2336226.57426000000,217,17,2,COB,
5499,AFMO,3265,17,0.00,0.00,2,189965.66238100000,2335987.43715000000,217,17,2,COB,
5501,AFMO,3286,17,0.00,0.00,2,192142.01281700000,2335980.68099000000,217,17,2,COB,
5502,AFMO,3301,17,0.00,0.00,2,190913.37515900000,2335921.91852000000,217,17,2,COB,
5503,AFMO,3316,17,0.00,0.00,2,191429.83445500000,2335871.82066000000,217,17,2,COB,
5504,AFMO,3329,17,0.00,0.00,2,191812.40559900000,2335847.68880000000,217,17,2,COB,
5505,AFMO,3330,17,0.01,0.00,2,192001.04081300000,2335887.44076000000,217,17,2,COB,
5509,AFMO,3370,17,0.00,0.00,2,191899.25228600000,2335739.98097000000,217,17,2,COB,
5513,AFMO,3437,17,0.00,0.00,2,190872.51193700000,2335447.95484000000,217,17,2,COB,
5514,AFMO,3442,17,0.00,0.00,2,191253.40440000000,2335601.25720000000,217,17,2,COB,
5524,AFMO,3556,17,0.02,0.00,2,192484.05682900000,2334975.10593000000,217,17,2,COB,
5525,AFMO,3565,17,0.00,0.00,2,190448.55896500000,2334855.21901000000,217,17,2,COB,
5531,AFMO,3637,17,0.00,0.00,2,189827.79519400000,2334594.13567000000,217,17,2,COB,
5533,AFMO,3652,17,0.01,0.00,2,192891.18073800000,2334619.40708000000,217,17,2,COB,
5534,AFMO,3653,17,0.00,0.00,2,193188.56172300000,2334555.36560000000,217,17,2,COB,
5536,AFMO,3686,17,0.00,0.00,2,193109.73794400000,2334434.21225000000,217,17,2,COB,
5537,AFMO,3687,17,0.00,0.00,2,193328.65860800000,2334418.76798000000,217,17,2,COB,
5539,AFMO,3695,17,0.00,0.00,2,193708.42360000000,2334402.35985000000,217,17,2,COB,
5546,AFMO,3756,17,0.00,0.00,2,193878.74374300000,2334266.32545000000,217,17,2,COB,
5552,AFMO,3789,17,0.00,0.00,2,193976.32839600000,2334067.49323000000,217,17,2,COB,
5654,BFMO,1160,17,0.03,0.00,2,189436.45193100000,2335043.41702000000,217,17,2,COB,
5656,BFMO,1038,17,0.04,0.00,2,188423.47015500000,2334139.77334000000,217,17,2,COB,
5660,BFMO,671,17,0.03,0.00,2,191477.32526700000,2335555.83522000000,217,17,2,COB,
5661,BFMO,719,17,0.05,0.00,2,189028.41568200000,2334716.66681000000,217,17,2,COB,
5669,BFMO,93,17,0.04,0.00,2,189819.74502300000,2335301.64442000000,217,17,2,COB,
5690,NCMO,2852,17,0.03,0.00,2,191040.44658400000,2335949.88820000000,217,17,2,COB,
5729,WCMO,4921,17,0.93,0.00,2,190182.43751700000,2336403.79351000000,217,17,2,COB,
5730,WCMO,4926,17,0.99,0.00,2,189778.65393600000,2335984.65995000000,217,17,2,COB,
5731,WCMO,4927,17,2.65,0.00,2,190822.01845300000,2336061.35840000000,217,17,2,COB,
5768,WCMO,5420,17,0.59,0.00,2,191295.85587300000,2336420.50983000000,217,17,2,COB,
5769,WCMO,5421,17,0.41,0.00,2,192325.36565800000,2336411.57525000000,217,17,2,COB,
5770,WCMO,5423,17,4.95,0.00,2,191493.92952000000,2335875.35610000000,217,17,2,COB,
5771,WCMO,5424,17,0.98,0.00,2,191315.81534300000,2335111.77988000000,217,17,2,COB,
5772,WCMO,5425,17,0.68,0.00,2,191500.00969400000,2335025.73968000000,217,17,2,COB,
5773,WCMO,5585,17,0.59,0.00,2,193548.20532800000,2335022.43793000000,217,17,2,COB,
5774,WCMO,5586,17,1.38,0.00,2,192194.61395800000,2335029.57262000000,217,17,2,COB,
5775,WCMO,5587,17,1.93,0.00,2,193834.79123600000,2335029.44790000000,217,17,2,COB,
5776,WCMO,5588,17,0.65,0.00,2,193099.06599700000,2334744.05077000000,217,17,2,COB,
5777,WCMO,5589,17,1.90,0.00,2,192784.43233100000,2334814.31412000000,217,17,2,COB,
