ID,Label,Cost,NitRed,SedRed
20145,BS+GW725,254103.8586,114.7625,384.1386
20146,BS+CC725,462526.2187,779.3301,621.3863
20147,BS+FM725,378168.1168,264.4104,406.9252
20148,GW+CC725,462371.537,722.1433,656.6959
20149,GW+FM725,378013.4352,195.4965,391.4663
20150,CC+FM725,586435.7953,735.342,367.9435
20151,BS+GW+CC725,589500.8071,722.1433,656.6959
20152,BS+GW+FM725,505142.7053,195.4965,391.4663
20153,BS+CC+FM725,713565.0654,857.6716,634.6966
20154,GW+CC+FM725,713410.3837,812.6117,665.9384
20155,BS+GW+CC+FM725,840539.6539,812.6117,665.9384
20156,BS726,632703.664,45.6232,32.1505
20157,GW726,631933.836,0.998100001,0.6188
20158,CC726,1669221.243,23230.4073,19.0397
20159,FM726,1249194.512,4365.2763,0.4121
20160,BS+GW726,1264637.5,0.998100001,0.6188
20161,BS+CC726,2301924.907,23275.1252,48.9468
20162,BS+FM726,1881898.176,4402.9701,32.4397
20163,GW+CC726,2301155.079,23315.606,32.1562
20164,GW+FM726,1881128.348,4366.1868,1.02
20165,CC+FM726,2918415.755,28308.3296,18.3735
20166,BS+GW+CC726,2933858.743,23315.606,32.1562
20167,BS+GW+FM726,2513832.012,4366.1868,1.02
20168,BS+CC+FM726,3551119.419,28345.8177,48.2251
20169,GW+CC+FM726,3550349.591,28387.1862,32.03
20170,BS+GW+CC+FM726,4183053.255,28387.1862,32.03
20171,BS727,359777.4282,82.4382,104.316
20172,GW727,359339.6771,27.4628,39.237
20173,CC727,949177.5693,5073.6142,236.8724
20174,FM727,710356.1693,301.4106,-2.0756
20175,BS+GW727,719117.1053,27.4628,39.237
20176,BS+CC727,1308954.998,5122.516,287.6883
20177,BS+FM727,1070133.598,382.1632,102.1411
20178,GW+CC727,1308517.246,5184.5447,277.0845
20179,GW+FM727,1069695.846,328.8284,37.5699
20180,CC+FM727,1659533.739,5334.5881,235.3723
20181,BS+GW+CC727,1668294.675,5184.5447,277.0845
20182,BS+GW+FM727,1429473.275,328.8284,37.5699
20183,BS+CC+FM727,2019311.167,5385.1915,285.7302
20184,GW+CC+FM727,2018873.416,5443.5173,276.0102
20185,BS+GW+CC+FM727,2378650.844,5443.5173,276.0102
20186,BS728,368230.5308,-15368.3186,-5593.5631
20187,GW728,367782.4946,0.927100003,0.9496
20188,CC728,971478.8443,3793.3684,-1036.0698
20189,FM728,727045.1321,971.6263,-0.0046
20190,BS+GW728,736013.0254,0.927100003,0.9496
20191,BS+CC728,1339709.375,9050.8847,57.0354
20192,BS+FM728,1095275.663,981.0883,15.5846
20193,GW+CC728,1339261.339,9069.2352,53.4277
20194,GW+FM728,1094827.627,972.5695,0.9616
20195,CC+FM728,1698523.976,9876.9386,50.4662
20196,BS+GW+CC728,1707491.87,9069.2352,53.4277
20197,BS+GW+FM728,1463058.158,-8367.8961,-1981.9343
20198,BS+CC+FM728,2066754.507,9880.5005,57.1972
20199,GW+CC+FM728,2066306.471,9899.3009,53.6044
20200,BS+GW+CC+FM728,2434537.002,9899.3009,53.6044
20201,BS729,330027.299,64.9306,35.0349
20202,GW729,329625.7457,1.587700002,5.9277
20203,CC729,870689.7234,-141423.0275,-66720.0215
20204,FM729,651620.481,1925.4136,-4.704
20205,BS+GW729,659653.0447,1.587700002,5.9277
20206,BS+CC729,1200717.022,12756.2311,65.8013
20207,BS+FM729,981647.7801,1980.1358,31.7798
20208,GW+CC729,1200315.469,12753.3844,56.7138
20209,GW+FM729,981246.2267,1926.6027,1.9901
20210,CC+FM729,1522310.204,14770.8224,46.5968
20211,BS+GW+CC729,1530342.768,12753.3844,56.7138
20212,BS+GW+FM729,1311273.526,1926.6027,1.9901
20213,BS+CC+FM729,1852337.504,14807.8422,66.4252
20214,GW+CC+FM729,1851935.95,14809.1115,57.3582
20215,BS+GW+CC+FM729,2181963.249,14809.1115,57.3582
20216,BS730,42207.0111,18.1523,138.6132
20217,GW730,42155.6567,-16.4612,145.0267
20218,CC730,111352.0334,309.3344,134.0301
20219,FM730,83376.8074,60.3763,-1.0643
20220,BS+GW730,84362.6678,-14.2341,144.3923
20221,BS+CC730,153559.0445,323.9988,207.2523
20222,BS+FM730,125583.8185,74.5651,137.9477
20223,GW+CC730,153507.6901,300.7233,210.1496
20224,GW+FM730,125532.4641,43.7165,144.5415
20225,CC+FM730,194728.8408,363.5754,124.6909
20226,BS+GW+CC730,195714.7012,300.7233,210.1496
20227,BS+GW+FM730,167739.4752,43.7165,144.5415
20228,BS+CC+FM730,236935.8519,374.7842,201.412
20229,GW+CC+FM730,236884.4975,353.2465,205.8094
20230,BS+GW+CC+FM730,279091.5086,353.2465,205.8094
20231,BS731,1089710.176,98.4786,22.8004
20232,GW731,1088384.295,0.008100003,0.0278
20233,CC731,2874912.028,41970.3024,20.9091
20234,FM731,2151462.593,6620.1378,0.6111
20235,BS+GW731,2178094.471,0.008100003,0.0278
20236,BS+CC731,3964622.203,42046.0571,41.7103
20237,BS+FM731,3241172.769,6706.7754,23.3081
20238,GW+CC731,3963296.323,42002.9388,24.1304
20239,GW+FM731,3239846.889,6620.147,0.6452
20240,CC+FM731,5026374.621,48768.5452,20.7083
20241,BS+GW+CC731,5053006.498,42002.9388,24.1304
20242,BS+GW+FM731,4329557.064,6620.147,0.6452
20243,BS+CC+FM731,6116084.797,48833.563,41.5104
20244,GW+CC+FM731,6114758.916,48799.8475,23.9235
20245,BS+GW+CC+FM731,7204469.092,48799.8475,23.9235
20246,BS732,148496.6301,121.5892,462.7734
20247,GW732,148315.9502,-25.6212,371.272
20248,CC732,391769.0755,715.7108,539.0621
20249,FM732,293224.4315,197.969,-4.1979
20250,BS+GW732,296812.5803,-25.6212,371.272
20251,BS+CC732,540265.7056,834.1055,789.6647
20252,BS+FM732,441721.0616,299.7703,460.0199
20253,GW+CC732,540085.0257,727.177,789.6667
20254,GW+FM732,441540.3817,172.6222,369.8458
20255,CC+FM732,684993.507,893.5777,535.3914
20256,BS+GW+CC732,688581.6558,727.177,789.6667
20257,BS+GW+FM732,590037.0118,172.6222,369.8458
20258,BS+CC+FM732,833490.1371,994.5222,787.3618
20259,GW+CC+FM732,833309.4572,905.5024,787.7851
20260,BS+GW+CC+FM732,981806.0873,905.5024,787.7851
20261,BS733,26499.0365,233.4239,445.9854
20262,GW733,26466.7881,-169.4439,910.57
20263,CC733,69913.9628,-47.2912,564.4204
20264,FM733,52369.5774,127.7758,5.7617
20265,BS+GW733,52965.8246,-942.5428,-526.644
20266,BS+CC733,96412.9993,205.0376,811.9033
20267,BS+FM733,78868.6139,299.918,450.68
20268,GW+CC733,96380.7509,-166.1942,1023.572
20269,GW+FM733,78836.3656,-41.5536,912.873
20270,CC+FM733,122283.5403,75.3197,586.1881
20271,BS+GW+CC733,122879.7874,-166.1942,1023.572
20272,BS+GW+FM733,105335.4021,-36044.1577,-8598.4368
20273,BS+CC+FM733,148782.5768,271.1659,832.1642
20274,GW+CC+FM733,148750.3284,-38.1122,1025.8512
20275,BS+GW+CC+FM733,175249.3649,-38.1122,1025.8512
20276,BS734,60812.0076,-7.521599997,69.2275
20277,GW734,60738.0016,-15.7707,73.582
20278,CC734,160443.888,622.6185,90.3825
20279,FM734,120120.2098,142.2567,-5.7877
20280,BS+GW734,121550.0093,-15.7707,73.582
20281,BS+CC734,221255.8956,620.7295,121.5672
20282,BS+FM734,180932.2174,134.171,64.4752
20283,GW+CC734,221181.8896,626.666,129.9113
20284,GW+FM734,180858.2114,125.6525,70.0138
20285,CC+FM734,280564.0977,761.8568,89.9515
20286,BS+GW+CC734,281993.8972,626.666,129.9113
20287,BS+GW+FM734,241670.219,125.6525,70.0138
20288,BS+CC+FM734,341376.1054,759.8605,121.2703
20289,GW+CC+FM734,341302.0994,764.5729,129.7008
20290,BS+GW+CC+FM734,402114.107,764.5729,129.7008
20291,BS735,82193.1783,162.3516,515.6969
20292,GW735,82093.1522,-59.1879,567.7806
20293,CC735,216855.0851,379.398,539.35
20294,FM735,162337.1261,138.0351,-5.4293
20295,BS+GW735,164286.3305,-59.1879,567.7806
20296,BS+CC735,299048.2634,552.1708,803.129
20297,BS+FM735,244530.3044,266.2318,511.5584
20298,GW+CC735,298948.2373,340.6386,863.8353
20299,GW+FM735,244430.2783,78.0509,565.257
20300,CC+FM735,379192.2112,508.7599,540.4666
20301,BS+GW+CC735,381141.4156,340.6386,863.8353
20302,BS+GW+FM735,326623.4566,78.0509,565.257
20303,BS+CC+FM735,461385.3895,647.1972,800.9844
20304,GW+CC+FM735,461285.3634,470.3789,862.7076
20305,BS+GW+CC+FM735,543478.5417,470.3789,862.7076
20306,BS736,460489.8545,11.3123,42.6761
20307,GW736,459929.4548,0.744900003,5.1377
20308,CC736,1214937.403,14400.5139,84.0546
20309,FM736,909280.2836,1416.8338,-1.3365
20310,BS+GW736,920419.3093,0.744900003,5.1377
20311,BS+CC736,1675427.257,14408.8386,109.7047
20312,BS+FM736,1369770.138,1427.7909,41.6385
20313,GW+CC736,1674866.858,14418.1558,106.7417
20314,GW+FM736,1369209.738,1417.5993,3.9419
20315,CC+FM736,2124217.686,15809.7477,83.7481
20316,BS+GW+CC736,2135356.712,14418.1558,106.7417
20317,BS+GW+FM736,1829699.593,1417.5993,3.9419
20318,BS+CC+FM736,2584707.541,15817.8733,109.4536
20319,GW+CC+FM736,2584147.141,15827.7627,106.4254
20320,BS+GW+CC+FM736,3044636.996,15827.7627,106.4254
20321,BS737,17359.2201,26.8268,124.5543
20322,GW737,17338.0946,-27.7953,148.4792
20323,CC737,45799.8491,57.272,97.4136
20324,FM737,34323.0977,22.392,-10.8118
20325,BS+GW737,34697.3147,-27.7953,148.4792
20326,BS+CC737,63159.0692,89.1782,163.2576
20327,BS+FM737,51682.3179,42.0477,119.3947
20328,GW+CC737,63137.9437,38.1162,178.1913
20329,GW+FM737,51661.1923,-5.863399997,144.9378
20330,CC+FM737,80122.9468,76.8502,97.5792
20331,BS+GW+CC737,80497.1638,38.1162,178.1913
20332,BS+GW+FM737,69020.4125,-5.863399997,144.9378
20333,BS+CC+FM737,97482.167,102.9578,162.8541
20334,GW+CC+FM737,97461.0414,58.0319,178.2914
20335,BS+GW+CC+FM737,114820.2615,58.0319,178.2914
20336,BS738,133909.0499,1.822800003,37.6359
20337,GW738,133746.0874,-1.211299997,24.5655
20338,CC738,353300.1037,4183.494,46.1955
20339,FM738,264449.6184,411.8286,-0.7825
20340,BS+GW738,267655.1374,-1.211299997,24.5655
20341,BS+CC738,487209.1536,-109015.4711,-44900.1419
20342,BS+FM738,398358.6684,413.4002,37.127
20343,GW+CC738,487046.1911,4187.8289,65.1254
20344,GW+FM738,398195.7059,410.5734,24.181
20345,CC+FM738,617749.7221,4585.4341,46.0377
20346,BS+GW+CC738,620955.2411,4187.8289,65.1254
20347,BS+GW+FM738,532104.7558,410.5734,24.181
20348,BS+CC+FM738,751658.7721,4587.5207,66.4374
20349,GW+CC+FM738,751495.8096,4589.4984,65.0716
20350,BS+GW+CC+FM738,885404.8595,4589.4984,65.0716
20351,BS739,72189.2171,111.0636,236.6774
20352,GW739,72101.3825,26.1126,235.0375
20353,CC739,190452.1524,313.9418,151.3054
20354,FM739,142570.6849,96.7973,-2.6449
20355,BS+GW739,144290.5995,26.1126,235.0375
20356,BS+CC739,262641.3695,403.5293,312.5006
20357,BS+FM739,214759.902,194.7176,235.0815
20358,GW+CC739,262553.5349,341.3409,345.1756
20359,GW+FM739,214672.0673,123.3316,233.5539
20360,CC+FM739,333022.8373,406.1982,149.9431
20361,BS+GW+CC739,334742.752,341.3409,345.1756
20362,BS+GW+FM739,286861.2844,123.3316,233.5539
20363,BS+CC+FM739,405212.0544,484.0546,311.6656
20364,GW+CC+FM739,405124.2198,433.8916,344.4594
20365,BS+GW+CC+FM739,477313.4368,433.8916,344.4594
20366,BS740,542067.0895,7814318.935,275461.5839
20367,GW740,541407.5415,0.203900002,1.2116
20368,CC740,1430100.618,18530.2628,95.5787
20369,FM740,1070250.698,7815263.788,275446.173
20370,BS+GW740,1083474.631,0.203900002,1.2116
20371,BS+CC740,1972167.707,18613.6506,126.3305
20372,BS+FM740,1612317.787,4157.6202,35.1322
20373,GW+CC740,1971508.159,18588.705,117.9616
20374,GW+FM740,1611658.239,4087.7454,0.0961
20375,CC+FM740,2500351.316,22933.6479,93.1568
20376,BS+GW+CC740,2513575.249,18588.705,117.9616
20377,BS+GW+FM740,2153725.329,4087.7454,0.0961
20378,BS+CC+FM740,3042418.405,23001.7778,123.9084
20379,GW+CC+FM740,3041758.857,22986.4203,115.7388
20380,BS+GW+CC+FM740,3583825.947,22986.4203,115.7388
20381,BS741,50379.5205,50.438,275.6586
20382,GW741,50318.2224,65.4506,420.8588
20383,CC741,132913.0376,247.2224,189.6136
20384,FM741,99511.795,54.9797,-3.3328
20385,BS+GW741,100697.7429,65.4506,420.8588
20386,BS+CC741,183292.5581,279.3247,379.7364
20387,BS+FM741,149891.3155,105.0135,273.3475
20388,GW+CC741,183231.26,283.3209,456.759
20389,GW+FM741,149830.0174,120.5911,420.8501
20390,CC+FM741,232424.8326,299.2321,203.1068
20391,BS+GW+CC741,233610.7805,283.3209,456.759
20392,BS+GW+FM741,200209.5379,120.5911,420.8501
20393,BS+CC+FM741,282804.3531,330.5724,380.8896
20394,GW+CC+FM741,282743.0549,329.0189,441.3491
20395,BS+GW+CC+FM741,333122.5755,329.0189,441.3491
20396,BS742,214725.5183,4.740800001,69.361
20397,GW742,214464.2558,1.0834,65.2852
20398,CC742,566496.4768,6418.3318,120.4146
20399,FM742,423980.1436,786.3495,1.5814
20400,BS+GW742,429189.7741,1.0834,65.2852
20401,BS+CC742,781221.9951,6421.5685,160.8549
20402,BS+FM742,638705.6619,791.5559,76.7843
20403,GW+CC742,780960.7326,6422.0677,161.8057
20404,GW+FM742,638444.3995,787.2911,70.4611
20405,CC+FM742,990476.6204,7036.4254,118.3925
20406,BS+GW+CC742,995686.2509,6422.0677,161.8057
20407,BS+GW+FM742,853169.9178,787.2911,70.4611
20408,BS+CC+FM742,1205202.139,7039.4606,159.4024
20409,GW+CC+FM742,1204940.876,7040.1356,160.6149
20410,BS+GW+CC+FM742,1419666.395,7040.1356,160.6149
20411,BS743,78381.1617,91.2934,461.6479
20412,GW743,78285.7932,-6.6382,661.7249
20413,CC743,206787.9603,129.8739,325.2158
20414,FM743,154795.4428,34.5446,-31.0461
20415,BS+GW743,156666.9549,-6.6382,661.7249
20416,BS+CC743,285169.122,208.6201,614.7529
20417,BS+FM743,233176.6045,32981.0633,755.4085
20418,GW+CC743,285073.7535,122.8863,715.2811
20419,GW+FM743,233081.236,36.9324,660.0365
20420,CC+FM743,361583.4031,167.8898,328.92
20421,BS+GW+CC743,363454.9152,122.8863,715.2811
20422,BS+GW+FM743,311462.3977,36.9324,660.0365
20423,BS+CC+FM743,439964.5648,237.3455,621.1278
20424,GW+CC+FM743,439869.1963,167.426,692.306
20425,BS+GW+CC+FM743,518250.358,167.426,692.306
20426,BS744,397508.449,10.3199,122.2711
20427,GW744,397024.7895,2.0253,121.3152
20428,CC744,1048720.886,16247.2741,121.7249
20429,FM744,784848.5339,2204.8431,-0.6968
20430,BS+GW744,794533.2384,2.0253,121.3152
20431,BS+CC744,1446229.335,16256.2243,205.2459
20432,BS+FM744,1182356.983,2214.4191,122.0223
20433,GW+CC744,1445745.676,16250.9252,222.8874
20434,GW+FM744,1181873.323,2206.7274,121.296
20435,CC+FM744,1833569.42,18261.97,117.4427
20436,BS+GW+CC744,1843254.125,16250.9252,222.8874
20437,BS+GW+FM744,1579381.772,2206.7274,121.296
20438,BS+CC+FM744,2231077.869,18270.4765,202.5802
20439,GW+CC+FM744,2230594.21,18264.8311,221.17
20440,BS+GW+CC+FM744,2628102.659,18264.8311,221.17
20441,BS745,753409.7604,117.3873,36.2306
20442,GW745,752493.0544,0,0.0002
20443,CC745,1987678.139,27125.1191,23.4379
20444,FM745,1487513.906,5291.4464,1.011
20445,BS+GW745,1505902.815,0,0.0002
20446,BS+CC745,2741087.9,27235.7993,56.7345
20447,BS+FM745,2240923.666,5386.2906,37.0886
20448,GW+CC745,2740171.194,27172.1526,32.9392
20449,GW+FM745,2240006.96,5291.4464,1.0112
20450,CC+FM745,3475192.045,32962.3276,23.5158
20451,BS+GW+CC745,3493580.954,27172.1526,32.9392
20452,BS+GW+FM745,2993416.721,5291.4464,1.0112
20453,BS+CC+FM745,4228601.806,33053.4277,56.7946
20454,GW+CC+FM745,4227685.1,33005.6325,32.9544
20455,BS+GW+CC+FM745,4981094.86,33005.6325,32.9544
20456,BS746,280680.5795,-31.4968,149.1887
20457,GW746,279910.3816,-36.134,127.5178
20458,CC746,963907.3543,16497.9398,61.446
20459,FM746,898419.6673,1819.8559,-0.3844
20460,BS+GW746,560590.9611,-36.134,127.5178
20461,BS+CC746,1244587.934,16470.8404,183.8818
20462,BS+FM746,1179100.247,1789.8738,147.3602
20463,GW+CC746,1243817.736,-218501.5088,-100188.2652
20464,GW+FM746,1178330.049,1786.064,124.7211
20465,CC+FM746,1862327.022,18007.3268,59.579
20466,BS+GW+CC746,1524498.315,16480.5242,191.5575
20467,BS+GW+FM746,1459010.628,1786.064,124.7211
20468,BS+CC+FM746,2143007.601,17979.8446,182.5871
20469,GW+CC+FM746,2142237.403,6503.5042,-6858.3096
20470,BS+GW+CC+FM746,2422917.983,17989.5393,190.428
20471,BS747,11123.1781,31.3662,142.9723
20472,GW747,11092.6557,-72.1172,191.4233
20473,CC747,38198.9846,37.6249,103.4211
20474,FM747,35623.0037,30.8531,-1.1082
20475,BS+GW747,22215.8337,-72.1172,191.4233
20476,BS+CC747,49322.1627,65.3801,183.9233
20477,BS+FM747,46746.1818,49.9999,142.0467
20478,GW+CC747,49291.6403,-9.988899998,211.5577
20479,GW+FM747,46715.6594,-41.5308,191.2419
20480,CC+FM747,73821.9884,62.5855,114.5136
20481,BS+GW+CC747,60414.8184,-9.988899998,211.5577
20482,BS+GW+FM747,57838.8374,-41.5308,191.2419
20483,BS+CC+FM747,84945.1664,78.6876,194.8265
20484,GW+CC+FM747,84914.644,16.0375,213.3279
20485,BS+GW+CC+FM747,96037.8221,16.0375,213.3279
20486,BS748,52380.3795,-7.185399998,48.9608
20487,GW748,52236.6458,-13.5641,48.8293
20488,CC748,179883.5996,4595.312,10.0077
20489,FM748,167678.6457,502.657,-1.2342
20490,BS+GW748,104617.0252,-13.5641,48.8293
20491,BS+CC748,232263.9791,4585.7352,51.6383
20492,BS+FM748,220059.0252,495.4414,48.3443
20493,GW+CC748,232120.2454,4581.9991,57.4587
20494,GW+FM748,219915.2915,488.8202,48.2457
20495,CC+FM748,347562.2454,5017.8792,9.6108
20496,BS+GW+CC748,284500.6248,4581.9991,57.4587
20497,BS+GW+FM748,272295.671,488.8202,48.2457
20498,BS+CC+FM748,399942.6248,5008.0514,51.3652
20499,GW+CC+FM748,399798.8911,5004.269,57.2974
20500,BS+GW+CC+FM748,452179.2706,5004.269,57.2974
20501,BS749,129242.7759,156.6258,66.4687
20502,GW749,128062.9761,0.0009,0.0051
20503,CC749,873981.8611,36267.4762,49.6143
20504,FM749,1075699.593,7164.3668,0.3928
20505,BS+GW749,257305.752,0.0009,0.0051
20506,BS+CC749,1003224.637,36416.0343,115.1467
20507,BS+FM749,1204942.369,7289.5039,66.6238
20508,GW+CC749,1002044.837,36373.8427,82.2551
20509,GW+FM749,1203762.569,7164.3669,0.3931
20510,CC+FM749,1949681.454,43553.0946,49.6978
20511,BS+GW+CC749,1131287.613,36373.8427,82.2551
20512,BS+GW+FM749,1333005.345,4445.7227,-241.5467
20513,BS+CC+FM749,2078924.23,43674.1529,115.1617
20514,GW+CC+FM749,2077744.43,43649.3124,82.2495
20515,BS+GW+CC+FM749,2206987.206,43649.3124,82.2495
20516,BS750,84885.9573,-135.2989,750.0997
20517,GW750,84755.0164,-306.9707,973.048
20518,CC750,238365.7354,443.9815,872.3524
20519,FM750,189820.4272,176.3491,-8.3751
20520,BS+GW750,169640.9737,-306.9707,973.048
20521,BS+CC750,323251.6927,386.9843,1233.0599
20522,BS+FM750,274706.3845,28.3917,744.2134
20523,GW+CC750,323120.7518,287.5777,1310.5909
20524,GW+FM750,274575.4436,-131.8811,971.2756
20525,CC+FM750,428186.1625,643.382,678.077
20526,BS+GW+CC750,408006.7091,287.5777,1310.5909
20527,BS+GW+FM750,359461.4009,-131.8811,971.2756
20528,BS+CC+FM750,513072.1198,566.2174,1071.9213
20529,GW+CC+FM750,512941.179,453.3612,1247.396
20530,BS+GW+CC+FM750,597827.1362,453.3612,1247.396
20531,BS751,530379.9555,-13.6904,202.7522
20532,GW751,529561.8177,-24.455,135.4948
20533,CC751,1489344.2,19553.7096,229.3534
20534,FM751,1185831.38,3092.0291,-11.245
20535,BS+GW751,1059941.773,-24.455,135.4948
20536,BS+CC751,2019724.155,19540.54,351.9025
20537,BS+FM751,1716211.336,218087.3519,647.5866
20538,GW+CC751,2018906.017,19558.3782,352.4127
20539,GW+FM751,1715393.198,3067.1261,126.4713
20540,CC+FM751,2675175.58,22390.9053,228.1999
20541,BS+GW+CC751,2549285.973,19558.3782,352.4127
20542,BS+GW+FM751,2245773.154,3067.1261,126.4713
20543,BS+CC+FM751,3205555.535,22377.1041,351.1049
20544,GW+CC+FM751,3204737.398,22394.1243,352.0726
20545,BS+GW+CC+FM751,3735117.353,22394.1243,352.0726
20546,BS752,19306.9103,-97.4549,624.8974
20547,GW752,19273.9915,-470.792,1380.6818
20548,CC752,55850.283,-198.5113,732.1675
20549,FM752,45715.7988,42.3628,-5.7309
20550,BS+GW752,38580.9018,-470.792,1380.6818
20551,BS+CC752,75157.1933,-220.9384,1066.1338
20552,BS+FM752,65022.7091,-73.2747,620.7426
20553,GW+CC752,75124.2745,-438.9566,1443.6407
20554,GW+FM752,64989.7903,-430.2082,1380.2459
20555,CC+FM752,101566.0818,-140.6709,691.5505
20556,BS+GW+CC752,94431.1848,-438.9566,1443.6407
20557,BS+GW+FM752,84296.7006,-430.2082,1380.2459
20558,BS+CC+FM752,120872.9921,-183.0041,1030.1446
20559,GW+CC+FM752,120840.0733,-402.7585,1439.2751
20560,BS+GW+CC+FM752,140146.9836,-402.7585,1439.2751
20561,BS753,62302.0859,12.5508,124.0667
20562,GW753,62195.8592,-54.3975,124.5925
20563,CC753,180225.0633,753.8632,73.9392
20564,FM753,147447.4577,279.0698,-0.3776
20565,BS+GW753,124497.9451,-54.3975,124.5925
20566,BS+CC753,242527.1492,773.8405,155.4292
20567,BS+FM753,209749.5436,282.045,123.7731
20568,GW+CC753,242420.9225,734.9585,165.8993
20569,GW+FM753,209643.3168,224.4351,124.4559
20570,CC+FM753,327672.521,1040.0774,79.5902
20571,BS+GW+CC753,304723.0084,734.9585,165.8993
20572,BS+GW+FM753,271945.4027,224.4351,124.4559
20573,BS+CC+FM753,389974.6069,1054.0249,159.28
20574,GW+CC+FM753,389868.3801,1022.1531,167.8497
20575,BS+GW+CC+FM753,452170.466,1022.1531,167.8497
20576,BS754,67565.1286,59.1975,914.641
20577,GW754,67449.9282,-393.3333,1196.3632
20578,CC754,195449.7895,481.2486,629.1542
20579,FM754,159900.4377,208.5873,-5.3702
20580,BS+GW754,135015.0568,-393.3333,1196.3632
20581,BS+CC754,263014.9181,599.6349,1192.3391
20582,BS+FM754,227465.5663,210.6947,911.7442
20583,GW+CC754,262899.7177,218.1926,1411.5162
20584,GW+FM754,227350.3659,-186.915,1194.635
20585,CC+FM754,355350.2272,677.3258,647.182
20586,BS+GW+CC754,330464.8463,218.1926,1411.5162
20587,BS+GW+FM754,294915.4945,-186.915,1194.635
20588,BS+CC+FM754,422915.3558,748.5377,1209.7427
20589,GW+CC+FM754,422800.1554,412.618,1418.3484
20590,BS+GW+CC+FM754,490365.284,412.618,1418.3484
20591,BS755,444787.3905,203.611,232.9498
20592,GW755,444029.016,-40.1895,126.5837
20593,CC755,1286663.752,26246.1562,111.4094
20594,FM755,1052452.821,5133.6559,3.6993
20595,BS+GW755,888816.4065,-40.1895,126.5837
20596,BS+CC755,1731451.143,26470.4819,301.672
20597,BS+FM755,1497240.212,5291.0961,235.1192
20598,GW+CC755,1730692.768,26311.9763,252.23
20599,GW+FM755,1496481.837,5094.6592,129.3784
