ID,Label,Cost,NitRed,SedRed
19624,GW+FM690,183779.6683,62.1136,511.1708
19625,CC+FM690,285401.3826,169.349,311.5056
19626,BS+GW+CC690,283868.106,148.4459,677.0986
19627,BS+GW+FM690,244580.2531,62.1136,511.1708
19628,BS+CC+FM690,346201.9674,284.0692,606.0445
19629,GW+CC+FM690,346124.286,199.1232,677.0269
19630,BS+GW+CC+FM690,406924.8708,199.1232,677.0269
19631,BS691,347843.5009,2.383000001,65.1982
19632,GW691,347399.0818,-2.792499997,25.9531
19633,CC691,928782.517,15880.3815,87.1819
19634,FM691,703801.422,2842.3156,-0.1574
19635,BS+GW691,695242.5827,-2.792499997,25.9531
19636,BS+CC691,1276626.018,15882.9943,136.6343
19637,BS+FM691,1051644.923,2844.4535,65.1229
19638,GW+CC691,1276181.599,15900.7572,126.5633
19639,GW+FM691,1051200.504,2839.5615,25.957
19640,CC+FM691,1632583.939,18492.1561,86.6122
19641,BS+GW+CC691,1624025.1,15900.7572,126.5633
19642,BS+GW+FM691,1399044.005,2839.5615,25.957
19643,BS+CC+FM691,1980427.44,18494.4274,136.2587
19644,GW+CC+FM691,1979983.021,18511.856,126.3147
19645,BS+GW+CC+FM691,2327826.522,18511.856,126.3147
19646,BS692,399833.6571,700.43,409.0276
19647,GW692,398881.6912,54.5518,97.5239
19648,CC692,1298341.037,14758.0023,329.0265
19649,FM692,1163178.786,2182.9038,-0.4933
19650,BS+GW692,798715.3483,54.5518,97.5239
19651,BS+CC692,1698174.694,15544.9976,704.6982
19652,BS+FM692,1563012.444,2785.1843,408.5044
19653,GW+CC692,1697222.728,15058.1404,558.363
19654,GW+FM692,1562060.478,2237.3946,97.0237
19655,CC+FM692,2461519.823,16977.5636,328.1397
19656,BS+GW+CC692,2097056.385,15058.1404,558.363
19657,BS+GW+FM692,1961894.135,2237.3946,97.0237
19658,BS+CC+FM692,2861353.48,17657.0137,703.8959
19659,GW+CC+FM692,2860401.514,17265.3168,557.789
19660,BS+GW+CC+FM692,3260235.171,17265.3168,557.789
19661,BS693,609472.719,29.5956,14.4861
19662,GW693,608142.3069,0.2051,0.286
19663,CC693,1916252.799,11409.1996,67.0724
19664,FM693,1675973.326,1043.7719,0.6428
19665,BS+GW693,1217615.026,0.2051,0.286
19666,BS+CC693,2525725.518,11432.4167,79.9906
19667,BS+FM693,2285446.045,1072.7326,15.0129
19668,GW+CC693,2524395.106,-72696.8372,-30191.9784
19669,GW+FM693,2284115.633,1044.0148,0.9528
19670,CC+FM693,3592226.125,12404.4201,66.8842
19671,BS+GW+CC693,3133867.825,11404.5063,69.7513
19672,BS+GW+FM693,2893588.352,1044.0148,0.9528
19673,BS+CC+FM693,4201698.844,12427.3342,79.7349
19674,GW+CC+FM693,4200368.432,12399.5207,69.5381
19675,BS+GW+CC+FM693,4809841.151,12399.5207,69.5381
19676,BS694,54139.2817,26.7011,6.9745
19677,GW694,54021.1016,0.025800001,0.001
19678,CC694,170220.1704,2124.3199,2.2357
19679,FM694,148899.602,726.2678,-0.1436
19680,BS+GW694,108160.3832,0.025800001,0.001
19681,BS+CC694,224359.452,2151.6852,9.124
19682,BS+FM694,203038.8837,746.8379,6.834
19683,GW+CC694,224241.2719,2132.3014,4.0819
19684,GW+FM694,202920.7036,726.2936,-0.1424
19685,CC+FM694,319119.7724,2982.5488,1.9363
19686,BS+GW+CC694,278380.5536,2132.3014,4.0819
19687,BS+GW+FM694,257059.9852,726.2936,-0.1424
19688,BS+CC+FM694,373259.054,3004.9757,9.0137
19689,GW+CC+FM694,373140.8739,2989.8801,3.9893
19690,BS+GW+CC+FM694,427280.1556,2989.8801,3.9893
19691,BS695,6028.9974,4.9672,19.675
19692,GW695,6015.8367,-7.5988,21.3024
19693,CC695,18955.8659,61.5984,7.7143
19694,FM695,16604.3969,18.7193,-0.1497
19695,BS+GW695,12044.8341,-7.5988,21.3024
19696,BS+CC695,24984.8632,67.305,24.518
19697,BS+FM695,22633.3943,21.8555,19.5898
19698,GW+CC695,24971.7026,55.0193,26.122
19699,GW+FM695,22620.2337,11.0668,21.223
19700,CC+FM695,35560.2628,79.4631,6.5276
19701,BS+GW+CC695,31000.7,55.0193,26.122
19702,BS+GW+FM695,28649.231,11.0668,21.223
19703,BS+CC+FM695,41589.2602,83.4858,23.8371
19704,GW+CC+FM695,41576.0995,73.0161,25.7424
19705,BS+GW+CC+FM695,47605.0969,73.0161,25.7424
19706,BS696,349831.1877,193.9157,41.8593
19707,GW696,349067.5447,0.083700001,0.0271
19708,CC696,1099909.761,7937.8963,5.2995
19709,FM696,962002.7034,1370.9548,-0.9943
19710,BS+GW696,698898.7324,0.083700001,0.0271
19711,BS+CC696,1449740.949,8146.1154,47.8957
19712,BS+FM696,1311833.891,1533.985,40.8774
19713,GW+CC696,1448977.306,7942.9089,6.3227
19714,GW+FM696,1311070.248,1371.0381,-0.9664
19715,CC+FM696,2061912.465,9394.6553,4.5334
19716,BS+GW+CC696,1798808.494,7942.9089,6.3227
19717,BS+GW+FM696,1660901.436,1371.0381,-0.9664
19718,BS+CC+FM696,2411743.652,9572.0683,47.1414
19719,GW+CC+FM696,2410980.009,9401.5968,5.5846
19720,BS+GW+CC+FM696,2760811.197,9401.5968,5.5846
19721,BS697,583759.9145,140.1808,288.2494
19722,GW697,582674.8193,42.0404,124.8468
19723,CC697,1736336.142,10970.4191,460.4683
19724,FM697,1453390.407,1093.0162,-9.7687
19725,BS+GW697,1166434.734,41.9971,124.7922
19726,BS+CC697,2320096.057,11085.1349,685.016
19727,BS+FM697,2037150.321,1232.7007,280.374
19728,GW+CC697,2319010.962,11216.2897,715.3739
19729,GW+FM697,2036065.226,1135.4214,116.9318
19730,CC+FM697,3189726.549,11986.2372,455.9605
19731,BS+GW+CC697,2902770.876,11216.2897,715.3739
19732,BS+GW+FM697,2619825.141,1135.4214,116.9318
19733,BS+CC+FM697,3773486.464,12100.6697,681.3266
19734,GW+CC+FM697,3772401.368,12232.4354,712.2402
19735,BS+GW+CC+FM697,4356161.283,12232.4354,712.2402
19736,BS698,41041.3321,76.1264,246.196
19737,GW698,40965.0443,47.8332,279.3321
19738,CC698,122073.3842,100.5139,129.8524
19739,FM698,102209.158,21.6741,-24.0732
19740,BS+GW698,82006.3765,47.8332,279.3321
19741,BS+CC698,163114.7163,176.0034,308.2497
19742,BS+FM698,143250.4902,93.9166,231.4602
19743,GW+CC698,163038.4285,145.349,347.1743
19744,GW+FM698,143174.2024,71.1845,274.8188
19745,CC+FM698,224282.5422,111.6714,105.187
19746,BS+GW+CC698,204079.7606,145.349,347.1743
19747,BS+GW+FM698,184215.5345,71.1845,274.8188
19748,BS+CC+FM698,265323.8743,187.3751,294.5521
19749,GW+CC+FM698,265247.5865,165.7935,342.8973
19750,BS+GW+CC+FM698,306288.9187,165.7935,342.8973
19751,BS699,280078.6152,13.2088,43.3079
19752,GW699,279558.004,1.935200002,14.8245
19753,CC699,833066.1462,-107706.1483,-49823.4599
19754,FM699,697329.1799,2241.992,-1.3922
19755,BS+GW699,559636.6192,1.935200002,14.8245
19756,BS+CC699,1113144.761,14481.0623,89.2949
19757,BS+FM699,977407.7951,2254.2905,42.2506
19758,GW+CC699,1112624.15,14484.3805,84.9614
19759,GW+FM699,976887.1839,2243.7426,13.5908
19760,CC+FM699,1530395.326,16475.1062,52.3355
19761,BS+GW+CC699,1392702.765,14484.3805,84.9614
19762,BS+GW+FM699,1256965.799,2243.7426,13.5908
19763,BS+CC+FM699,1810473.941,16485.623,88.6445
19764,GW+CC+FM699,1809953.33,16489.7282,84.7186
19765,BS+GW+CC+FM699,2090031.945,16409.7372,59.8922
19766,BS700,695765.6077,38.0751,7.4256
19767,GW700,694899.7202,0,0.0002
19768,CC700,1845713.906,36355.4059,67.9463
19769,FM700,1389211.763,5807.8331,-0.7641
19770,BS+GW700,1390665.328,0,0.0002
19771,BS+CC700,2541479.514,36374.4548,72.1149
19772,BS+FM700,2084977.371,5838.3833,6.6674
19773,GW+CC700,2540613.626,36357.8828,68.2053
19774,GW+FM700,2084111.483,5807.8331,-0.7639
19775,CC+FM700,3234925.669,41791.3402,67.4486
19776,BS+GW+CC700,3236379.234,36357.8828,68.2053
19777,BS+GW+FM700,2779877.091,5807.8331,-0.7639
19778,BS+CC+FM700,3930691.277,41807.0041,71.6212
19779,GW+CC+FM700,3929825.389,41794.6182,67.7087
19780,BS+GW+CC+FM700,4625590.997,41794.6182,67.7087
19781,BS701,140902.3786,57.6368,94.3535
19782,GW701,140727.0241,5.914500002,67.3286
19783,CC701,373783.1773,332.0141,103.6618
19784,FM701,281372.0329,55.481,7.0231
19785,BS+GW701,281629.4027,5.914500002,67.3286
19786,BS+CC701,514685.5559,370.7907,166.6688
19787,BS+FM701,422274.4115,107.1116,100.7915
19788,GW+CC701,514510.2014,345.4894,160.2174
19789,GW+FM701,422099.057,61.6962,72.9618
19790,CC+FM701,655155.2102,370.792,102.4381
19791,BS+GW+CC701,655412.58,345.4894,160.2174
19792,BS+GW+FM701,563001.4356,61.6962,72.9618
19793,BS+CC+FM701,796057.5888,406.1434,165.913
19794,GW+CC+FM701,795882.2343,383.8371,159.4462
19795,BS+GW+CC+FM701,936784.6129,383.8371,159.4462
19796,BS702,348344.412,25.9533,5.6
19797,GW702,347599.3992,2.674600001,0.4476
19798,CC702,1086052.473,1794.3242,165.8115
19799,FM702,947464.3032,39.7048,-0.4363
19800,BS+GW702,695943.8112,2.674600001,0.4476
19801,BS+CC702,1434396.885,1812.7483,169.5097
19802,BS+FM702,1295808.715,65.802,5.1702
19803,GW+CC702,1433651.872,1828.1999,172.599
19804,GW+FM702,1295063.702,42.4683,0.0229
19805,CC+FM702,2033516.776,1814.919,164.7594
19806,BS+GW+CC702,1781996.284,1828.1999,172.599
19807,BS+GW+FM702,1643408.114,42.4683,0.0229
19808,BS+CC+FM702,2381861.188,1833.3531,168.4559
19809,GW+CC+FM702,2381116.175,1848.8235,171.5385
19810,BS+GW+CC+FM702,2729460.587,1848.8235,171.5385
19811,BS703,497778.0305,41.658,17.4253
19812,GW703,496595.174,2.071800001,0.5859
19813,CC703,1614062.126,5481.598,144.5496
19814,FM703,1448583.862,2071.9947,-0.3874
19815,BS+GW703,994373.2045,2.071800001,0.5859
19816,BS+CC703,2111840.156,5503.1914,157.4822
19817,BS+FM703,1946361.893,2122.6351,17.0074
19818,GW+CC703,2110657.3,5514.9114,155.4646
19819,GW+FM703,1945179.036,2074.0496,0.1998
19820,CC+FM703,3062645.988,6954.7846,141.3541
19821,BS+GW+CC703,2608435.33,5514.9114,155.4646
19822,BS+GW+FM703,2442957.067,2074.0496,0.1998
19823,BS+CC+FM703,3560424.019,6973.1715,154.2834
19824,GW+CC+FM703,3559241.162,6986.8168,152.2344
19825,BS+GW+CC+FM703,4057019.193,6986.8168,152.2344
19826,BS704,57943.4938,269.5814,155.5969
19827,GW704,57805.8042,364.0543,174.5846
19828,CC704,187883.7413,245.6716,101.6684
19829,FM704,168642.0651,55.77,31.4841
19830,BS+GW704,115749.298,364.0543,174.5846
19831,BS+CC704,245827.2351,464.8031,222.2667
19832,BS+FM704,226585.5589,306.4946,169.9154
19833,GW+CC704,245689.5455,520.1647,236.9903
19834,GW+FM704,226447.8693,383.6396,179.9196
19835,CC+FM704,356525.8065,254.8264,101.0171
19836,BS+GW+CC704,303633.0393,520.1647,236.9903
19837,BS+GW+FM704,284391.3631,383.6396,179.9196
19838,BS+CC+FM704,414469.3002,472.3494,221.8525
19839,GW+CC+FM704,414331.6107,529.3339,236.6164
19840,BS+GW+CC+FM704,472275.1044,529.3339,236.6164
19841,BS705,50429.5667,190.2955,132.2077
19842,GW705,50333.0553,313.1564,174.6203
19843,CC705,151299.3924,142.304,74.8323
19844,FM705,128098.9642,1.2894,-1.1655
19845,BS+GW705,100762.622,313.1564,174.6203
19846,BS+CC705,201728.9591,298.5976,182.5897
19847,BS+FM705,178528.531,191.5799,131.2163
19848,GW+CC705,201632.4476,396.183,219.3498
19849,GW+FM705,178432.0195,315.6728,174.3586
19850,CC+FM705,279398.3566,144.5891,74.748
19851,BS+GW+CC705,252062.0144,396.183,219.3498
19852,BS+GW+FM705,228861.5862,315.6728,174.3586
19853,BS+CC+FM705,329827.9234,300.7426,182.4872
19854,GW+CC+FM705,329731.4119,398.6295,219.3823
19855,BS+GW+CC+FM705,380160.9786,398.6295,219.3823
19856,BS706,311206.6274,24.9224,7.3032
19857,GW706,310611.044,11.1412,2.7018
19858,CC706,933685.8646,3027.6695,133.1408
19859,FM706,790360.6585,-122689.8154,-38840.9402
19860,BS+GW706,621817.6713,11.1412,2.7018
19861,BS+CC706,1244892.492,3060.4682,141.1145
19862,BS+FM706,1101567.286,271.2662,7.0163
19863,GW+CC706,1244296.909,3067.5428,143.7022
19864,GW+FM706,1100971.702,257.4561,2.4257
19865,CC+FM706,1724046.523,3249.9455,132.9311
19866,BS+GW+CC706,1555503.536,3078.7606,-636.3826
19867,BS+GW+FM706,1412178.33,257.4561,2.4257
19868,BS+CC+FM706,2035253.15,3283.3834,141.0873
19869,GW+CC+FM706,2034657.567,3290.0003,143.7089
19870,BS+GW+CC+FM706,2345864.194,3290.0003,143.7089
19871,BS707,72673.1038,-49.192,443.3769
19872,GW707,72573.6472,-188.3168,605.5058
19873,CC707,197457.6758,394.5336,171.0564
19874,FM707,152467.1477,80.0029,-32.406
19875,BS+GW707,145246.751,-188.3168,605.5058
19876,BS+CC707,270130.7796,337.9036,550.6153
19877,BS+FM707,225140.2515,17.3912,425.6064
19878,GW+CC707,270031.323,242.9883,666.3464
19879,GW+FM707,225040.7949,-109.3471,600.6717
19880,CC+FM707,349924.8235,452.7609,219.601
19881,BS+GW+CC707,342704.4268,242.9883,666.3464
19882,BS+GW+FM707,297713.8987,-109.3471,600.6717
19883,BS+CC+FM707,422597.9273,387.5301,584.2159
19884,GW+CC+FM707,422498.4707,311.2642,672.1335
19885,BS+GW+CC+FM707,495171.5745,311.2642,672.1335
19886,BS708,259749.6705,130.3294,130.6299
19887,GW708,259394.1906,-24.09,93.1006
19888,CC708,705757.1992,13535.4733,106.5587
19889,FM708,544842.9714,2731.5997,5.5534
19890,BS+GW708,519143.861,-24.09,93.1006
19891,BS+CC708,965506.8697,13610.6205,193.7649
19892,BS+FM708,804592.6418,2831.6442,133.9258
19893,GW+CC708,965151.3898,13536.2177,178.6796
19894,GW+FM708,804237.1619,2708.4763,95.978
19895,CC+FM708,1250600.171,15982.5051,106.0811
19896,BS+GW+CC708,1224901.06,13536.2177,178.6796
19897,BS+GW+FM708,1063986.832,2708.4763,95.978
19898,BS+CC+FM708,1510349.841,16041.8736,193.9092
19899,GW+CC+FM708,1509994.361,15983.4425,178.7164
19900,BS+GW+CC+FM708,1769744.032,15983.4425,178.7164
19901,BS709,754852.0696,236.196,201.8681
19902,GW709,753819.0183,-38.7182,104.9041
19903,CC709,2050983.478,47735.5877,186.2932
19904,FM709,1583274.535,7488.9394,6.2593
19905,BS+GW709,1508671.088,-30352.3185,-10644.7929
19906,BS+CC709,2805835.547,47904.327,337.5053
19907,BS+FM709,2338126.605,7668.9371,207.727
19908,GW+CC709,2804802.496,47744.6922,295.8245
19909,GW+FM709,2337093.554,7449.6759,109.7374
19910,CC+FM709,3634258.013,55293.3136,186.1215
19911,BS+GW+CC709,3559654.566,47744.6922,295.8245
19912,BS+GW+FM709,3091945.623,7449.6759,109.7374
19913,BS+CC+FM709,4389110.083,55425.4235,337.3295
19914,GW+CC+FM709,4388077.031,55299.4399,295.756
19915,BS+GW+CC+FM709,5142929.101,55299.4399,295.756
19916,BS710,105026.0496,-34.891,632.6323
19917,GW710,104882.3165,-254.7204,734.4178
19918,CC710,285362.7899,132.9119,309.1442
19919,FM710,220324.464,99.4897,-21.8139
19920,BS+GW710,209908.3661,-254.7204,734.4178
19921,BS+CC710,390388.8396,141.7105,775.2884
19922,BS+FM710,325350.5137,31.5666,617.0983
19923,GW+CC710,390245.1064,-44.2939,845.2469
19924,GW+FM710,325206.7805,-170.1147,749.3111
19925,CC+FM710,505687.2539,221.7723,269.3341
19926,BS+GW+CC710,495271.156,-44.2939,845.2469
19927,BS+GW+FM710,430232.8301,-170.1147,749.3111
19928,BS+CC+FM710,610713.3036,206.2329,751.552
19929,GW+CC+FM710,610569.5704,34.778,838.9409
19930,BS+GW+CC+FM710,715595.62,34.778,838.9409
19931,BS711,61275.2554,97.4343,223.1302
19932,GW711,61200.6985,5.561700001,227.5303
19933,CC711,161659.374,97.286,131.0822
19934,FM711,121024.5304,38.8194,4.1406
19935,BS+GW711,122475.9538,5.561700001,227.5303
19936,BS+CC711,222934.6294,187.2108,289.9615
19937,BS+FM711,182299.7858,127.3849,224.7244
19938,GW+CC711,222860.0725,115.257,305.5053
19939,GW+FM711,182225.2289,48.6198,225.8924
19940,CC+FM711,282683.9045,140.8061,130.7134
19941,BS+GW+CC711,284135.3279,115.257,305.5053
19942,BS+GW+FM711,243500.4843,48.6198,225.8924
19943,BS+CC+FM711,343959.1598,221.3102,289.7119
19944,GW+CC+FM711,343884.6029,159.2421,305.4505
19945,BS+GW+CC+FM711,405159.8583,159.2421,305.4505
19946,BS712,467155.6607,4.491600003,13.5122
19947,GW712,466587.2475,0.006300002,0
19948,CC712,1232472.901,19599.7211,37.0561
19949,FM712,922362.8332,2887.581,-0.4283
19950,BS+GW712,933742.9082,0.006300002,0
19951,BS+CC712,1699628.561,19603.7596,47.2269
19952,BS+FM712,1389518.494,2891.7506,13.1199
19953,GW+CC712,1699060.148,19610.8308,46.4738
19954,GW+FM712,1388950.081,2887.581,-0.4283
19955,CC+FM712,2154835.734,22186.6702,36.7094
19956,BS+GW+CC712,2166215.809,19610.8308,46.4738
19957,BS+GW+FM712,1856105.741,2887.581,-0.4283
19958,BS+CC+FM712,2621991.395,22190.5374,46.9216
19959,GW+CC+FM712,2621422.981,22197.4836,46.2154
19960,BS+GW+CC+FM712,3088578.642,22197.4836,46.2154
19961,BS713,526141.0237,48.6972,15.1236
19962,GW713,524923.8523,0,0
19963,CC713,1688169.742,39197.3547,32.8685
19964,FM713,1504739.268,7198.0067,0.0154
19965,BS+GW713,1051064.876,0,0
19966,BS+CC713,2214310.766,39229.3796,45.6597
19967,BS+FM713,2030880.292,7236.3086,15.1351
19968,GW+CC713,2213093.594,39234.0676,35.2392
19969,GW+FM713,2029663.12,7198.0067,0.0154
19970,CC+FM713,3192909.01,45238.2563,32.8239
19971,BS+GW+CC713,2739234.618,39234.0676,35.2392
19972,BS+GW+FM713,2555804.144,7198.0067,0.0154
19973,BS+CC+FM713,3719050.034,45263.8175,45.6168
19974,GW+CC+FM713,3717832.862,45270.7169,35.1927
19975,BS+GW+CC+FM713,4243973.886,45270.7169,35.1927
19976,BS714,78853.6906,144.5807,167.2028
19977,GW714,78671.2709,93.7063,143.4643
19978,CC714,253009.0004,539.9712,76.6489
19979,FM714,225538.4506,121.2087,4.2238
19980,BS+GW714,157524.9615,93.7063,143.4643
19981,BS+CC714,331862.691,672.9498,222.9349
19982,BS+FM714,304392.1412,261.838,170.5964
19983,GW+CC714,331680.2713,645.1563,231.2173
19984,GW+FM714,304209.7216,216.488,149.0019
19985,CC+FM714,478547.451,616.9566,73.1976
19986,BS+GW+CC714,410533.9619,645.1563,231.2173
19987,BS+GW+FM714,383063.4121,216.488,149.0019
19988,BS+CC+FM714,557401.1416,741.7464,220.1033
19989,GW+CC+FM714,557218.7219,724.0311,229.2479
19990,BS+GW+CC+FM714,636072.4125,724.0311,229.2479
19991,BS715,72031.3603,-27.9548,116.4002
19992,GW715,71906.6781,-43.5625,133.2062
19993,CC715,209310.2082,750.9973,64.4375
19994,FM715,172101.905,86.6704,-4.1154
19995,BS+GW715,143938.0384,-43.5625,133.2062
19996,BS+CC715,281341.5685,732.6493,145.9456
19997,BS+FM715,244133.2653,57.6218,114.2612
19998,GW+CC715,281216.8863,727.0505,157.5308
19999,GW+FM715,244008.5831,41.7375,132.6003
20000,CC+FM715,381412.1132,825.3585,60.7502
20001,BS+GW+CC715,353248.2466,727.0505,157.5308
20002,BS+GW+FM715,316039.9434,41.7375,132.6003
20003,BS+CC+FM715,453443.4735,806.5307,144.7835
20004,GW+CC+FM715,453318.7913,801.0401,157.1469
20005,BS+GW+CC+FM715,525350.1516,20163636.33,997081.0361
20006,BS716,42253.1439,-242.826,1036.4702
20007,GW716,42180.0061,-769.8308,2314.2925
20008,CC716,122780.0545,-132.9537,907.9083
20009,FM716,100967.4752,122494.1026,3706.9412
20010,BS+GW716,84433.15,-769.8308,2314.2925
20011,BS+CC716,165033.1984,-346.9684,1563.1179
20012,BS+FM716,143220.6191,-225.2714,1025.334
20013,GW+CC716,164960.0606,-728.4785,2337.2189
20014,GW+FM716,143147.4813,-746.6197,2313.5108
20015,CC+FM716,223747.5297,-104.0775,862.5634
20016,BS+GW+CC716,207213.2044,-728.4785,2337.2189
20017,BS+GW+FM716,185400.6252,-746.6197,2313.5108
20018,BS+CC+FM716,266000.6736,-338.2924,1571.6106
20019,GW+CC+FM716,265927.5358,-690.6393,2340.3831
20020,BS+GW+CC+FM716,308180.6797,-690.6393,2340.3831
20021,BS717,182514.1636,-19.1076,125.3624
20022,GW717,182198.2419,6089896.592,206492.7439
20023,CC717,530353.4101,7726.3447,113.5038
20024,FM717,436024.0651,1032.4516,-2.0982
20025,BS+GW717,364712.4055,-28.3438,122.0708
20026,BS+CC717,712867.5737,7721.0607,171.0749
20027,BS+FM717,618538.2287,1012.6791,124.4047
20028,GW+CC717,712551.652,7720.6693,163.4098
20029,GW+FM717,618222.307,1003.6692,121.3963
20030,CC+FM717,966377.4752,8534.3749,113.1515
20031,BS+GW+CC717,895065.8155,7720.6693,163.4098
20032,BS+GW+FM717,800736.4706,1003.6692,121.3963
20033,BS+CC+FM717,1148891.639,8528.8344,170.9336
20034,GW+CC+FM717,1148575.717,8528.5495,163.3343
20035,BS+GW+CC+FM717,1331089.881,8528.5495,163.3343
20036,BS718,39747.7337,-101.0007,364.599
20037,GW718,39678.9326,-158.8099,551.3096
20038,CC718,115499.782,221.1385,186.8754
20039,FM718,94982.5323,57.7999,-3.245
20040,BS+GW718,79426.6663,-158.8099,551.3096
20041,BS+CC718,155247.5157,-2013.9076,57.0312
20042,BS+FM718,134730.266,-44.1889,362.2141
20043,GW+CC718,155178.7146,123.7361,554.0225
20044,GW+FM718,134661.4649,-102.9472,550.1377
20045,CC+FM718,210482.3143,266.8818,214.7206
20046,BS+GW+CC718,194926.4483,-4360.1302,-336.9026
20047,BS+GW+FM718,174409.1986,-102.9472,550.1377
20048,BS+CC+FM718,250230.0479,195.9141,475.6502
20049,GW+CC+FM718,250161.2469,170.3146,553.9394
20050,BS+GW+CC+FM718,289908.9805,170.3146,553.9394
20051,BS719,164671.6143,-20.0192,109.631
20052,GW719,164386.577,-32.5656,110.663
20053,CC719,478506.1633,8501.4755,83.2598
20054,FM719,393401.6477,-550.18,-403.6341
20055,BS+GW719,329058.1913,-32.5656,110.663
20056,BS+CC719,643177.7776,8493.4584,144.4822
20057,BS+FM719,558073.262,908.1032,75.2259
20058,GW+CC719,642892.7404,8487.9402,142.5944
20059,GW+FM719,557788.2247,1256.9683,110.4558
20060,CC+FM719,871907.811,9703.0008,78.4453
20061,BS+GW+CC719,807564.3546,8487.9402,142.5944
20062,BS+GW+FM719,722459.839,1256.9683,110.4558
20063,BS+CC+FM719,1036579.425,9694.2467,142.0254
20064,GW+CC+FM719,1036294.388,9688.5766,140.9818
20065,BS+GW+CC+FM719,1200966.002,9688.5766,140.9818
20066,BS720,25854.7181,-8.8609,211.9381
20067,GW720,25809.9651,-102.0586,271.486
20068,CC720,75129.1716,24.5786,118.2165
20069,FM720,61794.7911,20.4136,4.9124
20070,BS+GW720,51664.6832,-102.0586,271.486
20071,BS+CC720,100983.8898,32.8376,260.8161
20072,BS+FM720,87649.5093,7.043500002,216.5447
20073,GW+CC720,100939.1367,-38.0978,282.4612
20074,GW+FM720,87604.7562,-74.9727,268.5438
20075,CC+FM720,136923.9628,57.2756,107.2988
20076,BS+GW+CC720,126793.8548,-38.0978,282.4612
20077,BS+GW+FM720,113459.4743,-74.9727,268.5438
20078,BS+CC+FM720,162778.6809,55.7545,251.8285
20079,GW+CC+FM720,162733.9278,-10.1526,280.3038
20080,BS+GW+CC+FM720,188588.646,-10.1526,280.3038
20081,BS721,1281025.082,221.5647,62.9803
20082,GW721,1279406.205,1.632300001,0.7365
20083,CC721,3411041.632,52829.7081,18.0707
20084,FM721,2577580.807,8484.6552,-0.8467
20085,BS+GW721,2560431.287,1.632300001,0.7365
20086,BS+CC721,4692066.715,53027.7205,80.5357
20087,BS+FM721,3858605.889,8668.73,61.3726
20088,GW+CC721,4690447.838,53117.3796,40.5776
20089,GW+FM721,3856987.012,8486.4701,-0.0761
20090,CC+FM721,5988622.439,62844.0675,17.2531
20091,BS+GW+CC721,5971472.92,53117.3796,40.5776
20092,BS+GW+FM721,5138012.094,8486.4701,-0.0761
20093,BS+CC+FM721,7269647.521,63010.9643,79.712
20094,GW+CC+FM721,7268028.644,63121.1992,39.8656
20095,BS+GW+CC+FM721,8549053.727,63121.1992,39.8656
20096,BS722,501308.1995,17.3176,9.6986
20097,GW722,500698.244,3.0559,1.0548
20098,CC722,1322569.069,11612.5453,34.051
20099,FM722,989780.41,1886.0967,-0.2834
20100,BS+GW722,1002006.444,3.0559,1.0548
20101,BS+CC722,1823877.268,11621.7572,39.2646
20102,BS+FM722,1491088.61,1903.1589,9.4562
20103,GW+CC722,1823267.313,11642.5473,38.762
20104,GW+FM722,1490478.654,1889.1678,0.7876
20105,CC+FM722,2312349.479,13416.4604,33.9684
20106,BS+GW+CC722,2324575.512,11642.5473,38.762
20107,BS+GW+FM722,1991786.854,1889.1678,0.7876
20108,BS+CC+FM722,2813657.679,13425.5493,39.1928
20109,GW+CC+FM722,2813047.723,13446.6127,38.7034
20110,BS+GW+CC+FM722,3314355.923,13446.6127,38.7034
20111,BS723,70665.6328,96.9191,175.2543
20112,GW723,70579.652,85.0774,190.2809
20113,CC723,186432.5783,474.5178,149.0123
20114,FM723,139562.672,71.7656,4.2554
20115,BS+GW723,141245.2847,85.0774,190.2809
20116,BS+CC723,257098.2111,548.2582,271.152
20117,BS+FM723,210228.3048,162.1919,177.7872
20118,GW+CC723,257012.2303,536.8046,284.5219
20119,GW+FM723,210142.324,154.4781,192.1293
20120,CC+FM723,325995.2503,527.0834,128.2667
20121,BS+GW+CC723,327677.863,536.8046,284.5219
20122,BS+GW+FM723,280807.9567,154.4781,192.1293
20123,BS+CC+FM723,396660.8831,594.5122,250.5129
20124,GW+CC+FM723,396574.9023,591.1215,274.1063
20125,BS+GW+CC+FM723,467240.535,591.1215,274.1063
20126,BS724,471851.6874,45.2768,31.4935
20127,GW724,471277.5725,2.921800002,2.6733
20128,CC724,1244855.854,19483.328,25.7995
20129,FM724,931624.4102,3375.2433,-0.4889
20130,BS+GW724,943129.2599,2.921800002,2.6733
20131,BS+CC724,1716707.542,19532.1917,52.6737
20132,BS+FM724,1403476.098,3412.869,31.1121
20133,GW+CC724,1716133.427,19598.5815,37.6633
20134,GW+FM724,1402901.983,3378.1911,2.2136
20135,CC+FM724,2176480.264,22855.0277,24.8059
20136,BS+GW+CC724,2187985.114,19598.5815,37.6633
20137,BS+GW+FM724,1874753.67,3378.1911,2.2136
20138,BS+CC+FM724,2648331.952,22895.7523,51.7852
20139,GW+CC+FM724,2647757.837,22960.9031,36.9596
20140,BS+GW+CC+FM724,3119609.524,22960.9031,36.9596
20141,BS725,127129.2701,199.0927,399.4047
20142,GW725,126974.5884,114.7625,384.1386
20143,CC725,335396.9486,640.7544,350.2799
20144,FM725,251038.8467,75.8251,13.6723
