"MOs","MOsID","Subbasin","SED_BCR","Duck_BCR","Zone","coords_x1","coords_x2","coords.x1","coords.x2","coords.x3","SED_BCR_DIST"
"WCMO",13405,"27",2.735863622,0.000506687,1,190651.381971703,2316717.20132249,190651.381971703,2316717.20132249,0,0.975850000000111
"WCMO",15319,"28",2.734141912,0.000587694,1,172676.637106369,2311009.59330864,172676.637106369,2311009.59330864,0,1.72170999999999
"WCMO",5039,"17",2.72990196,0.000732215,2,182487.425423702,2336751.73866921,182487.425423702,2336751.73866921,0,4.23995200000027
"WCMO",6386,"17",2.729262896,0.00073173,2,183831.028870868,2335237.44804679,183831.028870867,2335237.44804679,0,0.639064000000023
"WCMO",10434,"27",2.727427165,0.000537608,1,176012.48577979,2322397.1478452,176012.485779791,2322397.1478452,0,1.8357309999999
"WCMO",3451,"18",2.727157539,0.000552849,1,194763.214176556,2342070.45289696,194763.214176556,2342070.45289696,0,0.269626000000134
"WCMO",3342,"9",2.726103867,0.000345233,2,183346.930454863,2342377.52979261,183346.930454863,2342377.52979261,0,1.05367199999984
"WCMO",6658,"19",2.724222241,0.000806162,3,160638.164708855,2333212.5730503,160638.164708855,2333212.5730503,0,1.88162599999986
"WCMO",1342,"10",2.720551157,0.000139457,3,175366.046553017,2347730.12363339,175366.046553017,2347730.12363339,0,3.67108400000005
"WCMO",16060,"29",2.719784301,0.000882833,2,150264.482767153,2307640.695382,150264.482767153,2307640.695382,0,0.76685600000026
"WCMO",1380,"10",2.716972424,0.000366836,3,172311.163239217,2347066.51540111,172311.163239217,2347066.51540111,0,2.81187699999963
"WCMO",12395,"24",2.715614053,0.000692171,1,196782.791084702,2319949.06239303,196782.791084702,2319949.06239303,0,1.35837100000025
"WCMO",12683,"28",2.710968324,0.000371059,1,175571.119755326,2316814.25904133,175571.119755326,2316814.25904133,0,4.64572899999993
"WCMO",3534,"5",2.710737063,0.000613693,3,168803.823720523,2341340.89453257,168803.823720523,2341340.89453257,0,0.231261000000149
"WCMO",15410,"30",2.705847619,0.000822881,1,167676.820205099,2310100.48339944,167676.820205099,2310100.48339944,0,4.8894439999998
"WCMO",17241,"30",2.7056164,0.000531327,1,169980.428479639,2304664.43041322,169980.428479639,2304664.43041322,0,0.231219000000227
"WCMO",6748,"26",2.704138969,0.000468322,1,209350.870357114,2333102.35759361,209350.870357114,2333102.35759361,0,1.47743099999964
"WCMO",17607,"29",2.700858106,0.000609055,2,159137.304480432,2304079.86700526,159137.304480432,2304079.86700526,0,3.28086300000008
"WCMO",16068,"29",2.698793583,0.000888099,2,148346.200874274,2308129.81711528,148346.200874274,2308129.81711528,0,2.06452300000004
"WCMO",14784,"27",2.697542207,0.000442991,1,189230.454726948,2313754.29006945,189230.454726948,2313754.29006945,0,1.25137599999992
"WCMO",14028,"28",2.697464842,0.000607154,1,168926.070302133,2314485.87351729,168926.070302133,2314485.87351729,0,0.0773650000001069
"WCMO",5961,"19",2.697121296,0.000815075,3,156943.889731091,2335000.38189276,156943.889731091,2335000.38189276,0,0.343545999999861
"WCMO",8793,"24",2.696070036,0.000395822,1,198116.558201687,2327228.81939805,198116.558201687,2327228.81939805,0,1.05126000000011
"WCMO",1400,"18",2.694330377,0.000377296,1,195574.083715383,2346985.6146158,195574.083715383,2346985.6146158,0,1.73965900000006
"WCMO",18500,"27",2.693318029,0.000437834,1,197676.581253247,2302517.15582641,197676.581253247,2302517.15582641,0,1.01234800000016
"WCMO",10635,"27",2.692142557,0.000520257,1,188520.807390528,2322738.82918494,188520.807390528,2322738.82918494,0,1.1754719999999
"WCMO",6002,"26",2.691991182,0.000652904,1,212032.850502771,2333938.69157114,212032.850502771,2333938.69157114,0,0.151374999999732
"WCMO",2073,"18",2.691646933,0.000467406,1,191101.347313824,2345327.74016706,191101.347313824,2345327.74016706,0,0.344249000000296
"WCMO",9076,"27",2.691214949,0.00015335,1,180006.377519271,2327132.51260518,180006.377519271,2327132.51260518,0,0.431983999999996
"WCMO",9033,"27",2.689293661,0.000155617,1,181486.623544452,2327185.6948362,181486.623544452,2327185.6948362,0,1.92128800000013
"WCMO",14629,"28",2.688944475,0.000608906,1,174837.124123742,2312106.59319786,174837.124123742,2312106.59319785,0,0.349185999999779
"WCMO",5324,"13",2.68455723,0.000328642,3,160576.362628465,2335846.87570027,160576.362628465,2335846.87570027,0,4.38724500000021
"WCMO",13058,"29",2.681988872,0.000627749,2,154703.609547545,2315439.00232166,154703.609547545,2315439.00232166,0,2.56835799999999
"WCMO",5960,"19",2.68173103,0.000813221,3,157469.986459934,2334985.68700618,157469.986459934,2334985.68700618,0,0.257841999999897
"WCMO",8749,"20",2.680072469,0.000339384,2,172372.518056917,2327273.67393675,172372.518056917,2327273.67393675,0,1.65856099999973
"WCMO",15892,"30",2.678599856,0.000806675,1,173411.467545436,2308348.32305249,173411.467545436,2308348.3230525,0,1.47261300000023
"WCMO",15431,"29",2.678383815,0.000418956,2,162347.98807814,2310776.91174644,162347.98807814,2310776.91174644,0,0.216040999999834
"WCMO",12705,"26",2.676885006,0.000396808,1,207578.012621971,2317498.95727214,207578.012621971,2317498.95727214,0,1.4988090000001
"WCMO",8005,"26",2.676456,0.000676499,1,206257.380223294,2328409.60228533,206257.380223294,2328409.60228533,0,0.429006000000065
"WCMO",1067,"18",2.676352982,0.000312552,1,193915.575016227,2349221.97527315,193915.575016227,2349221.97527315,0,0.103017999999899
"WCMO",10797,"25",2.675030754,0.000392927,2,170593.196062457,2322162.38555709,170593.196062457,2322162.38555709,0,1.32222800000026
"WCMO",9390,"25",2.674603016,0.000479242,2,163941.349910315,2325129.57793024,163941.349910315,2325129.57793024,0,0.427737999999955
"WCMO",13650,"24",2.674282284,0.000486824,1,201810.930597434,2314420.73527199,201810.930597434,2314420.73527198,0,0.320732000000046
"WCMO",13254,"27",2.67380775,0.00052665,1,182109.005892059,2317311.09635761,182109.005892059,2317311.09635761,0,0.47453399999986
"WCMO",15924,"30",2.673597136,0.000532546,1,166956.494679169,2308758.82587561,166956.494679169,2308758.82587561,0,0.210613999999776
"WCMO",6982,"17",2.673220243,0.000516316,2,185717.284665605,2331816.26565328,185717.284665605,2331816.26565328,0,0.376893000000322
"WCMO",14083,"29",2.673186333,0.000836642,2,159023.628335019,2313043.94903663,159023.628335019,2313043.94903663,0,0.0339099999999704
"WCMO",11826,"30",2.66844585,0.000834622,1,158482.508396178,2318850.30688242,158482.508396178,2318850.30688242,0,4.74048299999996
"WCMO",3353,"9",2.666263876,0.0004176,2,183540.614220293,2341657.47250392,183540.614220293,2341657.47250392,0,2.18197399999998
"WCMO",17108,"30",2.666196748,0.000548002,1,164037.160141538,2305694.11150957,164037.160141538,2305694.11150957,0,0.0671279999999719
"WCMO",12121,"27",2.66402887,0.00059145,1,194694.786777829,2317870.07375843,194694.786777829,2317870.07375842,0,2.16787799999985
"WCMO",16456,"29",2.663809449,0.000615105,2,159612.892684789,2306494.34874544,159612.892684789,2306494.34874544,0,0.219421000000164
"WCMO",7131,"20",2.661949827,0.000767907,2,173096.942609841,2332630.72321327,173096.942609841,2332630.72321327,0,1.85962200000001
"WCMO",15935,"30",2.659942736,0.000835218,1,164961.287260123,2308255.05382322,164961.287260123,2308255.05382322,0,2.00709099999985
"WCMO",3473,"5",2.652991346,0.000626073,3,171239.631254485,2343568.60547863,171239.631254485,2343568.60547863,0,6.95139000000022
"WCMO",12908,"24",2.65140753,0.00039655,1,201629.604534233,2317279.60126713,201629.604534233,2317279.60126713,0,1.58381599999968
"WCMO",7203,"20",2.650412192,0.000771053,2,172748.91966093,2331480.55096794,172748.91966093,2331480.55096794,0,0.995338000000068
"WCMO",13407,"27",2.646838115,0.000717713,1,190396.973269999,2315795.56860913,190396.973269999,2315795.56860913,0,3.57407700000012
"WCMO",4927,"17",2.64683565,0.000710091,2,190822.01845343,2336061.35839705,190822.01845343,2336061.35839705,0,0.00246500000011807
"WCMO",7933,"26",2.642297445,0.000467012,1,211504.758028242,2329813.05265296,211504.758028242,2329813.05265296,0,4.5382049999998
"WCMO",8658,"26",2.641983733,0.000348302,1,209338.827122239,2327836.3755164,209338.827122239,2327836.3755164,0,0.313712000000077
"WCMO",8924,"20",2.640472995,0.000726598,2,189600.51733021,2326954.14318256,189600.51733021,2326954.14318256,0,1.5107379999999
"WCMO",10058,"25",2.63970526,0.000496609,2,163989.532678489,2324374.18750464,163989.532678489,2324374.18750464,0,0.767735000000158
"WCMO",6052,"15",2.635128696,0.000158952,3,172471.209891327,2334218.30679565,172471.209891327,2334218.30679565,0,4.57656399999973
"WCMO",12874,"28",2.635104519,0.000617117,1,167572.804769971,2315528.29968927,167572.804769971,2315528.29968927,0,0.0241770000002361
"WCMO",4578,"12",2.633458995,0.000184274,3,164164.695230517,2338363.38134634,164164.695230517,2338363.38134634,0,1.64552400000018
"WCMO",1375,"10",2.630648735,0.000613991,3,172387.02952948,2347626.40228883,172387.02952948,2347626.40228883,0,2.81025999999995
"WCMO",15166,"29",2.630407543,0.000857705,2,154649.675726313,2313169.82433696,154649.675726313,2313169.82433696,0,0.241191999999835
"WCMO",11379,"27",2.62939333,0.000520754,1,183707.009502138,2319725.30852987,183707.009502138,2319725.30852987,0,1.01421299999993
"WCMO",6593,"26",2.625122353,0.000681295,1,202154.122146975,2332781.44036388,202154.122146975,2332781.44036388,0,4.27097700000001
"WCMO",5728,"26",2.62383135,0.000647595,1,213159.426644375,2334520.39317986,213159.426644375,2334520.39317986,0,1.29100299999996
"WCMO",14113,"29",2.622185653,0.000864691,2,149955.467427285,2313004.48471339,149955.467427285,2313004.48471339,0,1.64569700000028
"WCMO",15346,"30",2.619652916,0.000813212,1,170195.282165569,2311055.50470724,170195.282165569,2311055.50470724,0,2.53273699999967
"WCMO",1343,"10",2.619327689,0.000581615,3,176165.042618922,2347072.07413742,176165.042618922,2347072.07413742,0,0.325227000000261
"WCMO",9489,"20",2.619259714,0.000717325,2,193229.693619371,2325955.33753113,193229.693619371,2325955.33753113,0,0.0679749999998869
"WCMO",8710,"26",2.61642488,0.000680366,1,205755.476897014,2326732.10046406,205755.476897014,2326732.10046406,0,2.83483400000017
"WCMO",14523,"28",2.615927416,0.000408485,1,182374.954914207,2312411.1018754,182374.954914207,2312411.1018754,0,0.497463999999948
"WCMO",9762,"27",2.615479394,0.000748972,1,175566.526579744,2324879.44510286,175566.526579744,2324879.44510287,0,0.448022000000048
"WCMO",10189,"27",2.613176624,0.000420522,1,184534.578305787,2323032.16322445,184534.578305787,2323032.16322445,0,2.30277000000001
"WCMO",6089,"16",2.611619496,0.000291528,3,169190.600502484,2333998.08975727,169190.600502484,2333998.08975727,0,1.55712799999996
"WCMO",5966,"19",2.61155408,0.000817968,3,156845.731935976,2334003.19313876,156845.731935976,2334003.19313876,0,0.0654159999999848
"WCMO",6649,"27",2.611534715,0.000536333,1,164723.668799225,2332850.87100085,164723.668799224,2332850.87100085,0,0.0193649999999934
"WCMO",7315,"18",2.611227602,0.000698172,1,197531.512662167,2331256.86896975,197531.512662167,2331256.86896975,0,0.307112999999859
"WCMO",15511,"29",2.608265229,0.000619686,2,150846.823200601,2309644.59364865,150846.823200601,2309644.59364865,0,2.96237299999991
"WCMO",2969,"18",2.605530689,0.000677789,1,198735.743474386,2343173.90560494,198735.743474386,2343173.90560494,0,2.73454000000006
"WCMO",4569,"12",2.603526234,0.000536933,3,165307.447768249,2339153.40714445,165307.447768249,2339153.40714445,0,2.00445500000024
"WCMO",8580,"27",2.60245165,0.000755297,1,169345.723263323,2327407.61245276,169345.723263323,2327407.61245276,0,1.07458399999993
"WCMO",9882,"26",2.601976096,0.000673024,1,209647.750173614,2324988.58808558,209647.750173614,2324988.58808558,0,0.475553999999878
"WCMO",15406,"30",2.600942409,0.000351862,1,164854.811067723,2310482.09541457,164854.811067723,2310482.09541457,0,1.03368700000006
"WCMO",10070,"24",2.599853113,0.000496796,1,196902.90695231,2324361.61416648,196902.90695231,2324361.61416648,0,1.08929599999996
"WCMO",13243,"23",2.593266708,0.000357391,2,149548.490492821,2316182.6321927,149548.490492821,2316182.6321927,0,6.58640500000018
"WCMO",15808,"28",2.593012632,0.000440179,1,181452.40197982,2308553.28335826,181452.40197982,2308553.28335826,0,0.254075999999603
"WCMO",14815,"27",2.592724591,0.000713408,1,194668.965961901,2312696.48199695,194668.965961901,2312696.48199695,0,0.288041000000128
"WCMO",18684,"30",2.591887975,0.000315029,1,173354.914267246,2301252.41166186,173354.914267246,2301252.41166186,0,0.836615999999957
"WCMO",14749,"27",2.589110528,0.000500479,1,197273.111949848,2311090.47926817,197273.111949848,2311090.47926817,0,2.77744700000015
"WCMO",12132,"27",2.588144807,0.000730634,1,186879.656653761,2319466.60571957,186879.656653761,2319466.60571957,0,0.96572100000003
"WCMO",11586,"29",2.588100622,0.000828528,2,156955.61570203,2320705.73244017,156955.61570203,2320705.73244017,0,0.0441850000001409
"WCMO",14744,"27",2.586853898,0.000704806,1,198019.830580653,2312093.68705677,198019.830580653,2312093.68705677,0,1.24672399999959
"WCMO",13284,"28",2.584978879,0.00055487,1,180578.521391071,2314941.16113675,180578.521391071,2314941.16113675,0,1.87501900000031
"WCMO",10811,"24",2.584720675,0.000709429,1,196198.443236652,2321161.52870975,196198.443236652,2321161.52870975,0,0.258204000000095
"WCMO",12339,"28",2.583967202,0.000810573,1,166952.281473012,2317276.70513325,166952.281473012,2317276.70513325,0,0.753472999999616
"WCMO",7531,"17",2.582456216,0.000708933,2,193566.344279302,2331073.55658666,193566.344279302,2331073.55658666,0,1.51098599999999
"WCMO",4277,"17",2.58229705,0.000715538,2,187589.489700167,2338813.85540892,187589.489700167,2338813.85540892,0,0.159165999999988
"WCMO",11002,"26",2.581201761,0.000354697,1,208646.833214871,2321418.90103682,208646.833214871,2321418.90103682,0,1.09528900000022
"WCMO",10864,"20",2.579511725,0.000724858,2,191606.26827723,2324092.76115617,191606.26827723,2324092.76115617,0,1.69003599999984
"WCMO",7514,"25",2.579060594,0.000708597,2,161820.266018946,2330127.91010231,161820.266018946,2330127.91010231,0,0.45113100000016
"WCMO",421,"9",2.574414009,0.000709519,2,177812.665851753,2353082.28993789,177812.665851753,2353082.28993789,0,4.64658500000015
"WCMO",14702,"27",2.573092223,0.000499312,1,197501.280625325,2311174.21112382,197501.280625325,2311174.21112382,0,1.32178599999966
"WCMO",8109,"27",2.570573281,0.000773394,1,167291.712043957,2329142.94292201,167291.712043957,2329142.94292201,0,2.51894200000002
"WCMO",12841,"28",2.57001701,0.000625731,1,168574.681205467,2315534.89606024,168574.681205467,2315534.89606024,0,0.556271000000219
"WCMO",7626,"20",2.569187335,0.000729798,2,186627.95697474,2330749.39959477,186627.95697474,2330749.39959477,0,0.829674999999863
"WCMO",11482,"27",2.56579363,0.000549102,1,168041.63275149,2323338.32544287,168041.63275149,2323338.32544287,0,3.39370500000014
"WCMO",14098,"29",2.561590533,0.000858892,2,150152.031212879,2313867.69197031,150152.031212879,2313867.69197031,0,4.20309699999999
"WCMO",12886,"24",2.553399369,0.000490765,1,201001.279703997,2319281.24320548,201001.279703997,2319281.24320548,0,8.19116399999986
"WCMO",13422,"27",2.55185174,0.000711561,1,191064.932303323,2314884.97378745,191064.932303323,2314884.97378745,0,1.54762900000005
"WCMO",4455,"15",2.551479278,0.000528964,3,175318.555593367,2338149.51246267,175318.555593367,2338149.51246267,0,0.372462000000073
"WCMO",7903,"26",2.549853195,0.00032796,1,212457.335340958,2330796.95787522,212457.335340958,2330796.95787522,0,1.62608300000011
"WCMO",6341,"17",2.547849757,0.000514952,2,186000.621067594,2333518.82181942,186000.621067594,2333518.82181942,0,2.00343800000002
"WCMO",3488,"5",2.545376892,0.000659147,3,170950.506990972,2342232.70207773,170950.506990972,2342232.70207773,0,2.47286499999966
"WCMO",9576,"20",2.545144569,0.000724313,2,190785.609011306,2325888.461563,190785.609011306,2325888.461563,0,0.23232300000009
"WCMO",1065,"18",2.544874599,0.000464073,1,193313.351589703,2349894.26051114,193313.351589703,2349894.26051114,0,0.269970000000175
"WCMO",9034,"27",2.543842929,0.0003635,1,183492.369517987,2326745.69102267,183492.369517987,2326745.69102267,0,1.03166999999971
"WCMO",2240,"4",2.543728275,0.000549138,3,165054.075859602,2344264.38382427,165054.075859602,2344264.38382427,0,0.114654000000325
"WCMO",18037,"28",2.542524672,0.000580092,1,177569.533828625,2304652.3060053,177569.533828625,2304652.3060053,0,1.203603
"WCMO",7465,"24",2.541692537,0.000689023,1,199150.730200967,2330530.01045404,199150.730200967,2330530.01045404,0,0.832135000000012
"WCMO",15177,"28",2.540239775,0.000413292,1,185659.91284424,2312934.08842493,185659.91284424,2312934.08842493,0,1.452762
"WCMO",11464,"25",2.540086961,0.000564291,2,166292.810956484,2324593.99699159,166292.810956484,2324593.99699159,0,0.152813999999779
"WCMO",6890,"17",2.539508603,0.000717461,2,190570.740117526,2331227.10525166,190570.740117526,2331227.10525166,0,0.578358000000279
"WCMO",5590,"17",2.537108187,0.000500977,2,191991.450544001,2334771.24190948,191991.450544001,2334771.24190948,0,2.40041599999996
"WCMO",13501,"26",2.536489808,0.000685276,1,208974.380504657,2315796.14056952,208974.380504657,2315796.14056952,0,0.618379000000058
"WCMO",13506,"26",2.533990152,0.000245886,1,207823.584950162,2314721.973275,207823.584950162,2314721.973275,0,2.49965599999991
"WCMO",13432,"24",2.531640334,0.000407287,1,199431.831119152,2314814.97481697,199431.831119152,2314814.97481697,0,2.34981799999989
"WCMO",12746,"30",2.530564551,0.000583295,1,161068.982277437,2318253.5048343,161068.982277437,2318253.5048343,0,1.07578300000011
"WCMO",2839,"18",2.529323277,0.000697221,1,179258.825408382,2341818.82222161,179258.825408382,2341818.8222216,0,1.24127399999985
"WCMO",13246,"23",2.52889609,0.000636289,2,149853.786053327,2315643.78447007,149853.786053327,2315643.78447007,0,0.427187000000107
"WCMO",10359,"27",2.525742936,0.000734229,1,182831.241475958,2322102.69237138,182831.241475958,2322102.69237138,0,3.15315400000005
"WCMO",15803,"28",2.524030874,5.3e-05,1,184640.331674947,2308386.68280976,184640.331674947,2308386.68280975,0,1.71206199999974
"WCMO",9329,"27",2.523634023,0.000754864,1,168077.727586578,2326654.77203063,168077.727586578,2326654.77203063,0,0.396851000000087
"WCMO",9539,"20",2.519928093,0.000719549,2,192715.862719713,2325180.48082307,192715.862719713,2325180.48082306,0,3.70593000000019
"WCMO",14643,"28",2.51911448,0.000326694,1,172733.110053944,2311435.59894399,172733.110053944,2311435.59894399,0,0.813613000000046
"WCMO",6927,"17",2.518759451,0.000720014,2,189413.593051006,2331713.36454976,189413.593051006,2331713.36454976,0,0.355028999999618
"WCMO",18160,"29",2.517459547,0.000489253,2,155476.865933662,2303377.85565312,155476.865933662,2303377.85565311,0,1.29990400000013
"WCMO",13269,"28",2.516002053,0.000415746,1,182329.42497493,2315676.6905053,182329.42497493,2315676.6905053,0,1.45749400000028
"WCMO",8755,"26",2.515396643,0.000486375,1,200694.754913211,2329617.01989305,200694.754913211,2329617.01989305,0,0.605409999999917
"WCMO",12037,"24",2.514167329,0.000485636,1,205797.960303136,2319313.95136188,205797.960303136,2319313.95136188,0,1.2293139999997
"WCMO",6954,"17",2.514167271,0.000512207,2,186900.428420681,2334380.48823335,186900.428420681,2334380.48823335,0,5.80000003580494e-05
"WCMO",12914,"24",2.511843885,0.000699074,1,201118.377838262,2315986.36041436,201118.377838262,2315986.36041436,0,2.32338599999959
"WCMO",17024,"28",2.510876375,0.00032828,1,176031.560895107,2307808.97776388,176031.560895107,2307808.97776388,0,0.967510000000171
"WCMO",14823,"29",2.509893355,0.000847722,2,155040.811538416,2312309.00867769,155040.811538416,2312309.00867769,0,0.983020000000057
"WCMO",8614,"21",2.507693356,0.000489303,3,155594.619647805,2328365.31416264,155594.619647805,2328365.31416264,0,2.19999900000012
"WCMO",989,"10",2.50675296,0.000418451,3,174584.219992255,2348621.61049078,174584.219992255,2348621.61049078,0,0.940395999999843
"WCMO",12389,"24",2.506488992,0.000350526,1,198485.787500964,2321288.20287217,198485.787500964,2321288.20287218,0,0.263968000000059
"WCMO",16447,"29",2.503730276,0.000859122,2,155932.100215668,2306057.06510762,155932.100215668,2306057.06510762,0,2.75871599999977
"WCMO",15381,"30",2.50158907,0.000816431,1,167836.524336688,2312750.55376204,167836.524336688,2312750.55376204,0,2.14120600000012
"WCMO",8760,"24",2.501095662,0.00068779,1,200712.15620566,2329004.12129539,200712.15620566,2329004.12129539,0,0.493408000000084
"WCMO",15380,"28",2.500092711,0.000351409,1,168539.226968304,2313056.52846555,168539.226968304,2313056.52846555,0,1.00295099999981
"WCMO",8616,"21",2.499806964,0.000277471,3,155794.971074975,2327908.02244896,155794.971074975,2327908.02244896,0,0.285747000000391
"WCMO",7287,"19",2.498285052,0.00083191,3,152383.405856081,2332784.19668724,152383.405856081,2332784.19668724,0,1.52191199999985
"WCMO",14458,"27",2.495357504,0.000725161,1,187611.809276225,2313922.6285959,187611.809276225,2313922.6285959,0,2.92754800000017
"WCMO",15929,"30",2.494778692,0.000829354,1,166373.950222882,2307863.11624242,166373.950222882,2307863.11624242,0,0.578811999999651
"WCMO",10057,"25",2.494054409,0.000607131,2,163474.838449486,2324089.37446888,163474.838449486,2324089.37446888,0,0.72428300000027
"WCMO",12570,"27",2.49367382,0.000627746,1,181656.642188676,2317247.10538565,181656.642188676,2317247.10538565,0,0.380588999999709
"WCMO",11038,"27",2.493238828,0.000339667,1,173603.540607886,2322099.11187679,173603.540607886,2322099.11187679,0,0.434992000000189
"WCMO",2323,"5",2.491490718,0.000649791,3,172382.933605084,2342955.94597912,172382.933605084,2342955.94597912,0,1.74810999999986
"WCMO",12623,"24",2.49082319,0.000515505,1,197031.014332396,2317183.95202852,197031.014332396,2317183.95202852,0,0.667528000000139
"WCMO",3415,"18",2.489623753,0.000560785,1,196760.061812563,2341764.43372966,196760.061812563,2341764.43372966,0,1.19943699999991
"WCMO",15312,"28",2.486856834,0.000789331,1,174618.272854093,2311146.69145027,174618.272854093,2311146.69145027,0,2.76691899999992
"WCMO",12568,"27",2.486131082,0.000351224,1,180910.353073552,2317738.11331906,180910.353073552,2317738.11331906,0,0.725752000000135
"WCMO",7504,"19",2.482183963,0.000801492,3,161645.486966261,2331905.91373276,161645.486966261,2331905.91373276,0,3.94711899999978
"WCMO",16476,"29",2.480101807,0.000871825,2,150958.799301938,2306380.27866834,150958.799301938,2306380.27866834,0,2.08215600000017
"WCMO",12905,"24",2.479620589,0.000403637,1,201082.371085028,2317212.63503387,201082.371085028,2317212.63503387,0,0.481218000000005
"WCMO",217,"1",2.478894399,0.000710761,3,170394.725028356,2355590.40869756,170394.725028356,2355590.40869756,0,0.72618999999996
"WCMO",8447,"20",2.478060814,0.000270554,2,182383.688894044,2328155.55114019,182383.688894044,2328155.55114019,0,0.833585000000081
"WCMO",18128,"29",2.477997669,0.000643297,2,162872.982511198,2302704.7720097,162872.982511198,2302704.7720097,0,0.0631449999999312
"WCMO",15515,"29",2.477171635,0.000616842,2,150361.697654118,2309429.71689628,150361.697654118,2309429.71689628,0,0.826034000000142
"WCMO",15313,"28",2.47573054,0.000793502,1,174559.116150836,2310816.71819794,174559.116150836,2310816.71819794,0,1.44109500000011
"WCMO",7088,"26",2.474493044,0.000477538,1,201666.317333713,2331456.34547018,201666.317333713,2331456.34547018,0,1.23749599999989
"WCMO",14793,"27",2.472320358,0.000720114,1,191903.247527804,2312334.72651188,191903.247527804,2312334.72651188,0,2.17268599999976
"WCMO",3849,"18",2.471366162,0.000336434,1,199709.45820781,2338735.92700077,199709.45820781,2338735.92700077,0,0.954196000000351
"WCMO",8770,"24",2.471219138,0.000694489,1,199578.093618557,2327181.66036974,199578.093618557,2327181.66036974,0,0.147023999999885
"WCMO",14058,"27",2.470399715,0.000696596,1,198400.22288879,2312670.57525343,198400.22288879,2312670.57525343,0,0.819422999999819
"WCMO",754,"9",2.46904674,0.000205665,2,179487.45355559,2351928.85928908,179487.45355559,2351928.85928908,0,1.35297500000009
"WCMO",11130,"24",2.468539948,0.000692124,1,201831.606759879,2321775.34191025,201831.606759879,2321775.34191025,0,0.506791999999923
"WCMO",16480,"29",2.465770115,0.000872391,2,150722.595089736,2305935.20397987,150722.595089736,2305935.20397987,0,2.76983299999989
"WCMO",3676,"18",2.463741378,0.000719567,1,186187.334263387,2339171.32019784,186187.334263387,2339171.32019784,0,2.02873700000028
"WCMO",11498,"25",2.463599357,0.000560168,2,167471.570955345,2322297.16923843,167471.570955345,2322297.16923843,0,0.142020999999826
"WCMO",17057,"30",2.462579031,0.000570958,1,171323.287876269,2307507.87338029,171323.28787627,2307507.87338029,0,1.0203259999999
"WCMO",9769,"27",2.461616409,0.000742294,1,174676.327826962,2324650.0953246,174676.327826962,2324650.0953246,0,0.962622000000302
"WCMO",11596,"23",2.46118966,0.000856249,2,152785.196790199,2319291.53165889,152785.196790199,2319291.53165889,0,0.426748999999838
"WCMO",12685,"28",2.460488536,0.000256753,1,176892.559245209,2316698.03770319,176892.559245209,2316698.03770319,0,0.701123999999886
"WCMO",6702,"26",2.459654905,0.000647109,1,212848.107268227,2331954.62612539,212848.107268227,2331954.62612539,0,0.833631000000334
"WCMO",14053,"24",2.458161824,0.00070831,1,200077.380448412,2313085.51083673,200077.380448412,2313085.51083673,0,1.49308100000001
"WCMO",7900,"26",2.457975035,0.000373729,1,213021.997610838,2331525.04102333,213021.997610838,2331525.04102333,0,0.186788999999798
"WCMO",12713,"26",2.45534392,0.000487728,1,205657.537592544,2316336.85638853,205657.537592544,2316336.85638853,0,2.63111500000024
"WCMO",6134,"26",2.454808779,0.000670141,1,205300.087399958,2333188.36980884,205300.087399958,2333188.36980884,0,0.53514099999985
"WCMO",7999,"26",2.452740452,0.00067124,1,206327.897606217,2329416.814468,206327.897606217,2329416.814468,0,2.06832699999993
"WCMO",12172,"23",2.450741986,0.000872263,2,147611.977531765,2318739.51302593,147611.977531765,2318739.51302593,0,1.99846599999987
"WCMO",13238,"23",2.450338578,0.000510884,2,147104.571927807,2314767.75725673,147104.571927807,2314767.75725673,0,0.403407999999938
"WCMO",6032,"26",2.448886546,0.000382112,1,208199.446240476,2333314.76332704,208199.446240476,2333314.76332703,0,1.45203199999999
"WCMO",8864,"25",2.448300348,0.000756408,2,159511.936214308,2327681.24988127,159511.936214308,2327681.24988127,0,0.586198000000149
"WCMO",5929,"14",2.44606024,0.000794762,3,161779.910698316,2335120.55047783,161779.910698316,2335120.55047783,0,2.24010800000007
"WCMO",11404,"27",2.445172381,0.000411851,1,177155.834504681,2323707.27994543,177155.834504681,2323707.27994543,0,0.887859000000102
"WCMO",17036,"30",2.444838032,0.000802209,1,174416.968448983,2307635.18136862,174416.968448983,2307635.18136862,0,0.334349000000067
"WCMO",14655,"30",2.444312871,0.000823747,1,164966.977948897,2312953.53511559,164966.977948897,2312953.53511559,0,0.525160999999663
"WCMO",14025,"28",2.443745165,0.000403394,1,169906.581937967,2315272.68053975,169906.581937967,2315272.68053975,0,0.567706000000001
"WCMO",13652,"26",2.443528302,0.000403483,1,204566.179626055,2314157.35654581,204566.179626055,2314157.35654581,0,0.216863000000345
"WCMO",9337,"27",2.441167757,0.000773051,1,167276.971254723,2325098.22367297,167276.971254723,2325098.22367297,0,2.36054499999971
"WCMO",5486,"18",2.440884954,0.000376109,1,199545.996565543,2335484.33082491,199545.996565543,2335484.33082491,0,0.282803000000165
"WCMO",15942,"30",2.439019815,0.000418164,1,164425.657080665,2309172.45756419,164425.657080665,2309172.45756419,0,1.86513899999996
"WCMO",10846,"20",2.438938003,0.00054795,2,193337.683717474,2323218.2956832,193337.683717474,2323218.2956832,0,0.0818119999999034
"WCMO",16984,"28",2.438551248,0.00059818,1,177638.699738704,2305067.19003285,177638.699738704,2305067.19003285,0,0.386755000000072
