Type,ID,SedRed,Cost,SED_bcr,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,9316,22.227,9846.732,0.002257297,6.783,9316,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,25252.37695,227271.3926,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.033333333,clay loam,5,Canisteo,0.2666667,0.2666667,0.1298683,0.8196029,20713.00391,20681.05859,L36A,91,202,283.8515343,NCED easement_GBERB,111.0293732
WCMO,9317,24.138,10263.874,0.002351744,7.08,9317,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,27425.76367,246831.873,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.7,clay loam,3.5,Canisteo,0.13,0.13,0.424507,0.9216461,25232.82617,25257.49219,L13A,84,202,19.05248368,NCED easement_GBERB,91.1412811
WCMO,9318,109.865,29039.061,0.003783352,15.231,9318,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,125247.9844,1127231.859,Emergent Herbaceuous Wetlands,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,3.013333333,loam,4.733333333,Ocheyedan,0.2306667,0.2306667,0.3408716,1.4728398,183960.6406,184329.4844,L79B,88,6447,0,GBER_CONUS_wet_poly,59.7485199
WCMO,9326,18.151,12778.107,0.001420476,5.95,9326,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,14474.45313,130270.0781,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,0.1371135,0.2188102,3154.805908,3165.051025,310,79,4646,1053.977395,GBER_CONUS_wet_poly,361.043457
WCMO,9327,53.576,17846.52,0.003002042,9.951,9327,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,40881.83203,367936.4883,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.625,clay,5,Beauford,0.28,0.28,0.6436121,0.3268788,13450.40918,13354.45117,310,80,6066,1145.414573,GBER_CONUS_wet_poly,244.7390137
WCMO,9328,18.126,7774.369,0.002331508,5.954,9328,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,14454.98047,130094.8242,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1453369,0.1861761,2699.367676,2689.383057,310,78,4646,760.0240115,GBER_CONUS_wet_poly,418.9581299
WCMO,9329,19.27,7635.814,0.002523634,5.764,9329,COB,2,35,618,529,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,13733.08008,123597.7207,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.0400016,0.1797318,2547.698486,2466.613525,310,79,3726,686.3700574,GBER_CONUS_wet_poly,439.5437927
WCMO,9330,7.207,6102.879,0.001180918,3.737,9330,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,5746.203613,51715.83252,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1836769,0.1461625,840.5806885,839.3173218,310,79,6066,674.1128085,GBER_CONUS_wet_poly,540.4942017
WCMO,9331,3.272,5725.393,0.000571489,3.049,9331,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,3779.432617,34014.89355,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.0852384,0.0903755,322.0983887,341.3411255,310,77,4646,400.3942781,GBER_CONUS_wet_poly,852.0005493
WCMO,9332,19.263,11300.154,0.001704667,8.987,9332,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,32824.97656,295424.7891,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,1.1627644,0.5116002,16534.40625,16782.0918,310,78,6066,278.9215819,GBER_CONUS_wet_poly,152.4627991
WCMO,9333,30.703,9521.38,0.003224638,7.599,9333,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,23557.23242,212015.0918,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,3.4770458,0.226631,5323.562012,5335.236816,211,81,6066,37.8942887,GBER_CONUS_wet_poly,357.4092102
WCMO,9334,4.005,5612.877,0.000713538,2.794,9334,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,3193.202393,28738.82153,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1909532,0.3217945,1068.679565,1026.868042,310,77,6066,125.1328029,GBER_CONUS_wet_poly,239.2831421
WCMO,9335,11.519,6762.822,0.001703283,4.726,9335,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,9184.629883,82661.66895,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1076024,0.4844725,4395.134277,4446.712402,310,77,4231,252.079307,GBER_CONUS_wet_poly,158.9357605
WCMO,9336,15.688,7401.077,0.002119691,5.547,9336,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,12510.05664,112590.5098,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.1056139,0.1360768,1675.377441,1701.193604,310,77,6066,582.5735657,GBER_CONUS_wet_poly,565.8569946
WCMO,9337,19.487,7982.655,0.002441168,6.171,9337,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,15540.18945,139861.7051,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,2.8217568,0.2959028,4553.943359,4595.311035,310,79,6066,537.7149593,GBER_CONUS_wet_poly,266.9796143
WCMO,9338,5.368,5821.447,0.000922108,3.244,9338,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,4279.890137,38519.01123,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.3679818,0.1519458,652.3031006,649.8773804,310,77,6066,655.3745755,GBER_CONUS_wet_poly,506.7597961
WCMO,9343,33.381,17485.829,0.001909032,8.549,9343,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,39002.5625,351023.0625,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.766666667,clay loam,5,Canisteo,0.2533333,0.2533333,0.3813378,0.5382506,20839.98438,20977.20703,L107A,90,10824,835.2543334,GBER_CONUS_wet_poly,167.208374
WCMO,9344,24.397,10502.88,0.002322887,7.336,9344,LES,1,43,702,701,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,28671.02734,258039.2461,Cultivated Crops,Farmland of statewide importance,Moderately well drained,Partially Hydric,0.5,None,2.2,loam,4.75,Clarion,0.25,0.25,5.2353349,1.1366038,31210.00195,32562.82422,L100B,88,9370,200.220341,GBER_CONUS_wet_poly,77.4236374
WCMO,9354,2.863,5583.107,0.000512797,2.747,9354,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,3038.09375,27342.84375,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.9334151,0.1715196,500.1512756,520.7496948,310,79,907,1487.527752,GBER_CONUS_wet_poly,460.5886536
WCMO,9355,5.451,6483.84,0.000840706,4.376,9355,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,7731.084473,69579.76025,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.5664579,0.1451365,1140.337647,1121.320801,310,77,4646,1387.000738,GBER_CONUS_wet_poly,530.5349731
WCMO,9356,26.164,13297.234,0.001967627,10.376,9356,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,43230.13281,389071.1953,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.276149,0.1545811,6711.292969,6678.154297,310,79,4646,1743.299072,GBER_CONUS_wet_poly,511.0585938
WCMO,9357,3.821,5916.278,0.000645845,3.431,9357,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,4773.977051,42965.79346,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,5,Lura,0.28,0.28,0.1320045,0.1387369,651.7858276,661.8860474,211,81,6066,900.1847481,GBER_CONUS_wet_poly,583.8389893
WCMO,9358,339.203,120883.885,0.002806023,38.865,9358,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,603776.625,5433989.625,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,clay,5,Beauford,0.28,0.28,0.3105845,0.6452975,389666.125,389358.8438,310,81,4646,1572.297198,GBER_CONUS_wet_poly,125.5234909
WCMO,9359,241.619,86837.645,0.002782422,32.492,9359,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,426389.375,3837504.375,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.0399481,0.4641998,197325.75,197798.9063,310,78,4646,852.4082742,GBER_CONUS_wet_poly,168.0311127
WCMO,9360,3.287,5726.341,0.000574014,2.68,9360,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3784.371582,34059.34424,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.1049574,0.1981516,706.2124023,749.312561,L107A,91,10824,1707.762203,GBER_CONUS_wet_poly,459.2442627
WCMO,9361,8.266,11827.171,0.000698899,4.242,9361,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,9519.902344,85679.12109,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5,Canisteo,0.2533333,0.2533333,0.055656,0.3501638,3375.22876,3331.002686,L83A,90,10824,1397.022178,GBER_CONUS_wet_poly,257.0225525
WCMO,9362,4.771,6054.47,0.000788013,3.216,9362,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,5493.985352,49445.86816,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Poorly drained soil,0.24,0.24,0.2029832,0.3456824,1848.018189,1897.734985,L83A,93,10824,1261.238758,GBER_CONUS_wet_poly,269.0330811
WCMO,9363,3.177,5702.115,0.000557162,2.635,9363,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3658.149902,32923.34912,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.7862239,0.3533908,1316.734131,1291.779175,L107A,91,10824,1513.097911,GBER_CONUS_wet_poly,257.5052795
WCMO,9364,24.368,10463.414,0.002328877,7.308,9364,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,28465.4043,256188.6387,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.1219939,0.6429235,18487.26563,18287.20313,L107A,91,10824,1147.541161,GBER_CONUS_wet_poly,141.5409393
WCMO,9365,5.608,6239.426,0.000898801,3.495,9365,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,6457.64209,58118.77881,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5,Canisteo,0.26,0.26,0.3167109,0.246695,1578.60144,1591.862305,L107A,88,10824,1216.13866,GBER_CONUS_wet_poly,356.7157288
WCMO,9366,9.789,7130.348,0.001372864,4.571,9366,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,11099.50977,99895.58789,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.1693154,0.2555087,2835.379639,2833.871582,L107A,91,10824,997.1284402,GBER_CONUS_wet_poly,356.1523132
WCMO,9367,14.376,8129.258,0.001768427,5.542,9367,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,16304.01855,146736.167,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Canisteo,0.24,0.24,0.1747334,0.4296011,6889.942383,6998.914551,L83A,92,10824,747.3300676,GBER_CONUS_wet_poly,214.1521454
WCMO,9368,20.043,9363.906,0.002140453,6.577,9368,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,22736.76367,204630.873,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,4.5,Canisteo,0.26,0.26,0.4875924,0.300279,6883.294434,6822.210938,L107A,87,10824,973.3117885,GBER_CONUS_wet_poly,289.7305908
WCMO,9369,8.359,6873.209,0.001216171,4.283,9369,LES,1,43,594,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,9759.766602,87837.89941,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.3,clay loam,5,Canisteo,0.24,0.24,0.3278275,0.4052043,3840.121338,3951.698486,L107A,95,10824,544.3104873,GBER_CONUS_wet_poly,234.4496155
WCMO,9370,9.815,7136.083,0.001375404,4.588,9370,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,11129.3877,100164.4893,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.5,clay loam,4.75,Canisteo,0.24,0.24,0.1145234,0.1636936,1789.989258,1820.429443,L107A,82,10824,426.3728635,GBER_CONUS_wet_poly,500.9359741
WCMO,9371,2.692,5585.664,0.000481948,2.404,9371,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3051.420898,27462.78809,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.2962887,0.3384375,1014.29718,1031.933594,L107A,91,10824,536.3171931,GBER_CONUS_wet_poly,268.8827209
WCMO,9372,42.991,14369.364,0.002991851,9.64,9372,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,48816.12891,439345.1602,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.7,clay loam,5,Canisteo,0.2666667,0.2666667,0.8255728,0.4323227,20940.84766,21088.36328,L107A,88,10824,772.7542426,GBER_CONUS_wet_poly,203.5516357
WCMO,9373,5.627,6268.662,0.00089764,3.538,9373,LES,1,43,702,701,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,6609.963867,59489.6748,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,4.5,Poorly drained soil,0.26,0.26,13.2675753,0.5614833,3365.531006,3708.570801,L103A,88,10824,72.65819558,GBER_CONUS_wet_poly,156.7277222
WCMO,9374,10.847,2012.336,0.005390253,4.299,9374,LES,1,45,687,686,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,10484.64355,94361.79199,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.033333333,loam,4,Delft,0.18,0.18,0.4820689,0.7757585,8105.900879,8127.260254,L5A,66,5249,273.6092383,GBER_CONUS_wet_poly,85.0780258
WCMO,9375,47.436,8807.459,0.005385889,9.027,9375,LES,1,45,687,686,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,45888.50391,412996.5352,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.3,clay loam,3.666666667,Canisteo,0.1666667,0.1666667,1.104871,0.3033268,13857.17969,13908.46875,L107A,81,5096,126.079503,GBER_CONUS_wet_poly,267.0387573
WCMO,9376,7.941,1473.054,0.005390841,3.684,9376,LES,1,45,687,686,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,7674.884766,69073.96289,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.1,loam,5,Hamel,0.28,0.28,0.1824833,0.4903956,3733.87207,3760.821045,L36A,92,5096,316.4436344,GBER_CONUS_wet_poly,187.6036224
WCMO,9377,84.979,15849.152,0.005361738,12.107,9377,LES,1,45,759,686,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,82577.03125,743193.2813,Woody Wetlands,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,2.233333333,loam,4.555555556,Hamel,0.2333333,0.2333333,0.6131115,1.054396,87797.44531,87001.625,L113B,83,6794,0,GBER_CONUS_wet_poly,78.7180481
WCMO,9388,50.37,27295.858,0.001845335,9.773,9388,COB,2,35,578,522,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,38012.78125,342115.0313,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,clay,5,Beauford,0.28,0.28,0.1047332,0.7270755,28209.80273,27620.06836,310,87,9137,1298.657709,GBER_CONUS_wet_poly,119.6574478
WCMO,9389,5.205,1398.187,0.003722678,4.274,9389,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,7284.8125,65563.3125,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay,5,Beauford,0.28,0.28,0.0939607,0.2385715,1797.159058,1736.809204,996,75,9137,1665.709409,GBER_CONUS_wet_poly,314.3711853
WCMO,9390,137.798,51520.917,0.002674603,24.691,9390,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,242382.6406,2181443.766,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,clay,5,Beauford,0.28,0.28,0.0698274,0.3808779,91596.92969,92257.57813,310,78,2653,2067.427596,GBER_CONUS_wet_poly,204.7900696
WCMO,9391,5.612,6056.71,0.000926576,3.241,9391,LES,1,30,650,511,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,5505.655273,49550.89746,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.9,loam,5,Delft,0.24,0.24,1.00E-05,0.80947,4261.859375,4453.308106,L5A,98,11292,362.8840109,GBER_CONUS_wet_poly,121.0668716
WCMO,9392,8.865,6959.561,0.001273787,4.404,9392,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,10209.67773,91887.09961,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Canisteo,0.24,0.24,0.0823381,0.5660205,5822.65332,5774.529297,L83A,92,11292,311.9078249,GBER_CONUS_wet_poly,162.538269
WCMO,9393,15.332,8389.929,0.001827429,5.784,9393,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,17662.16211,158959.459,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.125,clay loam,4.25,Canisteo,0.185,0.185,1.8701237,0.2520618,4430.491211,4448.59668,L5A,71,11292,569.8795813,GBER_CONUS_wet_poly,281.6769104
WCMO,9394,8.049,6779.026,0.001187339,4.205,9394,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,9269.054688,83421.49219,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Canisteo,0.24,0.24,0.5775548,0.357138,3239.955811,3307.837402,L107A,92,11292,673.012607,GBER_CONUS_wet_poly,257.6035156
WCMO,9395,2.669,5589.668,0.000477488,2.419,9395,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3072.277832,27650.50049,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,0.5346982,0.3399609,1073.936523,1043.666748,L107A,94,11292,857.6935154,GBER_CONUS_wet_poly,276.5023499
WCMO,9396,22.031,9872.069,0.00223165,6.962,9396,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,25384.38867,228459.498,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Canisteo,0.24,0.24,0.3147493,0.5450751,13907.58887,13825.97461,L107A,92,11292,830.7115272,GBER_CONUS_wet_poly,168.7840881
WCMO,9397,3.564,5787.612,0.000615798,2.791,9397,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,4103.603027,36932.42725,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Poorly drained soil,0.26,0.26,0.1121896,0.375286,1519.908081,1538.861572,L83A,90,11292,1455.415614,GBER_CONUS_wet_poly,239.8171234
WCMO,9398,2.723,5601.753,0.000486098,2.437,9398,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3135.243897,28217.19507,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.202734,0.2618483,805.9689941,820.3377686,L107A,91,241,1470.988846,NCED easement_GBERB,347.5295105
WCMO,9399,56.565,17523.51,0.003227949,11.162,9399,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,65249.82031,587248.3828,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.966666667,clay loam,4.333333333,Canisteo,0.24,0.24,0.120378,0.8858625,57690.91016,57758.80078,L123A,82,11292,1121.428622,GBER_CONUS_wet_poly,92.565155
WCMO,9400,6.301,6392.61,0.000985669,3.713,9400,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,7255.756348,65301.80713,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Poorly drained soil,0.26,0.26,0.2468263,0.4864028,3545.876221,3526.554199,L83A,90,11292,1689.142093,GBER_CONUS_wet_poly,185.0318298
WCMO,9401,5.006,6106.285,0.000819811,3.309,9401,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,5763.949219,51875.54297,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.95,clay loam,5,Canisteo,0.24,0.24,0.2453058,0.2516395,1406.413086,1449.342773,L83A,92,6934,1844.623459,GBER_CONUS_wet_poly,365.6023865
WCMO,9402,3.053,5674.735,0.000537999,2.59,9402,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3515.494141,31639.44727,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,Partially Hydric,0.5,None,1.05,silty clay loam,5,Coland,0.24,0.24,0.2201485,0.1032994,359.7918701,362.8745422,L126A,88,6934,1571.418046,GBER_CONUS_wet_poly,851.8925171
WCMO,9403,15.174,8354.843,0.001816192,5.784,9403,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,17479.35938,157314.2344,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5,Canisteo,0.2533333,0.2533333,1.0169688,0.150751,2588.696777,2633.045654,L83A,90,6934,1528.718527,GBER_CONUS_wet_poly,597.0108643
WCMO,9404,12.673,7801.671,0.001624396,5.295,9404,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,14597.22754,131375.0479,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5,Canisteo,0.26,0.26,1.2850688,0.2147464,3044.030762,3132.342529,L84A,88,6934,1517.376141,GBER_CONUS_wet_poly,409.785614
WCMO,9405,8.306,6835.919,0.001215052,4.291,9405,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,9565.480469,86089.32422,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,0.3631796,0.4966353,4746.840332,4746.980469,L5A,94,6934,1211.696242,GBER_CONUS_wet_poly,189.2736969
WCMO,9406,3.406,5752.762,0.000592063,2.748,9406,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3922.031006,35298.27905,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,1.9594609,0.3813377,1513.529297,1494.492432,L5A,94,6934,1032.776439,GBER_CONUS_wet_poly,246.5006714
WCMO,9407,46.001,10181.19,0.004518234,10.119,9407,LES,1,43,670,597,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,53045.89844,477413.0859,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,3.025,loam,3.5,Delft,0.185,0.185,0.2127298,1.05252,55670.94141,55789.85156,L123A,75,6934,608.7376657,GBER_CONUS_wet_poly,71.2575531
WCMO,9408,2.725,5592.895,0.000487225,2.428,9408,LES,1,43,693,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3089.09082,27801.81738,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.5291287,0.2426593,766.5606079,749.0300293,L107A,91,5583,740.9367751,GBER_CONUS_wet_poly,375.0114441
WCMO,9409,2.8,633.358,0.00442088,2.522,9409,LES,1,30,673,670,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3299.910645,29699.1958,Cultivated Crops,Farmland of statewide importance,Poorly drained,All Hydric,1,None,1,sandy loam,4,Granby,0.24,0.24,0.8481071,0.2100527,680.5708618,692.6331177,L123A,78,6934,235.2357037,GBER_CONUS_wet_poly,371.3352966
WCMO,9425,17.607,15332.304,0.00114836,8.403,9425,MAP,2,50,633,614,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,27782.29688,250040.6719,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.0705109,0.2192741,5950.001953,6087.987793,110,84,9,58.26866213,GBER_CONUS_wet_poly,383.0821838
