Type,ID,SedRed,Cost,SED_bcr,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,21,5.868,8100.107,0.000724435,4.174,21,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8956.603516,80609.43164,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,0.279432,0.5121571,4563.320313,4583.931641,109,86,640,71.05453473,GBER_CONUS_wet_poly,167.9172058
WCMO,22,20.02,16365.671,0.001223292,7.71,22,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,30567.32813,275105.9531,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,clay loam,5,Glencoe,0.26,0.26,0.2560838,0.4981137,15251.24512,15215.18555,114,90,640,332.6735628,GBER_CONUS_wet_poly,180.6816559
WCMO,23,149.779,130519.28,0.001147562,21.15,23,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,229116.4063,2062047.656,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.739130435,clay loam,5,Cordova,0.26,0.26,0.4658528,1.7685815,405698.4688,404923.6875,414,89,640,0,GBER_CONUS_wet_poly,50.3228149
WCMO,24,12.396,11550.456,0.001073204,6.074,24,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,18925.10352,170325.9316,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.875,clay loam,5,Cordova,0.27,0.27,0.9896518,0.6143202,11643.82422,11617.82129,109,86,1355,190.9360381,GBER_CONUS_wet_poly,139.992157
WCMO,25,3.661,6018.034,0.000608338,3.246,25,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5304.14502,47737.30518,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.166666667,silty clay loam,5,Glencoe,0.2666667,0.2666667,0.7896915,0.3362815,1770.522339,1782.436523,84,88,8302,561.5749182,GBER_CONUS_wet_poly,261.6854858
WCMO,26,4.657,1295.071,0.003595942,3.657,26,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6747.562988,60728.06689,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,silty clay loam,5,Glencoe,0.28,0.28,1.5514976,0.1824966,1182.577881,1230.543457,84,84,8302,150.5558268,GBER_CONUS_wet_poly,460.2825623
WCMO,27,5.047,6403.692,0.000788139,3.812,27,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,7313.496582,65821.46924,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.166666667,silty clay loam,5,Glencoe,0.2666667,0.2666667,0.8658171,0.2538059,1809.128662,1854.908203,84,88,8302,533.6517681,GBER_CONUS_wet_poly,346.7215881
WCMO,28,5.73,6593.828,0.000868994,4.077,28,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8304.138672,74737.24805,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.166666667,silty clay loam,5,Marna,0.2666667,0.2666667,0.0952937,0.4976375,3950.246582,4129.56543,110,89,1664,380.9456621,GBER_CONUS_wet_poly,178.8450317
WCMO,29,44.064,23034.34,0.00191297,11.3,29,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,63979.25391,575813.2852,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.2733333,0.2733333,0.0631184,1.1470616,73307.5625,73336.82813,86,86,10516,397.3099442,GBER_CONUS_wet_poly,74.9741821
WCMO,30,9.223,2565.805,0.003594583,5.159,30,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,13368.32227,120314.9004,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.3360056,0.4293743,5738.587402,5735.992676,211,84,10516,381.8118506,GBER_CONUS_wet_poly,195.6335144
WCMO,31,13.907,10683.178,0.001301766,6.34,31,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,20161.8418,181456.5762,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.3578427,0.5700272,11404.53418,11484.75391,211,84,10516,275.8823466,GBER_CONUS_wet_poly,147.3613892
WCMO,32,2.98,881.047,0.003382339,3.035,32,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4590.417481,41313.75732,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.0603325,0.2762046,1297.608887,1267.009644,110,84,1664,187.875757,GBER_CONUS_wet_poly,304.1224365
WCMO,33,4.084,11692.798,0.000349275,3.567,33,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6292.261719,56630.35547,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.5,clay loam,5,Le Sueur,0.26,0.26,0.2379059,0.4087763,2582.648682,2570.341309,239,92,6499,164.1570158,GBER_CONUS_wet_poly,225.0619812
WCMO,34,14.944,4299.741,0.003475558,6.838,34,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,22402.44922,201622.043,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,0.2825053,0.2843558,6334.024414,6365.913086,978,86,12820,365.3205459,GBER_CONUS_wet_poly,302.4380493
WCMO,35,33.031,22869.432,0.00144433,10.043,35,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,47836.69141,430530.2227,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,2.714285714,muck,4.428571429,Caron,0.25,0.25,1.1368564,1.1019036,52124.44922,52675.66016,238B,85,6905,0,GBER_CONUS_wet_poly,77.1392365
WCMO,36,2.16,10880.29,0.000198524,2.57,36,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3122.945801,28106.51221,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,clay loam,5,Kilkenny,0.28,0.28,0.3489443,0.2667948,799.5839233,832.62323,110,83,12516,111.006017,GBER_CONUS_wet_poly,311.1005554
WCMO,37,175.133,149640.486,0.001170358,23.221,37,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,255369,2298321,Emergent Herbaceuous Wetlands,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.090909091,silty clay,4.575757576,Lura,0.2418182,0.2418182,0.7701005,1.5530347,395502.0313,396328.8125,238B,84,4788,0,GBER_CONUS_wet_poly,54.0876541
WCMO,38,2.098,16149.615,0.00012991,2.514,38,LES,3,2,4,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3202.495361,28822.45825,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.5,clay loam,5,Cordova,0.26,0.26,0.1056151,0.5419706,1712.085327,1734.435669,106B,89,8002,175.650051,GBER_CONUS_wet_poly,164.2155457
WCMO,39,56.807,57050.948,0.000995724,12.784,39,LES,3,2,3,9,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,82533.35156,742800.1641,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,2,silty clay loam,3.909090909,Glencoe,0.1863636,0.1863636,0.3604436,1.8167377,149510.25,149836.0781,114,78,2640,0,GBER_CONUS_wet_poly,42.9341011
WCMO,40,3.219,10893.282,0.000295503,3.124,40,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4654.166992,41887.50293,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,silty clay loam,5,Okoboji,0.28,0.28,1.2860214,0.1698407,797.9116821,789.9326172,239,88,6482,154.5204629,GBER_CONUS_wet_poly,518.1325073
WCMO,41,5.608,6556.609,0.00085532,4.16,41,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8110.22168,72991.99512,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.25,silty clay,5,Lura,0.26,0.26,0.8281743,1.0699067,8406.257813,8671.34668,211,90,6900,43.55783689,GBER_CONUS_wet_poly,84.1194839
WCMO,42,3.832,6122.034,0.000625936,3.538,42,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5846.008301,52614.07471,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,clay loam,5,Kilkenny,0.28,0.28,1.2580396,0.85017,4889.327637,4966.766602,109,83,4589,114.1448411,GBER_CONUS_wet_poly,97.6275406
WCMO,43,76.187,44747.608,0.001702594,15.249,43,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,110574.1953,995167.7578,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,2.125,clay loam,4.416666667,Le Sueur,0.22,0.22,0.6465417,0.7920498,87188.04688,87521.07813,230,90,6482,0,GBER_CONUS_wet_poly,113.6292267
WCMO,45,2.233,5653.854,0.000394952,2.705,45,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3406.701172,30660.31055,Hay/Pasture,All areas are prime farmland,Well drained,Not Hydric,0,None,2.25,loam,5,Lester,0.26,0.26,2.7670486,1.8804702,6397.359375,6401.912598,106B,86,12373,0,GBER_CONUS_wet_poly,45.733242
WCMO,46,3.283,5961.343,0.000550715,3.274,46,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5008.773926,45078.96533,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,2.166666667,loam,5,Terril,0.2533333,0.2533333,1.8527435,1.2932022,6494.461426,6473.007324,94B,93,4589,0,GBER_CONUS_wet_poly,71.9145126
WCMO,47,8.259,19552.028,0.000422411,5.043,47,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,12724.43262,114519.8936,Hay/Pasture,All areas are prime farmland,Well drained,Not Hydric,0,None,1.833333333,clay loam,3.666666667,Kilkenny,0.1933333,0.1933333,1.469915,1.7222241,22738.52344,21899,238B,57,10516,0,GBER_CONUS_wet_poly,33.0967369
WCMO,48,2.578,762.088,0.003382811,2.82,48,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3970.619629,35735.57666,Herbaceuous,Not prime farmland,Poorly drained,All Hydric,1,None,2,loamy fine sand,5,Beaches,0.17,0.17,1.2015349,2.2712915,8830.78125,9012.133789,1032,72,6223,0,GBER_CONUS_wet_poly,31.7000256
WCMO,51,21.465,6140.636,0.003495566,7.654,51,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,31993.85742,287944.7168,Cultivated Crops,Not prime farmland,Excessively drained,Not Hydric,0,None,3.5,sandy loam,4.25,Hawick,0.1675,0.1675,0.4003161,1.6150181,51803.32031,51632.78125,392,56,7000,155.9583638,GBER_CONUS_wet_poly,34.6745338
WCMO,52,3.788,16108.968,0.000235149,3.522,52,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5777.928711,52001.3584,Hay/Pasture,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,3,clay loam,4,Le Sueur,0.205,0.205,0.4641384,1.3924317,7556.727539,8039.981934,239,85,8534,0,GBER_CONUS_wet_poly,61.0442848
WCMO,53,4.583,6341.798,0.000722666,3.872,53,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6991.018066,62919.1626,Hay/Pasture,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay,3,Lura,0.15,0.15,3.1294456,1.9959285,13741.96777,13944.22949,524,84,4589,0,GBER_CONUS_wet_poly,42.0856743
