GeneID,MOs,MOsID,SED_B,SED_BCR,Duck_BCR
13036,WCMO,13132,17.697,5.28044041,0.002114921
13037,WCMO,13133,13.243,1.063931579,0.000487016
13038,WCMO,13134,235.228,4.556317036,0.000511343
13039,WCMO,13135,6.372,1.083658541,0.000615978
13040,WCMO,13136,36.54,5.141346217,0.001455448
13041,WCMO,13137,60.909,3.057130992,0.00061254
13042,WCMO,13138,11.271,5.561885662,0.002730362
13043,WCMO,13139,6.266,1.07257715,0.00060938
13044,WCMO,13140,7.725,0.665525323,0.00034771
13045,WCMO,13141,9.138,1.319743642,0.000549243
13046,WCMO,13142,11.5,0.925809268,0.000345126
13047,WCMO,13143,4.321,0.406269736,0.000251321
13048,WCMO,13144,13.158,1.8968961,0.000672953
13049,WCMO,13145,108.675,2.937657991,0.000359926
13050,WCMO,13146,5.71,0.977715116,0.000526357
13051,WCMO,13147,6.973,1.157123537,0.000564042
13052,WCMO,13148,21.727,1.64616443,0.000453307
13053,WCMO,13152,7.89,0.476155301,0.000214964
13054,WCMO,13153,9.502,1.263248018,0.000530452
13055,WCMO,13154,4.62,0.813402765,0.000489626
13056,WCMO,13155,6.235,0.546268935,0.000289212
13057,WCMO,13156,7.7,0.655541419,0.000312361
13058,WCMO,13157,67.052,4.61193496,0.000714777
13059,WCMO,13158,3.899,0.662258855,0.000444167
13060,WCMO,13159,6.082,0.952654243,0.000511883
13061,WCMO,13160,5.346,0.476609493,0.000272628
13062,WCMO,13161,8.188,1.19292833,0.000551737
13063,WCMO,13162,4.486,0.745056857,0.000465702
13064,WCMO,13163,8.957,1.251487512,0.000570763
13065,WCMO,13164,5.044,0.82042367,0.000483081
13066,WCMO,13185,41.091,2.269839887,0.000609345
13067,WCMO,13186,41.252,3.14042349,0.000842582
13068,WCMO,13187,27.299,1.784044425,0.000581633
13069,WCMO,13188,5.725,0.524207874,0.000340895
13070,WCMO,13189,10.435,5.558763616,0.002821732
13071,WCMO,13190,15.755,5.327826166,0.002244755
13072,WCMO,13191,38.931,5.07948611,0.001397638
13073,WCMO,13192,8.983,5.676055991,0.003078453
13074,WCMO,13193,76.569,3.054135122,0.000601262
13075,WCMO,13194,10.418,1.515609556,0.000771625
13076,WCMO,13195,12.373,1.701905121,0.000805492
13077,WCMO,13196,6.616,1.08426062,0.000667338
13078,WCMO,13197,5.181,0.891624665,0.000599407
13079,WCMO,13198,9.59,0.547847479,0.000289005
13080,WCMO,13199,5.738,0.902751567,0.000589353
13081,WCMO,13200,13.128,1.768369225,0.000813601
13082,WCMO,13201,3.002,0.535777516,0.000538276
13083,WCMO,13202,2.938,0.52555084,0.000533422
13084,WCMO,13203,5.468,0.873031408,0.000576539
13085,WCMO,13204,4.23,0.387833187,0.000281294
13086,WCMO,13205,4.603,6.705865556,0.004685219
13087,WCMO,13206,340.319,2.961258039,0.000279368
13088,WCMO,13207,6.654,1.091065251,0.000671955
13089,WCMO,13208,37.924,1.819205842,0.000507808
13090,WCMO,13209,23.263,5.24261548,0.001845722
13091,WCMO,13210,13.766,1.692466973,0.000606367
13092,WCMO,13211,6.641,0.577184449,0.000296371
13093,WCMO,13212,7.858,1.158662269,0.000546892
13094,WCMO,13213,3.974,0.673440842,0.000446871
13095,WCMO,13214,5.229,0.901146985,0.000525281
13096,WCMO,13215,5.177,0.842570085,0.000486142
13097,WCMO,13216,10.262,0.836461028,0.000343159
13098,WCMO,13217,6.972,0.601712343,0.000302582
13099,WCMO,13218,4.772,0.755141434,0.000441343
13100,WCMO,13219,3.996,0.676195564,0.000449443
13101,WCMO,13220,5.781,0.336642065,0.000186169
13102,WCMO,13221,6.267,0.912276473,0.000481394
13103,WCMO,13222,11.661,1.316913902,0.000537223
13104,WCMO,13223,10.389,1.126983449,0.000485333
13105,WCMO,13224,5.067,0.788293737,0.000450231
13106,WCMO,13227,16.787,0.857073859,0.000353919
13107,WCMO,13230,11.265,0.869034864,0.00043039
13108,WCMO,13232,15.196,5.418921579,0.002350719
13109,WCMO,13233,6.141,1.024958687,0.000654765
13110,WCMO,13235,8.965,1.367256338,0.000751572
13111,WCMO,13236,11.018,1.581284753,0.000794517
13112,WCMO,13237,0,0,0
13113,WCMO,13238,22.907,2.450338578,0.000510884
13114,WCMO,13239,116.808,3.046381979,0.000489552
13115,WCMO,13240,11.825,0.972553272,0.000472007
13116,WCMO,13241,78.819,2.085392427,0.000406395
13117,WCMO,13242,65.981,1.957089259,0.000414459
13118,WCMO,13243,159.801,2.593266708,0.000357391
13119,WCMO,13244,10.894,1.387128204,0.000696493
13120,WCMO,13245,8.876,1.357387247,0.000744147
13121,WCMO,13246,47.749,2.52889609,0.000636289
13122,WCMO,13247,6.883,0.616987919,0.000377561
13123,WCMO,13248,23.609,1.622550127,0.000573518
13124,WCMO,13249,135.701,2.303264122,0.000343671
13125,WCMO,13250,16.778,5.302652243,0.002204434
13126,WCMO,13252,4.135,6.70865457,0.004349674
13127,WCMO,13253,13.315,1.028690379,0.000370143
13128,WCMO,13254,43.708,2.67380775,0.00052665
13129,WCMO,13255,16.533,0.698913554,0.000225573
13130,WCMO,13256,29.264,1.804904747,0.000429516
13131,WCMO,13257,8.766,6.708461263,0.002992252
13132,WCMO,13258,11.686,0.664603851,0.000255809
13133,WCMO,13259,4.786,0.790058926,0.000474762
13134,WCMO,13260,6.279,0.551373301,0.000289605
13135,WCMO,13261,8.324,0.494298994,0.000225653
13136,WCMO,13262,5.683,0.504883098,0.000279316
13137,WCMO,13263,5.915,0.362719767,0.000196292
13138,WCMO,13264,6.302,0.55315065,0.000289741
13139,WCMO,13265,6.347,0.535174281,0.000280193
13140,WCMO,13266,18.456,0.606921689,0.000186851
13141,WCMO,13267,13.919,1.028367243,0.000390689
13142,WCMO,13268,20.269,1.324925817,0.000423513
13143,WCMO,13269,78.08,2.516002053,0.000415746
13144,WCMO,13270,5.582,0.960565863,0.000531392
13145,WCMO,13271,11.058,1.620869078,0.000679833
13146,WCMO,13279,9.087,1.242091525,0.000571359
13147,WCMO,13280,9.422,1.440408928,0.000651104
13148,WCMO,13281,4.818,0.794395112,0.000469086
13149,WCMO,13282,12.463,0.859323982,0.00034606
13150,WCMO,13283,4.755,0.786414983,0.000466226
13151,WCMO,13284,46.056,2.584978879,0.00055487
13152,WCMO,13285,8.818,0.68208967,0.000318613
13153,WCMO,13286,15.64,5.767899574,0.002097317
13154,WCMO,13287,6.393,0.979506962,0.000522005
13155,WCMO,13288,15.291,1.725635374,0.00062735
13156,WCMO,13289,7.624,1.232030399,0.000605673
13157,WCMO,13301,26.343,1.313984414,0.000375845
13158,WCMO,13302,6.08,0.944826925,0.000513905
13159,WCMO,13303,64.368,1.446658188,0.000266664
13160,WCMO,13304,9.343,1.269678626,0.000577423
13161,WCMO,13305,4.317,0.682863681,0.000493997
13162,WCMO,13306,4.729,0.733382277,0.000506653
13163,WCMO,13307,35.955,1.051790141,0.000263394
13164,WCMO,13308,203.281,2.79548505,0.000296833
13165,WCMO,13309,6.159,0.970568713,0.000591103
13166,WCMO,13310,34.212,2.740556707,0.000709171
13167,WCMO,13311,80.921,1.927675886,0.000323022
13168,WCMO,13324,14.736,1.724706586,0.000651213
13169,WCMO,13325,15.675,1.783362068,0.000655663
13170,WCMO,13326,156.927,2.013521505,0.000241093
13171,WCMO,13327,168.149,2.79844676,0.000322485
13172,WCMO,13328,13.181,1.613011586,0.000640261
13173,WCMO,13329,4.802,0.807694934,0.000482229
13174,WCMO,13330,29.59,2.380430241,0.000646714
13175,WCMO,13331,5.44,0.89002163,0.000507836
13176,WCMO,13332,5.544,6.820320717,0.003877643
13177,WCMO,13333,21.175,5.676608886,0.001806596
13178,WCMO,13334,52.626,2.899472342,0.000590462
13179,WCMO,13335,4.5,0.767091829,0.000469119
13180,WCMO,13336,6.444,1.077049846,0.00057797
13181,WCMO,13337,34.367,1.6234846,0.00041056
13182,WCMO,13338,55.375,3.094814382,0.000507522
13183,WCMO,13339,7.506,1.227337746,0.000558565
13184,WCMO,13340,6.933,6.728037078,0.003190796
13185,WCMO,13341,5.92,6.72830491,0.003450529
13186,WCMO,13342,4.892,0.854185535,0.000482968
13187,WCMO,13343,9.788,1.390446378,0.000554161
13188,WCMO,13344,4.429,0.78274753,0.000464276
13189,WCMO,13345,15.676,0.904525843,0.000285795
13190,WCMO,13346,33.904,3.435366543,0.000724078
13191,WCMO,13374,6.437,1.07585685,0.000540018
13192,WCMO,13375,50.426,2.275989936,0.000391413
13193,WCMO,13376,113.963,3.073886203,0.000363672
13194,WCMO,13377,5.397,0.926643234,0.000508048
13195,WCMO,13378,5.197,0.900317822,0.000494941
13196,WCMO,13379,4.145,0.735847583,0.000461214
13197,WCMO,13380,4.251,0.754825128,0.000459003
13198,WCMO,13381,4.47,0.789137374,0.000469069
13199,WCMO,13382,4.569,0.80453002,0.000472787
13200,WCMO,13383,4.445,0.785242459,0.000467612
13201,WCMO,13384,6.588,6.727941176,0.003278186
13202,WCMO,13385,10.196,1.564848433,0.000615595
13203,WCMO,13386,13.544,1.12740069,0.000384318
13204,WCMO,13387,88.908,3.187467989,0.00042007
13205,WCMO,13388,5.409,0.500650642,0.00027166
13206,WCMO,13389,5.896,1.0033434,0.000518519
13207,WCMO,13390,155.916,4.132163287,0.000413174
13208,WCMO,13391,34.017,3.440956496,0.000729219
13209,WCMO,13392,4.933,0.860437943,0.000489262
13210,WCMO,13393,8.861,0.782968695,0.000331531
13211,WCMO,13394,5.507,0.946467607,0.00050924
13212,WCMO,13395,7.049,1.165563991,0.000554424
13213,WCMO,13396,7.462,0.461897224,0.000218197
13214,WCMO,13397,4.516,0.7962995,0.000470621
13215,WCMO,13398,23.616,0.837392616,0.000254558
13216,WCMO,13399,10.981,1.323694947,0.000573308
13217,WCMO,13400,9.622,1.462906532,0.00067079
13218,WCMO,13401,34.818,5.546615112,0.001407124
13219,WCMO,13402,20.306,1.498376071,0.000489964
13220,WCMO,13403,68.022,3.953671218,0.000716836
13221,WCMO,13404,4.7,0.832141777,0.000504243
13222,WCMO,13405,44.033,2.735863622,0.000506687
13223,WCMO,13406,10.38,1.603331222,0.000618008
13224,WCMO,13407,21.209,2.646838115,0.000717713
13225,WCMO,13408,4.101,0.734662509,0.000449647
13226,WCMO,13409,4.601,0.430925322,0.000255689
13227,WCMO,13410,9.552,0.84111873,0.00033761
13228,WCMO,13411,4.378,0.411052332,0.000248059
13229,WCMO,13412,15.806,6.793662801,0.002173577
13230,WCMO,13413,19.281,1.513550956,0.000429864
13231,WCMO,13414,4.6,0.431800775,0.00025082
13232,WCMO,13415,4.184,0.740843832,0.000468871
13233,WCMO,13416,4.789,0.448414664,0.000256464
13234,WCMO,13417,12.245,1.817038404,0.000645052
13235,WCMO,13418,36.183,3.544413858,0.000733118
13236,WCMO,13419,3.912,0.697878659,0.000455798
13237,WCMO,13420,10.112,1.55492561,0.000618772
13238,WCMO,13421,118.719,3.593783634,0.000422679
13239,WCMO,13422,20.015,2.55185174,0.000711561
13240,WCMO,13423,13.73,1.148955706,0.000387281
13241,WCMO,13424,6.017,1.02779224,0.000522693
13242,WCMO,13425,5.989,1.02371991,0.000519637
13243,WCMO,13426,3.709,0.60450131,0.000470367
13244,WCMO,13427,3.296,0.572695392,0.000480953
13245,WCMO,13428,9.174,0.758044368,0.000383567
13246,WCMO,13429,15.503,1.143893088,0.000443376
13247,WCMO,13430,3.282,0.305244116,0.000257346
13248,WCMO,13431,3.549,0.610519409,0.000495778
13249,WCMO,13432,90.59,2.531640334,0.000407287
13250,WCMO,13433,122.14,1.787200467,0.000243439
13251,WCMO,13434,9.621,4.576041916,0.002214536
13252,WCMO,13435,2.917,0.494987089,0.000434238
13253,WCMO,13436,4.584,0.417136749,0.000274724
13254,WCMO,13437,7.162,1.1706595,0.000637472
13255,WCMO,13438,8.514,1.320246855,0.000689431
13256,WCMO,13439,6.213,0.368490695,0.000214819
13257,WCMO,13440,21.186,2.423269703,0.000816564
13258,WCMO,13441,21.035,1.994629719,0.000683778
13259,WCMO,13442,12.544,1.534942706,0.000669824
13260,WCMO,13443,4.609,0.816554314,0.000534685
13261,WCMO,13444,7.474,6.312206781,0.00345761
13262,WCMO,13445,19.764,1.93945189,0.000685442
13263,WCMO,13446,6.878,1.043817574,0.000591567
13264,WCMO,13447,21.096,1.997148743,0.00068626
13265,WCMO,13448,4.746,0.791799586,0.000510182
13266,WCMO,13449,16.43,1.774619826,0.000686194
13267,WCMO,13450,6.751,1.120237621,0.000599363
13268,WCMO,13451,30.249,1.643781662,0.000449188
13269,WCMO,13452,6.19,6.661121113,0.003665231
13270,WCMO,13453,6.709,1.017190042,0.000543239
13271,WCMO,13454,50.56,1.747330966,0.000365433
13272,WCMO,13455,5.804,0.99183259,0.000563588
13273,WCMO,13456,5.385,6.954147823,0.004053681
13274,WCMO,13457,6.255,0.521507581,0.000287058
13275,WCMO,13458,18.649,1.856105217,0.0006332
13276,WCMO,13459,8.189,1.297606092,0.000646822
13277,WCMO,13460,28.388,2.187359669,0.000621195
13278,WCMO,13461,4.989,0.873469939,0.000524537
13279,WCMO,13486,6.506,0.554363259,0.000287747
13280,WCMO,13487,17.218,1.17970623,0.000377454
13281,WCMO,13488,17.96,1.338340236,0.000420281
13282,WCMO,13489,27.241,1.793678096,0.000455514
13283,WCMO,13490,3.512,0.619566773,0.000438742
13284,WCMO,13491,169.358,2.159918197,0.000222256
13285,WCMO,13492,17.447,5.252119497,0.001677355
13286,WCMO,13493,9.217,0.739261914,0.00032636
13287,WCMO,13494,3.162,0.298190122,0.00022435
13288,WCMO,13495,3.22,0.573467102,0.000427785
13289,WCMO,13496,213.498,3.84171863,0.000351012
13290,WCMO,13497,4.454,0.4104827,0.000259524
13291,WCMO,13498,3.886,0.361748831,0.000245293
13292,WCMO,13499,4.736,0.434313878,0.000266678
13293,WCMO,13500,5.841,0.525473169,0.00029139
13294,WCMO,13501,24.607,2.536489808,0.000685276
13295,WCMO,13502,58.236,1.870823126,0.000330211
13296,WCMO,13503,8.154,5.23540376,0.002462322
13297,WCMO,13504,4.394,0.405376731,0.000259703
13298,WCMO,13505,4.137,0.714493704,0.000472357
13299,WCMO,13506,190.065,2.533990152,0.000245886
13300,WCMO,13507,5.641,0.509230054,0.000288151
13301,WCMO,13508,53.763,5.33918996,0.000971944
13302,WCMO,13509,13.099,1.757881513,0.000649929
13303,WCMO,13510,18.408,1.369061312,0.000425563
13304,WCMO,13583,5.789,0.914540033,0.000521646
13305,WCMO,13584,10.935,6.038480611,0.002666098
13306,WCMO,13585,5.847,0.933137737,0.000529528
13307,WCMO,13586,51.545,2.805983994,0.000587545
13308,WCMO,13587,251.298,4.532331862,0.000434985
13309,WCMO,13588,12.129,6.049575697,0.002544223
13310,WCMO,13589,170.232,1.62015277,0.000188719
13311,WCMO,13590,7.284,1.077221425,0.000561681
13312,WCMO,13591,9.72,1.478484401,0.000684331
13313,WCMO,13592,5.866,0.935416253,0.000533088
13314,WCMO,13623,3.509,0.622984709,0.000437456
13315,WCMO,13624,4.899,5.343743762,0.003223262
13316,WCMO,13625,11.392,0.773670693,0.000344729
13317,WCMO,13626,6.618,0.588868674,0.000305913
13318,WCMO,13627,62.803,1.385532222,0.000264893
13319,WCMO,13628,56.692,1.060968146,0.000209622
13320,WCMO,13629,3.556,0.627678245,0.000443929
13321,WCMO,13630,20.732,0.754591911,0.000250596
13322,WCMO,13631,4.331,0.745377703,0.00047879
13323,WCMO,13632,3.8,0.577390717,0.000447782
13324,WCMO,13633,7.239,5.546199945,0.00270836
13325,WCMO,13634,24.922,1.719223522,0.000456813
13326,WCMO,13635,11.822,0.666838331,0.00029354
13327,WCMO,13636,30.514,0.916390852,0.000250045
13328,WCMO,13637,52.485,0.93416473,0.000193917
13329,WCMO,13638,26.601,1.025054946,0.00029949
13330,WCMO,13639,23.107,1.630882925,0.000450298
13331,WCMO,13640,109.545,3.102619776,0.000450559
13332,WCMO,13641,8.16,0.410224195,0.000216222
13333,WCMO,13642,38.144,2.028283991,0.000497925
13334,WCMO,13643,4.117,0.260864827,0.000175895
13335,WCMO,13644,3.702,0.235746191,0.00016748
13336,WCMO,13645,13.514,1.785749681,0.00066295
13337,WCMO,13646,1501.472,5.132393333,0.000177068
13338,WCMO,13647,3.873,0.355522411,0.0002741
13339,WCMO,13648,30.823,1.980708415,0.000470838
13340,WCMO,13649,3.422,0.283955478,0.000231513
13341,WCMO,13650,69.93,2.674282284,0.000486824
13342,WCMO,13651,4.039,0.364674383,0.000248744
13343,WCMO,13652,68.452,2.443528302,0.000403483
13344,WCMO,13653,12.137,0.702717578,0.000270098
13345,WCMO,13654,8.298,1.277376111,0.000584348
13346,WCMO,13655,3.202,5.345192248,0.003996374
13347,WCMO,13656,85.884,2.882141185,0.000470927
13348,WCMO,13657,17.267,1.23533403,0.000451508
13349,WCMO,13658,148.605,4.025696952,0.000438721
13350,WCMO,13659,37.395,0.947668357,0.000204714
13351,WCMO,13660,4.277,0.270690772,0.000175503
13352,WCMO,13661,11.071,0.651378138,0.000260292
13353,WCMO,13662,102.703,2.974183681,0.000402155
13354,WCMO,13663,5.522,0.339494734,0.000219669
13355,WCMO,13664,5.566,0.49336007,0.000319629
13356,WCMO,13868,15.901,1.142682702,0.000430671
13357,WCMO,13869,12.207,1.357726361,0.000578371
13358,WCMO,13870,4.473,0.800829153,0.000519026
13359,WCMO,13871,27.765,1.593746475,0.000474422
13360,WCMO,13872,6.359,1.081852825,0.000607192
13361,WCMO,13873,5.192,0.908695527,0.000560934
13362,WCMO,13874,6.731,6.812753036,0.00382085
13363,WCMO,13875,13.241,1.582906097,0.000669337
13364,WCMO,13876,11.649,0.915246551,0.000395593
13365,WCMO,13877,353.479,3.290243537,0.000279338
13366,WCMO,13878,9.987,0.812334734,0.000374486
13367,WCMO,13879,25.322,6.112637943,0.001885305
13368,WCMO,13894,13.724,0.757228277,0.00027047
13369,WCMO,13895,15.139,2.094395986,0.000696702
13370,WCMO,13896,5.35,0.924441987,0.00051786
13371,WCMO,13897,7.587,1.119574777,0.000548204
13372,WCMO,13898,10.884,1.152294744,0.000483828
13373,WCMO,13899,7.709,1.136166346,0.000547818
13374,WCMO,13900,5.03,0.831163852,0.000471103
13375,WCMO,13901,4.813,0.803194354,0.000461924
13376,WCMO,13902,4.473,0.758213214,0.000447164
13377,WCMO,13903,6.241,0.977714042,0.000512748
13378,WCMO,13904,42.259,2.22708933,0.000438156
13379,WCMO,13905,6.564,1.014243445,0.000520719
13380,WCMO,13906,8.821,0.729637622,0.000332849
13381,WCMO,13907,9.457,1.30194405,0.000575185
13382,WCMO,13908,8.401,0.701575409,0.000326528
13383,WCMO,13909,32.167,2.385707324,0.000600376
13384,WCMO,13910,5.137,0.844742926,0.000475898
13385,WCMO,13911,4.53,0.415023788,0.000243151
13386,WCMO,13912,14.659,1.482382312,0.000540409
13387,WCMO,13913,57.597,1.916454215,0.000361184
13388,WCMO,13924,39.337,2.114040492,0.000482601
13389,WCMO,13925,9.14,1.153040084,0.000523157
13390,WCMO,13926,4.363,0.707257142,0.000425684
13391,WCMO,13927,5.362,0.465666679,0.000260711
13392,WCMO,13928,4.439,0.407624366,0.00024215
13393,WCMO,13929,14.104,1.04195671,0.000389847
13394,WCMO,13930,6.857,0.568698572,0.000288703
13395,WCMO,13931,6.73,0.560317234,0.000287152
13396,WCMO,13932,32.459,5.183732735,0
13397,WCMO,13933,5.437,0.929288924,0.000611721
13398,WCMO,13934,77.382,2.858378715,0.000564827
13399,WCMO,13935,9.313,1.405411915,0.000761485
13400,WCMO,13937,39.926,3.129589918,0.000784553
13401,WCMO,13938,7.822,0.704680495,0.000373331
13402,WCMO,13939,84.602,4.530074027,0.00077411
13403,WCMO,13944,7.239,0.621032276,0.000310731
13404,WCMO,13945,12.066,0.642331977,0.000259201
13405,WCMO,13946,5.027,0.783880412,0.000452209
13406,WCMO,13947,16.082,1.160763257,0.00041163
13407,WCMO,13948,11.028,0.878980319,0.000369669
13408,WCMO,13949,13.147,0.649980135,0.000252982
13409,WCMO,13950,6.009,1.020186761,0.000551434
13410,WCMO,13951,5.228,0.470737683,0.000267334
13411,WCMO,13952,7.313,1.095313875,0.000546983
13412,WCMO,13953,5.832,0.928012368,0.000510152
13413,WCMO,13954,11.435,1.465060016,0.000606139
13414,WCMO,13955,5.86,0.519553843,0.000282917
13415,WCMO,13965,4.272,7.382203567,0.004572404
13416,WCMO,13966,14.515,0.776371935,0.000294609
13417,WCMO,13967,7.593,0.644764214,0.000324463
13418,WCMO,13968,7.936,0.630534808,0.000310103
13419,WCMO,13969,9.589,6.103180604,0.00277695
13420,WCMO,13970,5.966,6.762500878,0.003666894
13421,WCMO,13971,12.965,5.901580841,0.002335597
13422,WCMO,13972,10.197,0.765998702,0.000338115
13423,WCMO,13973,22.865,0.654647849,0.000199415
13424,WCMO,13980,6.11,1.03198146,0.000567843
13425,WCMO,13981,709.234,3.671400346,0.00020699
13426,WCMO,13989,18.706,2.260143946,0.000767357
13427,WCMO,13990,5.277,0.915374916,0.00053167
13428,WCMO,13991,79.817,5.507090525,0.000921034
13429,WCMO,13999,25.823,1.889517761,0.000456446
13430,WCMO,14000,4.607,0.81042794,0.000475491
13431,WCMO,14001,7.483,1.224267558,0.000563952
13432,WCMO,14002,18.491,2.386159013,0.000699807
13433,WCMO,14003,6.192,1.045880225,0.00052919
13434,WCMO,14004,21.881,1.650935086,0.000445611
13435,WCMO,14005,236.447,4.69478469,0.000384622
13436,WCMO,14006,8.745,1.381571807,0.000595284
13437,WCMO,14007,12.978,1.087902761,0.000381579
13438,WCMO,14008,6.13,1.037029919,0.000528835
13439,WCMO,14009,14.137,1.990654891,0.00066787
13440,WCMO,14010,4.935,0.860729742,0.000489229
13441,WCMO,14011,57.128,4.342976554,0.000711945
13442,WCMO,14012,53.333,4.236568498,0.000715879
13443,WCMO,14013,134.852,4.466888196,0.000486067
13444,WCMO,14021,13.779,1.626131205,0.00065109
13445,WCMO,14022,7.82,1.128409868,0.000576037
13446,WCMO,14023,6.501,1.003430587,0.000559982
13447,WCMO,14024,7.514,6.48261023,0.003362951
13448,WCMO,14025,85.387,2.443745165,0.000403394
13449,WCMO,14026,6.196,0.974098813,0.000543804
13450,WCMO,14027,5.99,6.807320995,0.003859376
13451,WCMO,14028,45.943,2.697464842,0.000607154
13452,WCMO,14029,11.626,1.47511957,0.000639734
13453,WCMO,14030,4.964,0.777809673,0.000478062
13454,WCMO,14031,7.986,1.066556263,0.000543562
13455,WCMO,14032,5.739,0.864406037,0.000498551
13456,WCMO,14033,6.134,0.966935961,0.000543842
13457,WCMO,14034,80.058,3.063312397,0.000522529
13458,WCMO,14035,7.546,6.375238459,0.003344761
13459,WCMO,14036,17.14,1.594996513,0.000576674
13460,WCMO,14038,2.944,0.527403389,0.000506623
13461,WCMO,14039,74.429,1.957125929,0.000367817
13462,WCMO,14040,130.426,2.243869217,0.00031635
13463,WCMO,14041,15.889,5.616295564,0.002205657
13464,WCMO,14042,15.292,0.954093693,0.000365615
13465,WCMO,14043,79.82,2.382759615,0.000410281
13466,WCMO,14044,17.959,2.012029154,0.00071366
13467,WCMO,14045,3.792,4.57781378,0.003520281
13468,WCMO,14046,4.079,0.652735665,0.000484391
13469,WCMO,14047,3.196,0.55678715,0.000479088
13470,WCMO,14048,4.038,0.253399971,0.0001946
13471,WCMO,14049,18.787,2.062885789,0.000716361
13472,WCMO,14050,3.179,0.296102117,0.000256237
13473,WCMO,14051,7.781,1.161317457,0.000626702
13474,WCMO,14052,51.867,2.355670609,0.000505225
13475,WCMO,14053,28.548,2.458161824,0.00070831
13476,WCMO,14054,28.903,1.731145752,0.000497488
13477,WCMO,14055,15.821,2.14443206,0.000673515
13478,WCMO,14056,5.955,0.363568185,0.000230351
13479,WCMO,14057,7.78,0.659208851,0.000364259
13480,WCMO,14058,19.647,2.470399715,0.000696596
13481,WCMO,14067,5.582,7.632846674,0.004444062
13482,WCMO,14068,5.937,1.025313163,0.000582859
13483,WCMO,14069,104.09,4.733418585,0.000708171
13484,WCMO,14070,27.726,2.943352097,0.000844597
13485,WCMO,14071,44.021,1.701073596,0.000414168
13486,WCMO,14072,38.491,1.877815217,0.000480589
13487,WCMO,14073,9.041,1.433460465,0.000687795
13488,WCMO,14074,5.683,0.988664027,0.000572009
13489,WCMO,14075,5.053,0.895411252,0.000540295
13490,WCMO,14076,9.483,1.461181164,0.000715721
13491,WCMO,14077,53.546,3.900198448,0.000812511
13492,WCMO,14078,6.293,1.070302532,0.00060803
13493,WCMO,14079,5.77,1.00128727,0.000573701
13494,WCMO,14080,346.08,5.55325418,0.000461375
13495,WCMO,14081,7.727,7.100475356,0.003628805
13496,WCMO,14082,5.951,1.02733743,0.000585052
13497,WCMO,14083,23.136,2.673186333,0.000836642
13498,WCMO,14084,18.962,1.295602924,0.000444257
13499,WCMO,14085,32.34,3.173880047,0.000846074
13500,WCMO,14086,18.719,6.195804501,0.002189831
13501,WCMO,14087,69.356,2.00141937,0.000374393
13502,WCMO,14088,4.258,0.752764305,0.000473792
13503,WCMO,14089,630.711,3.2649067,0.000168171
13504,WCMO,14090,3.898,0.695959702,0.000458498
13505,WCMO,14091,15.714,0.811263773,0.000267324
13506,WCMO,14092,5.983,1.010214087,0.000537779
13507,WCMO,14093,11.536,1.701811523,0.000651014
13508,WCMO,14094,9.292,1.444498578,0.000615917
13509,WCMO,14095,67.555,2.405306393,0.000434917
13510,WCMO,14096,33.283,2.299207888,0.000683759
13511,WCMO,14097,58.929,2.206888132,0.000493366
13512,WCMO,14098,21.396,2.561590533,0.000858892
13513,WCMO,14099,527.336,3.756261365,0.000261161
13514,WCMO,14101,6.763,0.607551807,0.000374341
13515,WCMO,14102,17.27,0.945581484,0.000388033
13516,WCMO,14103,12.583,1.728142086,0.000816895
13517,WCMO,14104,7.103,0.605073382,0.000365361
13518,WCMO,14105,9.345,0.753734434,0.000406025
13519,WCMO,14106,29.75,3.054369627,0.00087627
13520,WCMO,14107,98.917,4.695633318,0.000748229
13521,WCMO,14108,5.678,0.98842371,0.000592045
13522,WCMO,14109,25.464,1.59420337,0.000495778
13523,WCMO,14110,5.441,0.508254868,0.0003091
13524,WCMO,14111,5.917,1.022977665,0.000601823
13525,WCMO,14112,16.578,1.202591033,0.000458099
13526,WCMO,14113,22.292,2.622185653,0.000864691
13527,WCMO,14114,13.521,1.869187819,0.000734487
13528,WCMO,14133,10.895,1.598574298,0.000694892
13529,WCMO,14134,10.191,0.871169049,0.000394082
13530,WCMO,14135,15.038,1.982689504,0.000749145
13531,WCMO,14136,12.598,5.853569688,0.002414284
13532,WCMO,14137,5.188,0.902548429,0.000528864
13533,WCMO,14138,4.386,7.29082513,0.004559675
13534,WCMO,14139,37.827,5.656135323,0.001368914
13535,WCMO,14140,34.998,3.090437006,0.000782278
13536,WCMO,14141,16.81,2.122012031,0.000759809
13537,WCMO,14142,7.554,6.308979647,0.003234667
13538,WCMO,14209,3.726,0.652785542,0.000465324
13539,WCMO,14210,59.034,1.33955418,0.000265442
13540,WCMO,14211,8.2,0.371506149,0.000173339
13541,WCMO,14212,126.069,1.837385074,0.00022468
13542,WCMO,14213,4.047,0.370195587,0.000280185
13543,WCMO,14214,766.496,4.795155038,0.000231833
13544,WCMO,14215,4.067,0.371871688,0.000280801
13545,WCMO,14216,3.791,0.354851672,0.000242434
13546,WCMO,14217,6.2,1.006471286,0.000546904
13547,WCMO,14218,226.211,3.336395579,0.000305364
13548,WCMO,14219,24.11,0.980817273,0.0002748
13549,WCMO,14220,8.052,0.698796676,0.000337856
13550,WCMO,14221,7.154,0.630156411,0.000322653
13551,WCMO,14222,3.099,0.195981389,0.000151271
13552,WCMO,14223,18.386,2.178029832,0.000688023
