Join_Count,TARGET_FID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,DITCHALL_,DITCHALL_I,UNIQUE_ID,MAJOR,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,TWP,RNG,SEC,PEDIGREE,PEDYEAR,ID,SedRed,Cost,Duck,max_flowac,mean_flowl,Join_Cou_1,TARGET_F_1,Subbasin,Area,Elev,ElevMin,ElevMax,SubbasinR,subwatersh,Watershed,budget_rat,Bluff_avgE,River,Subbasin_1,Zone,Subbasin_2,watershed_,Zone_1,gag_loc,Shape_Leng,Shape_Le_1,Le2,X10_,X20_,X30_,X40_,X50_,X60_,X70_,X80_,X90_,Type
1,77,23282,23284,0,0,393.3940091,16672,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1144,2.606,41603.77,0,11308,81229.9,1,1144,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,392.5355494,392.5355494,1,1,1,1,1,1,1,1,1,ICMO
1,77,23284,23263,0,0,1525.804556,16673,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1145,10.116,161362.961,0,12717,80251.2,1,1145,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,1529.81772,1529.81772,1,1,1,1,1,1,1,1,1,ICMO
1,61,23286,23287,0,0,162.0007793,16675,691,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1146,1.072,17132.552,0,30,81926,1,1146,61,7438199.96,326.7072007,307,342,78,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,22200.00005,161.5169108,161.5169108,1,1,1,1,1,1,1,1,1,ICMO
1,61,23288,23287,0,0,812.4955224,16676,692,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1147,5.386,85926.263,0,6424,82225.8,1,1147,61,7438199.96,326.7072007,307,342,78,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,22200.00005,814.8098071,814.8098071,1,1,1,1,1,1,1,1,1,ICMO
1,57,23287,23289,0,0,1248.257678,16677,692,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1148,8.276,132010.718,0,133725,81224.7,3,1148,57,5036800.066,319.8320561,307,342,78,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,20499.99957,1247.175474,1247.175474,1,1,1,1,1,1,1,1,1,ICMO
1,57,23290,23289,0,0,265.5688008,16678,690,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1149,1.758,28085.49,0,267,80805.2,2,1149,57,5036800.066,319.8320561,307,342,78,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,20499.99957,266.3260956,266.3260956,1,1,1,1,1,1,1,1,1,ICMO
1,78,23289,23271,0,0,1840.413083,16679,690,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1150,12.203,194634.695,0,137978,79712.3,2,1150,78,2572400.132,315.9202301,306,329,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,12299.99978,1846.879945,1846.879945,1,1,1,1,1,1,1,1,1,ICMO
1,94,23271,23172,0,0,1508.054833,16680,690,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1151,9.999,159485.821,0,157313,77943.5,2,1151,94,4509499.891,318.314669,306,331,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,15520.00014,1513.58845,1513.58845,1,1,1,1,1,1,1,1,1,ICMO
2,102,23108,23172,0,0,478.0175185,16681,687,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1152,3.169,50553.213,0,157316,77423.1,2,1152,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,478.0408205,478.0408205,1,1,1,1,1,1,1,1,1,ICMO
1,103,23172,23173,0,0,811.8798578,16682,690,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1153,5.382,85861.153,0,173986,76712.5,2,1153,103,415699.9995,314.105605,306,320,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,4240.000001,813.8972177,813.8972177,1,1,1,1,1,1,1,1,1,ICMO
1,134,23150,23173,0,0,742.1381608,16683,688,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1154,4.92,78485.551,0,13794,76674.1,2,1154,134,2238499.913,314.3687737,306,324,148,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,9540.000053,740.7482353,740.7482353,1,1,1,1,1,1,1,1,1,ICMO
1,134,23173,23176,0,0,1806.099687,16684,690,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1155,11.975,191005.848,0,215500,75316.5,2,1155,134,2238499.913,314.3687737,306,324,148,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,9540.000053,1808.046489,1808.046489,1,1,1,1,1,1,1,1,1,ICMO
3,115,23443,23444,0,0,630.7362789,16826,93,32080JD22,32,LeSueur River,32080,JD22,PUBLIC DITCH OPEN,BLUE EARTH,108,25,33,MSUWRC,1993,1156,4.701,66704.135,0,1742,67206.6,1,1156,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,630.6787464,630.6787464,1,1,1,1,1,1,1,1,1,ICMO
3,115,23456,23458,0,0,587.5924748,16834,101,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1157,4.38,62141.42,0,2726,66119.1,1,1157,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,585.8173775,585.8173775,1,1,1,1,1,1,1,1,1,ICMO
3,118,23204,23468,0,0,1557.416121,16839,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1158,11.607,164706.073,0,3540,68542.5,1,1158,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,1555.355988,1555.355988,1,1,1,1,1,1,1,1,1,ICMO
3,118,23468,23466,0,0,930.9695919,16840,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1159,6.936,98455.604,0,4177,67303.9,1,1159,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,931.90766,931.90766,1,1,1,1,1,1,1,1,1,ICMO
3,118,23467,23470,0,0,359.4192096,16842,106,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1160,2.679,38010.732,0,1408,67314.7,1,1160,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,360.7707742,360.7707742,1,1,1,1,1,1,1,1,1,ICMO
3,118,23470,23466,0,0,398.263472,16843,106,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1161,2.968,42118.745,0,2532,67018,1,1161,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,398.4806232,398.4806232,1,1,1,1,1,1,1,1,1,ICMO
3,118,23466,23476,0,0,426.6282293,16849,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1162,3.179,45118.488,0,4657,66742.3,1,1162,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,425.3293256,425.3293256,1,1,1,1,1,1,1,1,1,ICMO
3,118,23477,23476,0,0,450.640285,16850,114,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1163,3.358,47657.906,0,226,66765.4,1,1163,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,451.4511885,451.4511885,1,1,1,1,1,1,1,1,1,ICMO
3,118,23476,23479,0,0,677.2268501,16851,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1164,5.047,71620.791,0,9111,66258.8,1,1164,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,678.6247383,678.6247383,1,1,1,1,1,1,1,1,1,ICMO
3,118,23479,23483,0,0,455.8750571,16856,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1165,3.397,48211.515,0,9821,65651.8,1,1165,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,457.5506519,457.5506519,1,1,1,1,1,1,1,1,1,ICMO
3,118,23483,23485,0,0,906.4213196,16858,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1166,6.753,95859.478,0,10673,64984.3,1,1166,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,908.7310413,908.7310413,1,1,1,1,1,1,1,1,1,ICMO
3,118,23485,23465,0,0,1582.83915,16859,105,32080CD83,32,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1167,11.796,167394.71,0,22794,63845.3,2,1167,118,11139000.02,313.5088338,298,325,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,27940.00033,1579.504621,1579.504621,1,1,1,1,1,1,1,1,1,ICMO
3,115,23444,23450,0,0,365.3553976,16862,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1168,2.723,38638.519,0,1791,66657.3,1,1168,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,365.4386295,365.4386295,1,1,1,1,1,1,1,1,1,ICMO
3,115,23450,23452,0,0,305.8806274,16863,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1169,2.279,32348.706,0,389,66373.9,1,1169,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,307.0248994,307.0248994,1,1,1,3,1,1,1,1,1,ICMO
3,115,23452,23454,0,0,99.50994232,16864,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1170,0.734,10523.772,0,2220,66178.9,1,1170,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,99.88268679,99.88268679,1,1,1,1,1,1,1,1,1,ICMO
3,115,23454,23458,0,0,228.2187854,16865,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1171,1.7,24135.502,0,4,66004.8,1,1171,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,229.0686313,229.0686313,1,1,1,1,1,1,1,1,1,ICMO
3,115,23458,23460,0,0,306.741433,16866,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1172,2.286,32439.742,0,90,65724,1,1172,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,307.7784046,307.7784046,1,1,1,1,1,1,1,1,1,ICMO
3,115,23460,23462,0,0,315.9055772,16867,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1173,2.355,33408.905,0,5413,65407.6,1,1173,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,317.0499076,317.0499076,1,1,1,1,1,1,1,1,1,ICMO
3,115,23462,23465,0,0,2103.972735,16868,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1174,15.681,222507.705,0,22787,64175.4,2,1174,115,9297600.04,306.0780201,298,320,133,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,7,3,10,LO,3,AB,19820.00014,2108.570116,2108.570116,1,1,1,1,1,1,1,1,1,ICMO
2,129,23465,23489,0,0,1406.003699,16869,121,32080CD26,32,LeSueur River,32080,CD26,PUBLIC DITCH OPEN,BLUE EARTH,107,25,9,MSUWRC,1993,1175,10.478,148693.303,0,985569,62307.8,2,1175,129,4160900.082,301.4882598,289,311,105,Upper Le Sueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,10,LO,3,BT,16919.9996,1406.491723,1406.491723,1,1,1,1,1,1,1,1,1,ICMO
3,71,23537,23538,0,0,751.7794035,16900,165,32020CD2,32,LeSueur River,32020,CD2,PUBLIC DITCH OPEN,BLUE EARTH,108,25,11,MSUWRC,1993,1176,4.988,79505.17,0,3218,105980,1,1176,71,6305699.975,315.7742677,308,325,50,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,2,3,1,LO,3,BT,17780.00004,754.4893432,754.4893432,1,1,1,1,1,1,1,1,1,ICMO
2,98,23546,23545,0,0,925.9009053,16904,24,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1177,5.774,97919.56,0,232,60833,1,1177,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,924.0448328,924.0448328,1,1,1,1,1,1,1,1,1,ICMO
2,98,23543,23548,0,0,315.3423552,16906,23,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1178,1.966,33349.341,0,1001,61658.8,1,1178,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,314.3804079,314.3804079,1,1,1,1,1,1,1,1,1,ICMO
2,98,23548,23545,0,0,1404.294036,16907,23,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1179,8.757,148512.496,0,3568,60959.9,1,1179,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,1404.992961,1404.992961,1,1,1,1,1,1,1,1,1,ICMO
2,98,23545,23553,0,0,1334.23741,16910,23,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1180,8.32,141103.589,0,5063,59612.8,1,1180,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,1331.85733,1331.85733,1,1,1,1,1,1,1,1,1,ICMO
2,98,23553,23544,0,0,829.2998896,16911,23,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1181,5.172,87703.425,0,7656,58622.1,1,1181,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,828.7159167,828.7159167,1,1,1,1,1,1,1,1,1,ICMO
2,98,23552,23553,0,0,593.3374231,16912,29,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1182,3.7,62748.982,0,1783,59299.2,1,1182,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,595.5632737,595.5632737,1,1,1,1,1,1,1,1,1,ICMO
2,98,23544,23556,0,0,376.3940872,16916,85,32079CD25,32,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1183,2.347,39805.927,0,7890,57520.2,1,1183,98,7092899.86,302.4115101,289,311,97,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,18959.9997,375.4819597,375.4819597,1,1,1,1,1,1,1,1,1,ICMO
2,181,23557,23559,0,0,1567.697707,16917,31,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1184,9.776,165793.412,0,30115,63304.5,2,1184,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,1572.115856,1572.115856,1,1,1,1,1,1,1,1,1,ICMO
2,181,23559,23558,0,0,1776.204768,16918,31,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1185,11.076,187844.281,0,37366,61536.3,1,1185,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,1779.903605,1779.903605,1,1,1,1,1,1,1,1,1,ICMO
2,180,23560,23559,0,0,141.3487658,16919,32,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1186,0.88,14948.478,0,5821,62589,3,1186,180,5079199.968,306.6520909,298,314,181,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,17659.99984,141.5071264,141.5071264,1,1,1,1,1,1,1,1,1,ICMO
2,181,23561,23562,0,0,737.8889384,16920,33,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1187,4.602,78036.17,0,40170,59054.4,1,1187,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,739.4284784,739.4284784,1,1,1,1,1,1,1,1,1,ICMO
2,181,23558,23563,0,0,286.5305505,16921,86,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1188,1.786,30302.32,0,37368,60497.7,1,1188,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,286.2389159,286.2389159,1,1,1,1,1,1,1,1,1,ICMO
2,181,23564,23563,0,0,834.5843552,16922,87,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1189,5.205,88262.289,0,359,60734.4,1,1189,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,835.965683,835.965683,1,1,1,1,1,1,1,1,1,ICMO
2,181,23563,23565,0,0,382.8433413,16923,86,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1190,2.387,40487.974,0,27,60200.7,1,1190,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,384.1807159,384.1807159,1,1,1,1,1,1,1,1,1,ICMO
2,181,23565,23561,0,0,572.6555337,16924,86,32074CD88,32,LeSueur River,32074,CD88,PUBLIC DITCH OPEN,BLUE EARTH,107,25,7,MSUWRC,1993,1191,3.571,60561.749,0,39979,59727,1,1191,181,5821700.091,301.4886889,289,310,105,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,7,3,5,LO,3,BT,15479.99894,573.5202541,573.5202541,1,1,1,1,1,1,1,1,1,ICMO
3,228,23581,23580,0,0,1207.725282,16935,139,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,1192,7.531,127724.174,0,2191,67522.4,1,1192,228,8865699.988,305.6315576,297,317,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.00019,1209.498605,1209.498605,1,1,1,1,1,1,1,1,1,ICMO
3,228,23578,23593,0,0,364.1247581,16947,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,1193,2.27,38508.372,0,5523,67917.4,2,1193,228,8865699.988,305.6315576,297,317,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.00019,364.5398042,364.5398042,1,1,1,1,1,1,1,1,1,ICMO
3,228,23593,23580,0,0,771.9142567,16948,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,1194,4.814,81634.551,0,13449,67352.9,1,1194,228,8865699.988,305.6315576,297,317,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.00019,769.8122242,769.8122242,1,1,1,1,1,1,1,1,1,ICMO
3,228,23580,23613,0,0,706.8603068,16967,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,1195,4.408,74754.707,0,14226,66632.2,1,1195,228,8865699.988,305.6315576,297,317,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.00019,707.2596585,707.2596585,1,1,1,1,1,1,1,1,1,ICMO
3,228,23613,23579,0,0,506.7392872,16968,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,1196,3.16,53590.711,0,14452,65990.7,1,1196,228,8865699.988,305.6315576,297,317,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.00019,506.1736567,506.1736567,1,1,1,1,1,1,1,1,1,ICMO
4,328,23620,23622,0,0,1446.993381,16975,160,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,1197,9.023,153028.208,0,1239,68230.8,1,1197,328,10105499.91,313.7313344,301,320,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.00021,1448.786224,1448.786224,1,1,1,1,1,1,1,1,1,ICMO
4,328,23622,23621,0,0,3239.065711,16976,160,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,1198,20.199,342550.578,0,10652,65997.9,1,1198,328,10105499.91,313.7313344,301,320,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.00021,3240.314,3240.314,1,1,1,1,1,1,1,1,1,ICMO
4,328,23623,23622,0,0,724.9042548,16977,161,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,1199,4.521,76662.962,0,4867,67872.7,1,1199,328,10105499.91,313.7313344,301,320,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.00021,722.5727213,722.5727213,1,1,1,1,1,1,1,1,1,ICMO
3,204,23639,23641,0,0,1170.038524,17001,35,32075CD93,32,LeSueur River,32075,CD93,PUBLIC DITCH OPEN,BLUE EARTH,107,26,15,MSUWRC,1993,1200,6.537,123738.574,0,2284,37558,1,1200,204,4783100.014,305.8279359,298,314,174,Lower Cobb,Le Sueur,LS btwn gauges,0.07,LES,6,3,4,LO,3,BT,13040.00022,1169.587056,1169.587056,1,1,1,1,1,1,1,1,1,ICMO
3,174,23641,23640,0,0,5453.438305,17002,35,32075CD93,32,LeSueur River,32075,CD93,PUBLIC DITCH OPEN,BLUE EARTH,107,26,15,MSUWRC,1993,1201,30.462,576733.729,0,14216,34174.6,2,1201,174,5836199.787,304.2660121,296,314,141,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,6,3,4,LO,3,BT,18520.00008,5454.99092,5454.99092,1,1,1,1,1,1,1,1,1,ICMO
4,302,23671,23682,0,0,360.5076273,17038,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,1202,2.835,38125.839,0,4289,48511.1,1,1202,302,6946900.063,305.8383596,298,315,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.00025,359.337693,359.337693,1,1,1,1,1,1,1,1,1,ICMO
4,302,23682,23690,0,0,667.6575819,17044,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,1203,5.249,70608.784,0,6693,48030.9,1,1203,302,6946900.063,305.8383596,298,315,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.00025,666.9686274,666.9686274,1,1,1,1,1,1,1,1,1,ICMO
4,302,23690,23673,0,0,857.1680525,17045,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,1204,6.739,90650.65,0,7729,47391.5,1,1204,302,6946900.063,305.8383596,298,315,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.00025,855.7964095,855.7964095,1,1,1,1,1,1,1,1,1,ICMO
4,285,23674,23714,0,0,136.1248556,17069,52,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,1205,1.071,14396.018,0,22,47929.2,1,1205,285,6580099.913,307.379903,298,314,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,17560.00023,136.6567798,136.6567798,1,1,1,1,1,1,1,1,1,ICMO
