ld,Name_str,mean,std,q25,q50,q75
lambda0.7,NCMO,489.9626297952258,6514.761762674475,1.6313592684116323,4.863111419638869,28.27936496018079
lambda0.7,RAMO,4973.73340062016,66132.97873276462,16.560336622205973,49.36666232872549,287.0709182648547
lambda0.7,Sub ISO-M-L,265.2395135629153,3526.742930644005,0.8831304929943294,2.63262793712731,15.308932865025602
lambda0.7,Sub ISO-M-M,349.7449224603439,4650.364556346818,1.1644962006062576,3.47138418921554,20.186364640421314
lambda0.7,Sub ISO-M-S,550.2207799721297,7315.981016530745,1.8319923081794167,5.461202131932777,31.757308209424565
lambda0.7,Sub ISO-P-L,185.77850885323676,2470.1939539951854,0.6185604245288794,1.843939788439071,10.722650941388281
lambda0.7,Sub ISO-P-M,278.9016536060365,3708.4008411389923,0.9286193883310992,2.768231155046555,16.09747595162385
lambda0.7,Sub ISO-P-S,489.8624939352963,6513.4303115970415,1.631025860201985,4.862117523749028,28.2735853795427
lambda0.7,Sub InC-M-L,470.7655378688044,6259.508662067459,1.5674414266492818,4.672571179844973,27.17135888839463
lambda0.7,Sub InC-M-M,1391.6714894477427,18504.28513180196,4.63365172124179,13.812999402725302,80.32364829786977
lambda0.7,Sub InC-M-S,6415.012629732629,85296.87050770079,21.359160217720742,63.67204206945092,370.2577958980201
lambda0.7,Sub InC-P-L,318.5748896338704,4235.913890825479,1.0607137509745093,3.162006833941948,18.387311650422774
lambda0.7,Sub InC-P-M,904.8254669999901,12030.963171148867,3.01266937950398,8.980821788769441,52.22416578434335
lambda0.7,Sub InC-P-S,3894.565018053309,51783.87435888185,12.96718229569537,38.65540443714412,224.784134154706
lambda0.8,BS,292.2215910004842,3893.0994374454435,1.1307445795631468,3.621790562514966,21.122615258644633
lambda0.8,BS+CC,337.88105480640604,4501.3940957843715,1.3074228018243483,4.187693357498759,24.42301234287958
lambda0.8,BS+CC+FM,298.7033883961815,3979.4526795465154,1.1558257422722997,3.702125874342879,21.59113817683508
lambda0.8,BS+FM,168.99089063795924,2251.3680081734797,0.6539062802655954,2.094470880019769,12.21514657058791
lambda0.8,BS+GW,164.28763930403701,2188.7093077688683,0.6357071597490457,2.036178844732383,11.875182066079455
lambda0.8,BS+GW+CC,262.0683624031256,3491.3853926767724,1.014067370065866,3.2480718431370774,18.94305335739238
lambda0.8,BS+GW+CC+FM,235.98615417146277,3143.9072003694337,0.9131428782101595,2.924809296726432,17.05775649179439
lambda0.8,BS+GW+FM,129.4983385872813,1725.2315524605792,0.5010907781272,1.6050007083699949,9.360511566745602
lambda0.8,CC,379.78435089878985,5059.647501653005,1.4695666213828906,4.707042259152691,27.451902844769368
lambda0.8,CC+FM,331.55592757346596,4417.128079751726,1.2829478706284443,4.10929981361126,23.965813993688634
lambda0.8,FM,88.85312539315291,1183.7388582378248,0.34381508078020784,1.1012444696406691,6.422558907375765
lambda0.8,GW,18.943451244978277,252.37265710793383,0.07330123944689078,0.23478488603674388,1.3692870227303109
lambda0.8,GW+CC,255.14899337734832,3399.2026365378356,0.9872930342164616,3.162313274270497,18.442901505971424
lambda0.8,GW+CC+FM,226.5377830989497,3018.032010992634,0.876582628369045,2.807706309693857,16.374801114327855
lambda0.8,GW+FM,52.39362068070468,698.00993998915,0.20273588404457138,0.6493658468824473,3.7871612698325903
