BS,GW,CC,FM,BS+GW,BS+CC,BS+FM,GW+CC,GW+FM,CC+FM,BS+GW+CC,BS+GW+FM,BS+CC+FM,GW+CC+FM,BS+GW+CC+FM,HRU
1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1676
0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1677
0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1678
0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1679
1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1682
1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1683
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1688
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1689
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1690
1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1691
0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1696
1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1697
1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1698
1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1699
1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1706
0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1707
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1708
1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1709
1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1710
1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1711
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1718
0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1719
1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1720
1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1721
0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1722
0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1723
0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1724
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1725
1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1726
1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1727
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1728
0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1729
1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1730
0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1731
1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1732
0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1733
1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1734
0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1735
1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1736
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1737
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1738
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1741
0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1742
0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1743
0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1744
1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1745
1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1747
0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1751
0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1752
0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1768
0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1769
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1770
1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1771
1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1779
1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1780
0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1781
0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1782
1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1787
1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1788
0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1789
1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1790
1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1791
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1792
0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1793
1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1794
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1795
0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1796
0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1797
0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1798
1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1799
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1800
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1801
1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1802
0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1803
1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1804
0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1805
1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1806
1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1807
1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1808
1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1809
0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1810
0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1811
1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1812
1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1817
0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1818
0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1819
0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1820
1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1826
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1827
1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1828
1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1829
0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1830
1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1831
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1832
1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1833
0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1834
1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1835
0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1836
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1837
1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1838
1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1839
1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1840
1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1844
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1845
1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1846
1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1847
0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1848
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1849
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1850
0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1859
0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1860
1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1861
1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1862
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1869
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1870
1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1871
0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1872
0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1879
0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1880
0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1881
0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1882
0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1883
1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1884
0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1889
1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1890
1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1891
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1892
0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1897
0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1898
0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1899
0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1900
0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1907
0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1908
0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1909
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1910
0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1915
0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1916
1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1917
0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1918
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1921
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1922
1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1935
1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1936
0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1937
1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1938
1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1939
1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1940
1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1941
0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1943
1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1944
1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1945
1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1952
0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1953
0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1954
1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1955
1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1956
0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1957
0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1958
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1959
0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1960
0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1961
0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1962
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1963
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1964
0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1965
0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1966
1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1967
1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1968
1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1969
0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1970
0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1971
0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1972
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1973
0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1974
1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1975
1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1976
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1977
0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1978
1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1979
1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1980
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1981
0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1982
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1983
1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1984
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1985
0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1986
1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1987
0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1988
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1989
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1990
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1991
1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1992
0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1993
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1994
0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1995
0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1996
0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1997
0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1998
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1999
1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2000
1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2001
1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,2002
1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2003
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2004
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,2005
0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2006
0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,2007
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2008
0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2009
1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,2010
0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,2011
1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,2012
1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2013
0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,2014
0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,2015
0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2016
0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,2017
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2018
0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,2019
1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,2020
0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,2021
0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,2022
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2028
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2029
1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2030
1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2031
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2032
1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2040
1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,2041
1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,2042
0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,2043
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,2044
0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2049
0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,2050
1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,2051
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,2052
1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,2053
0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,2054
1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,2055
1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2058
1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,2059
1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2060
1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,2061
0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,2062
0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,2063
0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,2064
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2065
1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,2066
0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,2067
0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,2068
0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,2069
1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,2070
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2071
0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,2072
1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2073
1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,2074
0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,2075
0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,2076
0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,2077
0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,2078
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,2079
1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,2080
1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2081
1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2082
1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,2083
0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,2084
1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2089
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2090
1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,2091
1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2092
1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2093
0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,2094
1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,2095
0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,2096
0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2097
1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,2098
1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2099
0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,2100
1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,2101
1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,2102
1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,2103
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2106
1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2107
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2108
0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,2109
0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,2110
0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,2113
0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2114
1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,2115
1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,2116
1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,2117
1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,2118
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,2119
0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,2126
1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,2127
0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,2128
0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,2129
0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2130
0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,2131
0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,2132
1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,2133
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2137
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2138
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2139
1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2140
1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,2141
0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,2142
1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,2143
0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,2144
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2145
1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,2146
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,2147
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,2148
0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,2149
0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,2150
0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,2151
1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,2152
1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2153
1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2161
1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,2162
0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,2163
1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,2164
1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2165
1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2170
0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2171
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,2172
1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,2173
1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2180
1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2181
0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,2182
1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2183
0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2184
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,2185
0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2192
0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,2193
0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,2194
1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2195
0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,2196
0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,2197
1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,2198
1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,2201
1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2202
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2203
1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,2204
0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,2217
1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,2218
0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,2219
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2220
0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,2221
0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,2228
0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2229
0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,2230
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2231
0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2232
1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,2233
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,2234
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,2235
0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,2236
0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,2237
0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,2238
0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,2239
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2240
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2241
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2242
0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,2245
1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2246
1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,2247
1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2248
1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,2249
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2250
0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,2251
0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,2252
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2253
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2254
0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,2255
1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2256
0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2257
0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,2258
0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,2259
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2260
1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2261
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2262
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,2263
0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,2264
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,2265
0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2266
0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2267
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2268
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2269
1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,2270
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,2271
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2275
0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2276
0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,2277
1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2278
1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,2279
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2280
0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2281
0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2282
1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2283
0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,2284
1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,2285
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2286
1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,2287
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2288
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2289
0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2290
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2291
1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,2292
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,2293
1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,2294
0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,2295
0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,2296
1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2297
0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,2298
1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,2299
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2300
0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,2301
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2302
0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2303
0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2304
