ID,Label,Cost,NitRed,SedRed,Name
36124,GW+FM2819,89352.01,50.3371,21.39999998,19
36125,CC+FM2819 454-6,158682.3731,45.7149,3177.4,19 454-6
36126,BS+GW+CC2819 454-6,75186.8352,-220230.9812,1048078.9,C2819 454-6
36127,BS+GW+FM2819 454-6,91347.3396,50.3358,21.39999998,M2819 454-6
36128,BS+CC+FM2819 454-6,160677.7027,64.656,3177.4,M2819 454-6
36129,GW+CC+FM2819 454-6,160612.9444,72.8274,3267.1,M2819 454-6
36130,BS+GW+CC+FM2819 454-6,162608.2739,72.8274,3267.1,C+FM2819 454-6
36131,BS2820 454-7,2524.0169,0.452000003,0,454-7
36132,GW2820 454-7,2441.8293,0.445500001,0,454-7
36133,CC2820 454-7,90431.996,103.6828,5466.4,454-7
36134,FM2820 454-7,110941.9921,-103091.3989,744762.5,454-7
36135,BS+GW2820 454-7,4965.8462,0.445500001,0,20 454-7
36136,BS+CC2820 454-7,92956.0129,103.8052,5466.4,20 454-7
36137,BS+FM2820 454-7,113466.009,8.3178,124.6,20 454-7
36138,GW+CC2820 454-7,92873.8253,103.2135,4282.7,20 454-7
36139,GW+FM2820,113383.8214,-53418.7002,1210847.9,20
36140,CC+FM2820 454-7,201373.9882,111.3646,5491.5,20 454-7
36141,BS+GW+CC2820 454-7,95397.8422,103.2135,4282.7,C2820 454-7
36142,BS+GW+FM2820 454-7,115907.8383,8.306700002,124.6,M2820 454-7
36143,BS+CC+FM2820 454-7,203898.005,111.5009,5491.5,M2820 454-7
36144,GW+CC+FM2820 454-7,203815.8174,110.9089,4305.3,M2820 454-7
36145,BS+GW+CC+FM2820 454-7,206339.8343,110.9089,4305.3,C+FM2820 454-7
36146,BS2821 454-8,6398.8031,118.6448,0,454-8
36147,GW2821 454-8,6188.8752,216.6402,0,454-8
36148,CC2821 454-8,230938.0484,196.332,13956.9,454-8
36149,FM2821 454-8,283325.7736,2.874400001,-50.39999998,454-8
36150,BS+GW2821 454-8,12587.6783,216.6402,0,21 454-8
36151,BS+CC2821 454-8,237336.8515,274.9022,13956.9,21 454-8
36152,BS+FM2821 454-8,289724.5767,120.9071,-50.39999998,21 454-8
36153,GW+CC2821 454-8,237126.9236,326.3329,14370.8,21 454-8
36154,GW+FM2821,289514.6488,221.7659,-50.39999998,21
36155,CC+FM2821 454-8,514263.822,203.3052,13873,21 454-8
36156,BS+GW+CC2821 454-8,243525.7267,336.6337,6313.5,C2821 454-8
36157,BS+GW+FM2821 454-8,295913.4519,221.7659,-50.39999998,M2821 454-8
36158,BS+CC+FM2821 454-8,520662.6251,281.7456,13873,M2821 454-8
36159,GW+CC+FM2821 454-8,520452.6972,331.8417,13992.2,M2821 454-8
36160,BS+GW+CC+FM2821 454-8,526851.5003,331.8417,13992.2,C+FM2821 454-8
36161,BS2822 454-9,7266.4792,11.8389,0,454-9
36162,GW2822 454-9,7027.9466,12.3408,0,454-9
36163,CC2822 454-9,262401.3958,241.9505,18954.5,454-9
36164,FM2822 454-9,321927.4615,15.2977,-399.6,454-9
36165,BS+GW2822 454-9,14294.4258,12.3408,0,22 454-9
36166,BS+CC2822 454-9,269667.875,246.9944,18954.5,22 454-9
36167,BS+FM2822 454-9,329193.9408,27.2588,-399.6,22 454-9
36168,GW+CC2822 454-9,269429.3423,246.0769,18477.4,22 454-9
36169,GW+FM2822,328955.4081,27.8843,-399.6,22
36170,CC+FM2822 454-9,584328.8573,254.6268,18256,22 454-9
36171,BS+GW+CC2822 454-9,276695.8216,246.0769,18477.4,C2822 454-9
36172,BS+GW+FM2822 454-9,336221.8874,27.8843,-399.6,M2822 454-9
36173,BS+CC+FM2822 454-9,591595.3365,259.7446,18256,M2822 454-9
36174,GW+CC+FM2822 454-9,591356.8039,258.8206,17880.4,M2822 454-9
36175,BS+GW+CC+FM2822 454-9,598623.2831,258.8206,17880.4,C+FM2822 454-9
36176,BS2823 455-1,19396.2442,85.3817,0,455-1
36177,GW2823 455-1,18757.8048,1.037600003,0,455-1
36178,CC2823 455-1,694575.1846,41727.2016,58098.4,455-1
36179,FM2823 455-1,853890.9853,3072.0122,1967.3,455-1
36180,BS+GW2823 455-1,38154.0491,1.037600003,0,23 455-1
36181,BS+CC2823 455-1,713971.4289,41788.0944,58099.9,23 455-1
36182,BS+FM2823 455-1,873287.2295,3155.9875,1967.3,23 455-1
36183,GW+CC2823 455-1,713332.9895,41778.7986,58994.7,23 455-1
36184,GW+FM2823,872648.7902,3073.0912,1967.3,23
36185,CC+FM2823 455-1,1548466.17,44293.1147,57234.1,23 455-1
36186,BS+GW+CC2823 455-1,732729.2337,41778.7986,58994.7,C2823 455-1
36187,BS+GW+FM2823 455-1,892045.0344,3073.0912,1967.3,M2823 455-1
36188,BS+CC+FM2823 455-1,1567862.414,44363.6121,57234.1,M2823 455-1
36189,GW+CC+FM2823 455-1,1567223.975,35613.7655,63292.7,M2823 455-1
36190,BS+GW+CC+FM2823 455-1,1586620.219,44344.5922,59553.8,C+FM2823 455-1
36191,BS2824 455-2,10449.1429,249.2353,0,455-2
36192,GW2824 455-2,10105.6632,-43.9341,0,455-2
36193,CC2824 455-2,373694.6818,-79252.8073,3712841.6,455-2
36194,FM2824 455-2,459406.4101,-14257.7551,586445.5,455-2
36195,BS+GW2824 455-2,20554.806,-43.9341,0,24 455-2
36196,BS+CC2824 455-2,384143.8247,4971.7491,20280.8,24 455-2
36197,BS+FM2824 455-2,469855.553,1177.4617,1613,24 455-2
36198,GW+CC2824 455-2,383800.345,4797.3116,22515.2,24 455-2
36199,GW+FM2824,469512.0733,890.0188,1613,24
36200,CC+FM2824 455-2,833101.0919,5746.3472,20694.8,24 455-2
36201,BS+GW+CC2824 455-2,394249.4879,4797.3116,22515.2,C2824 455-2
36202,BS+GW+FM2824 455-2,479961.2161,890.0188,1613,M2824 455-2
36203,BS+CC+FM2824 455-2,843550.2348,5899.8261,20694.8,M2824 455-2
36204,GW+CC+FM2824 455-2,843206.7551,5724.9478,23772,M2824 455-2
36205,BS+GW+CC+FM2824 455-2,853655.898,5724.9478,23772,C+FM2824 455-2
36206,BS2825 455-3,5930.5107,44.147,0,455-3
36207,GW2825 455-3,5735.997,-13.6042,0,455-3
36208,CC2825 455-3,211637.6196,-3720.4113,-133231.8,455-3
36209,FM2825 455-3,260176.445,160.1329,-1712.5,455-3
36210,BS+GW2825 455-3,11666.5077,-13.6042,0,25 455-3
36211,BS+CC2825 455-3,217568.1302,3658.6435,21039.9,25 455-3
36212,BS+FM2825 455-3,266106.9557,203.4311,-1712.5,25 455-3
36213,GW+CC2825 455-3,217373.6166,3646.1581,21259.1,25 455-3
36214,GW+FM2825,265912.4421,147.1742,-1712.5,25
36215,CC+FM2825 455-3,471814.0646,3803.3362,21214.3,25 455-3
36216,BS+GW+CC2825 455-3,223304.1273,3646.1581,21259.1,C2825 455-3
36217,BS+GW+FM2825 455-3,271842.9528,147.1742,-1712.5,M2825 455-3
36218,BS+CC+FM2825 455-3,477744.5753,3828.9723,21214.3,M2825 455-3
36219,GW+CC+FM2825 455-3,477550.0616,3817.3941,20493.6,M2825 455-3
36220,BS+GW+CC+FM2825 455-3,483480.5723,3817.3941,20493.6,C+FM2825 455-3
36221,BS2826 455-4,902.6236,162.4319,0,455-4
36222,GW2826 455-4,873.8646,-79.9412,0,455-4
36223,CC2826 455-4,31316.5427,58.611,-1477.9,455-4
36224,FM2826 455-4,38493.0371,108.4455,248.6,455-4
36225,BS+GW2826 455-4,1776.4882,-79.9412,0,26 455-4
36226,BS+CC2826 455-4,32219.1663,251.6634,-1477.9,26 455-4
36227,BS+FM2826 455-4,39395.6607,228.3853,248.6,26 455-4
36228,GW+CC2826 455-4,32190.4073,15.6222,1793.6,26 455-4
36229,GW+FM2826,39366.9017,27.6962,248.6,26
36230,CC+FM2826 455-4,69809.5798,173.5628,-1466.1,26 455-4
36231,BS+GW+CC2826 455-4,33093.0309,15.6222,1793.6,C2826 455-4
36232,BS+GW+FM2826 455-4,40269.5253,27.6962,248.6,M2826 455-4
36233,BS+CC+FM2826 455-4,70712.2034,324.7801,-1474.7,M2826 455-4
36234,GW+CC+FM2826 455-4,70683.4444,126.5659,1094.9,M2826 455-4
36235,BS+GW+CC+FM2826 455-4,71586.068,126.5659,1094.9,C+FM2826 455-4
36236,BS2827 455-5,7039.9932,102.3811,0,455-5
36237,GW2827 455-5,6808.9032,-16.7719,0,455-5
36238,CC2827 455-5,251428.3065,10484.7716,9188.6,455-5
36239,FM2827 455-5,309094.382,1819.9832,885,455-5
36240,BS+GW2827 455-5,13848.8964,-16.7719,0,27 455-5
36241,BS+CC2827 455-5,258468.2997,10554.0384,9188.6,27 455-5
36242,BS+FM2827 455-5,316134.3753,1922.49,885,27 455-5
36243,GW+CC2827 455-5,258237.2097,10507.3131,14676,27 455-5
36244,GW+FM2827,315903.2852,1804.2269,885,27
36245,CC+FM2827 455-5,560522.6885,12324.0549,8924.6,27 455-5
36246,BS+GW+CC2827 455-5,265277.2029,10507.3131,14676,C2827 455-5
36247,BS+GW+FM2827 455-5,322943.2784,1804.2269,885,M2827 455-5
36248,BS+CC+FM2827 455-5,567562.6817,-107744.1002,1175453.1,M2827 455-5
36249,GW+CC+FM2827 455-5,567331.5917,12339.1587,14392.4,M2827 455-5
36250,BS+GW+CC+FM2827 455-5,574371.5849,12339.1587,14392.4,C+FM2827 455-5
36251,BS2828 455-6,2732.554,615.8749,0,455-6
36252,GW2828 455-6,2643.4676,-95.5483,0,455-6
36253,CC2828 455-6,96945.5082,203.9171,3462.4,455-6
36254,FM2828 455-6,119176.0776,282.829,-260.0999999,455-6
36255,BS+GW2828 455-6,5376.0217,-95.5483,0,28 455-6
36256,BS+CC2828 455-6,99678.0623,864.0533,3462.4,28 455-6
36257,BS+FM2828 455-6,121908.6316,756.3005,-260.0999999,28 455-6
36258,GW+CC2828 455-6,99588.9759,155.4792,3293.1,28 455-6
36259,GW+FM2828,121819.5452,183.8716,-260.0999999,28
36260,CC+FM2828 455-6,216121.5858,479.303,3384.6,28 455-6
36261,BS+GW+CC2828 455-6,102321.5299,155.4792,3293.1,C2828 455-6
36262,BS+GW+FM2828 455-6,124552.0992,183.8716,-260.0999999,M2828 455-6
36263,BS+CC+FM2828 455-6,218854.1398,996.9589,3384.6,M2828 455-6
36264,GW+CC+FM2828 455-6,218765.0534,424.1548,3348.5,M2828 455-6
36265,BS+GW+CC+FM2828 455-6,221497.6075,424.1548,3348.5,C+FM2828 455-6
36266,BS2829 456-1,5612.1173,592.0884,0,456-1
36267,GW2829 456-1,5427.7587,-174.1314,0,456-1
36268,CC2829 456-1,168766.1548,1090.7853,14370.2,456-1
36269,FM2829 456-1,214802.385,457.5225,-296.6,456-1
36270,BS+GW2829 456-1,11039.876,-174.1314,0,29 456-1
36271,BS+CC2829 456-1,174378.272,1564.5,14370.2,29 456-1
36272,BS+FM2829 456-1,220414.5023,918.3197,-296.6,29 456-1
36273,GW+CC2829 456-1,174193.9135,992.2435,16327.3,29 456-1
36274,GW+FM2829,220230.1437,279.1594,-296.6,29
36275,CC+FM2829 456-1,383568.5398,1447.6127,14206.5,29 456-1
36276,BS+GW+CC2829 456-1,179806.0307,992.2435,16327.3,C2829 456-1
36277,BS+GW+FM2829 456-1,225842.261,279.1594,-296.6,M2829 456-1
36278,BS+CC+FM2829 456-1,389180.6571,1826.3445,14206.5,M2829 456-1
36279,GW+CC+FM2829 456-1,388996.2985,1344.5259,17986.8,M2829 456-1
36280,BS+GW+CC+FM2829 456-1,394608.4158,1344.5259,17986.8,C+FM2829 456-1
36281,BS2830 456-2,17221.7355,311.8502,-479310,456-2
36282,GW2830 456-2,16654.6419,-2.442499999,0,456-2
36283,CC2830 456-2,519089.4348,35293.2994,29298.3,456-2
36284,FM2830 456-2,660698.5382,76.4385,-65961.9,456-2
36285,BS+GW2830 456-2,33876.3774,99.4821,-60856.8,30 456-2
36286,BS+CC2830 456-2,536311.1703,35346.6916,29298.3,30 456-2
36287,BS+FM2830 456-2,677920.2737,5492.2231,-1334.7,30 456-2
36288,GW+CC2830 456-2,535744.0767,35368.9487,33055.6,30 456-2
36289,GW+FM2830,677353.1801,5375.6133,-1334.7,30
36290,CC+FM2830 456-2,1179787.973,40926.1655,27683,30 456-2
36291,BS+GW+CC2830 456-2,552965.8122,35368.9487,33055.6,C2830 456-2
36292,BS+GW+FM2830 456-2,694574.9156,5375.6133,-1334.7,M2830 456-2
36293,BS+CC+FM2830 456-2,1197009.708,40977.4489,27683,M2830 456-2
36294,GW+CC+FM2830 456-2,1196442.615,40998.2929,30045.7,M2830 456-2
36295,BS+GW+CC+FM2830 456-2,1213664.35,40998.2929,30045.7,C+FM2830 456-2
36296,BS2831 456-3,17944.4065,1156.7612,0,456-3
36297,GW2831 456-3,17353.4885,-31.4544,0,456-3
36298,CC2831 456-3,540896.2214,11647.6249,53594.5,456-3
36299,FM2831 456-3,688454.5076,1071.7005,-3656.3,456-3
36300,BS+GW2831 456-3,35297.895,-31.4544,0,31 456-3
36301,BS+CC2831 456-3,558840.6279,12281.4334,53594.5,31 456-3
36302,BS+FM2831 456-3,706398.9141,2113.6651,-3656.3,31 456-3
36303,GW+CC2831 456-3,558249.7099,11655.7634,57952.7,31 456-3
36304,GW+FM2831,705807.9962,1039.4684,-3656.3,31
36305,CC+FM2831 456-3,1229350.729,12139.0747,50285.4,31 456-3
36306,BS+GW+CC2831 456-3,576194.1164,11655.7634,57952.7,C2831 456-3
36307,BS+GW+FM2831 456-3,723752.4027,1039.4684,-3656.3,M2831 456-3
36308,BS+CC+FM2831 456-3,1247295.136,12738.0212,50285.4,M2831 456-3
36309,GW+CC+FM2831 456-3,1246704.218,12145.6302,59549.9,M2831 456-3
36310,BS+GW+CC+FM2831 456-3,1264648.624,12145.6302,59549.9,C+FM2831 456-3
36311,BS2832 457-2,5252.1791,0,0,457-2
36312,GW2832 457-2,5079.7736,0,0,457-2
36313,CC2832 457-2,165379.5733,-151317.0144,3751277.9,457-2
36314,FM2832 457-2,208435.0302,0,0,457-2
36315,BS+GW2832 457-2,10331.9527,0,0,32 457-2
36316,BS+CC2832 457-2,170631.7524,0,0,32 457-2
36317,BS+FM2832 457-2,213687.2093,0,0,32 457-2
36318,GW+CC2832 457-2,170459.3468,0,0,32 457-2
36319,GW+FM2832,213514.8038,0,0,32
36320,CC+FM2832 457-2,373814.6035,0,0,32 457-2
36321,BS+GW+CC2832 457-2,175711.526,0,0,C2832 457-2
36322,BS+GW+FM2832 457-2,218766.9829,0,0,M2832 457-2
36323,BS+CC+FM2832 457-2,379066.7826,0,0,M2832 457-2
36324,GW+CC+FM2832 457-2,378894.377,0,0,M2832 457-2
36325,BS+GW+CC+FM2832 457-2,384146.5561,0,0,C+FM2832 457-2
36326,BS2833 457-3,12533.4466,0,0,457-3
36327,GW2833 457-3,12120.9991,0,0,457-3
36328,CC2833 457-3,395607.8769,0,0,457-3
36329,FM2833 457-3,498609.8942,0,0,457-3
36330,BS+GW2833 457-3,24654.4457,0,0,33 457-3
36331,BS+CC2833 457-3,408141.3235,0,0,33 457-3
36332,BS+FM2833 457-3,511143.3408,0,0,33 457-3
36333,GW+CC2833 457-3,407728.8759,0,0,33 457-3
36334,GW+FM2833,510730.8932,112.7807,-367876,33
36335,CC+FM2833 457-3,894217.771,0,0,33 457-3
36336,BS+GW+CC2833 457-3,420262.3225,0,0,C2833 457-3
36337,BS+GW+FM2833 457-3,523264.3398,0,0,M2833 457-3
36338,BS+CC+FM2833 457-3,906751.2177,0,0,M2833 457-3
36339,GW+CC+FM2833 457-3,906338.7701,0,0,M2833 457-3
36340,BS+GW+CC+FM2833 457-3,918872.2167,0,0,C+FM2833 457-3
36341,BS2834 458-1,19308.4722,21.9782,0,458-1
36342,GW2834 458-1,18672.58,16.9793,0,458-1
36343,CC2834 458-1,580471.6923,1068.9743,19233.8,458-1
36344,FM2834 458-1,739262.0724,168.7272,-2488.6,458-1
36345,BS+GW2834 458-1,37981.0522,16.9793,0,34 458-1
36346,BS+CC2834 458-1,599780.1645,1079.3279,19233.8,34 458-1
36347,BS+FM2834 458-1,758570.5446,191.8127,-2488.6,34 458-1
36348,GW+CC2834 458-1,599144.2723,1087.9561,21280.5,34 458-1
36349,GW+FM2834,757934.6525,186.7724,-2488.6,34
36350,CC+FM2834 458-1,1319733.765,1221.7392,17326.3,34 458-1
36351,BS+GW+CC2834 458-1,618452.7445,1087.9561,21280.5,C2834 458-1
36352,BS+GW+FM2834 458-1,777243.1246,186.7724,-2488.6,M2834 458-1
36353,BS+CC+FM2834 458-1,1339042.237,1232.0982,17326.3,M2834 458-1
36354,GW+CC+FM2834 458-1,1338406.345,1239.9616,19458.5,M2834 458-1
36355,BS+GW+CC+FM2834 458-1,1357714.817,1239.9616,19458.5,C+FM2834 458-1
36356,BS2835 458-2,6784.0142,131.4241,0,458-2
36357,GW2835 458-2,6561.0166,218.9111,0,458-2
36358,CC2835 458-2,203575.2592,205.5523,4321.5,458-2
36359,FM2835 458-2,259260.5847,6.6609,-178.1,458-2
36360,BS+GW2835 458-2,13345.0308,218.9111,0,35 458-2
36361,BS+CC2835 458-2,210359.2733,280.1606,4321.5,35 458-2
36362,BS+FM2835 458-2,266044.5989,135.6423,-178.1,35 458-2
36363,GW+CC2835 458-2,210136.2758,317.0538,4355.8,35 458-2
36364,GW+FM2835,265821.6013,223.963,-178.1,35
36365,CC+FM2835 458-2,462835.8439,207.9034,5541.6,35 458-2
36366,BS+GW+CC2835 458-2,216920.2899,317.0538,4355.8,C2835 458-2
36367,BS+GW+FM2835 458-2,272605.6155,223.963,-178.1,M2835 458-2
36368,BS+CC+FM2835 458-2,469619.858,281.8068,5541.6,M2835 458-2
36369,GW+CC+FM2835 458-2,469396.8605,319.169,4159.1,M2835 458-2
36370,BS+GW+CC+FM2835 458-2,476180.8746,319.169,4159.1,C+FM2835 458-2
36371,BS2836 459-7,5692.5537,69.4439,0,459-7
36372,GW2836 459-7,5505.5384,-32.8788,0,459-7
36373,CC2836 459-7,170730.1211,697.8368,8523.7,459-7
36374,FM2836 459-7,217430.2203,69.2708,-1853.2,459-7
36375,BS+GW2836 459-7,11198.0921,-32.8788,0,36 459-7
36376,BS+CC2836 459-7,176422.6748,750.5752,8523.7,36 459-7
36377,BS+FM2836 459-7,223122.774,126.9023,-1853.2,36 459-7
36378,GW+CC2836 459-7,176235.6595,681.941,16590.9,36 459-7
36379,GW+FM2836,222935.7587,34.5601,-1853.2,36
36380,CC+FM2836 459-7,388160.3414,758.4396,7976.8,36 459-7
36381,BS+GW+CC2836 459-7,181928.2132,681.941,16590.9,C2836 459-7
36382,BS+GW+FM2836 459-7,228628.3124,34.5601,-1853.2,M2836 459-7
36383,BS+CC+FM2836 459-7,393852.8951,803.5482,7976.8,M2836 459-7
36384,GW+CC+FM2836 459-7,393665.8798,742.9471,16312.4,M2836 459-7
36385,BS+GW+CC+FM2836 459-7,399358.4335,742.9471,16312.4,C+FM2836 459-7
36386,BS2837 459-8,3870.4876,622.607,0,459-8
36387,GW2837 459-8,3743.5405,-197.3757,0,459-8
36388,CC2837 459-8,115898.99,497.9408,12874.6,459-8
36389,FM2837 459-8,147599.3008,376.9116,-198.6,459-8
36390,BS+GW2837 459-8,7614.0282,-197.3749,0,37 459-8
36391,BS+CC2837 459-8,119769.4776,1069.4564,12874.6,37 459-8
36392,BS+FM2837 459-8,151469.7884,831.7172,-198.6,37 459-8
36393,GW+CC2837 459-8,119642.5305,386.0476,11941.4,37 459-8
36394,GW+FM2837,151342.8413,177.5553,-198.6,37
36395,CC+FM2837 459-8,263498.2908,834.3333,12629.2,37 459-8
36396,BS+GW+CC2837 459-8,123513.0182,386.0476,11941.4,C2837 459-8
36397,BS+GW+FM2837 459-8,155213.329,177.5553,-198.6,M2837 459-8
36398,BS+CC+FM2837 459-8,267368.7784,1261.9506,12629.2,M2837 459-8
36399,GW+CC+FM2837 459-8,267241.8313,715.7615,11691.6,M2837 459-8
36400,BS+GW+CC+FM2837 459-8,271112.3189,715.7615,11691.6,C+FM2837 459-8
36401,BS2838 459-9,10138.6364,72.2689,0,459-9
36402,GW2838 459-9,9805.0468,-11.309,0,459-9
36403,CC2838 459-9,304525.3482,15307.1384,48349.1,459-9
36404,FM2838 459-9,387826.9192,2099.4332,4107.8,459-9
36405,BS+GW2838 459-9,19943.6832,-11.309,0,38 459-9
36406,BS+CC2838 459-9,314663.9845,15357.9453,48349.1,38 459-9
36407,BS+FM2838 459-9,397965.5556,2170.0379,4107.8,38 459-9
36408,GW+CC2838 459-9,314330.395,15356.1158,50793.2,38 459-9
36409,GW+FM2838,397631.966,2089.2693,4107.8,38
36410,CC+FM2838 459-9,692352.2674,17390.8248,48692.7,38 459-9
36411,BS+GW+CC2838 459-9,324469.0313,15356.1158,50793.2,C2838 459-9
36412,BS+GW+FM2838 459-9,407770.6024,2089.2693,4107.8,M2838 459-9
36413,BS+CC+FM2838 459-9,702490.9038,17440.6782,48692.7,M2838 459-9
36414,GW+CC+FM2838 459-9,702157.3142,17435.7011,50225.1,M2838 459-9
36415,BS+GW+CC+FM2838 459-9,712295.9506,17435.7011,50225.1,C+FM2838 459-9
36416,BS2839 459-10,1715.1996,71.1644,0,459-10
36417,GW2839 459-10,1659.3061,-385.2562,0,459-10
36418,CC2839 459-10,51040.2663,-72.4903,4205.4,459-10
36419,FM2839 459-10,64997.6067,108.5836,-27.69999993,459-10
36420,BS+GW2839 459-10,3374.5057,-385.2562,0,39 459-10
36421,BS+CC2839 459-10,52755.466,37.8917,4205.4,39 459-10
36422,BS+FM2839 459-10,66712.8064,113.9614,-27.69999993,39 459-10
36423,GW+CC2839 459-10,52699.5724,-325.6835,4012,39 459-10
36424,GW+FM2839,66656.9128,-278.3962,-27.69999993,39
36425,CC+FM2839 459-10,116037.8731,24.335,4133.3,39 459-10
36426,BS+GW+CC2839 459-10,54414.772,-325.6835,4012,C2839 459-10
36427,BS+GW+FM2839 459-10,68372.1124,-278.3962,-27.69999993,M2839 459-10
36428,BS+CC+FM2839 459-10,117753.0727,76.1679,4133.3,M2839 459-10
36429,GW+CC+FM2839 459-10,117697.1791,-230.0729,3943.1,M2839 459-10
36430,BS+GW+CC+FM2839 459-10,119412.3788,-230.0729,3943.1,C+FM2839 459-10
36431,BS2840 459-11,14661.5863,280.7282,0,459-11
36432,GW2840 459-11,14178.8883,-135.5337,0,459-11
36433,CC2840 459-11,440633.7274,6374.8791,44219.6,459-11
36434,FM2840 459-11,561169.5641,343.4712,1539.6,459-11
36435,BS+GW2840 459-11,28840.4746,-135.5337,0,40 459-11
36436,BS+CC2840 459-11,455295.3137,6571.4155,44219.6,40 459-11
36437,BS+FM2840 459-11,575831.1503,606.122,1539.6,40 459-11
36438,GW+CC2840 459-11,454812.6157,6306.5463,56459.2,40 459-11
36439,GW+FM2840,575348.4524,206.0685,1539.6,40
36440,CC+FM2840 459-11,1001803.292,-11170.1054,380648.2,40 459-11
36441,BS+GW+CC2840 459-11,469474.202,6306.5463,56459.2,C2840 459-11
36442,BS+GW+FM2840 459-11,590010.0386,206.0685,1539.6,M2840 459-11
36443,BS+CC+FM2840 459-11,1016464.878,6907.6674,45575,M2840 459-11
36444,GW+CC+FM2840 459-11,1015982.18,6671.5262,57496,M2840 459-11
36445,BS+GW+CC+FM2840 459-11,1030643.766,6671.5262,57496,C+FM2840 459-11
36446,BS2841 459-12,3395.0883,4.215100002,0,459-12
36447,GW2841 459-12,3283.8137,-0.238399997,0,459-12
36448,CC2841 459-12,101592.8752,4928.2321,10179.8,459-12
36449,FM2841 459-12,129379.5571,325.2888,2211.1,459-12
36450,BS+GW2841 459-12,6678.9019,-0.238399997,0,41 459-12
36451,BS+CC2841 459-12,104987.9634,4930.3234,10179.8,41 459-12
36452,BS+FM2841 459-12,132774.6454,328.8601,2211.1,41 459-12
36453,GW+CC2841 459-12,104876.6889,4930.4964,11009.5,41 459-12
36454,GW+FM2841,132663.3708,325.076,2211.1,41
36455,CC+FM2841 459-12,230972.4323,5167.6999,11322.1,41 459-12
36456,BS+GW+CC2841 459-12,108271.7771,4930.4964,11009.5,C2841 459-12
36457,BS+GW+FM2841 459-12,136058.4591,325.076,2211.1,M2841 459-12
36458,BS+CC+FM2841 459-12,234367.5206,5169.6832,11322.1,M2841 459-12
36459,GW+CC+FM2841 459-12,234256.246,5170.1296,11353.6,M2841 459-12
36460,BS+GW+CC+FM2841 459-12,237651.3343,5170.1296,11353.6,C+FM2841 459-12
36461,BS2842 459-13,3124.5123,28.5836,0,459-13
36462,GW2842 459-13,3022.1578,21.7214,0,459-13
36463,CC2842 459-13,93450.4767,1109.9057,6344.5,459-13
36464,FM2842 459-13,119009.6967,108.7472,705.0000001,459-13
36465,BS+GW2842 459-13,6146.67,21.7214,0,42 459-13
36466,BS+CC2842 459-13,96574.9889,1127.5878,6344.5,42 459-13
36467,BS+FM2842 459-13,122134.209,130.162,705.0000001,42 459-13
36468,GW+CC2842 459-13,96472.6344,1092.1361,6119.3,42 459-13
36469,GW+FM2842,122031.8545,123.4508,705.0000001,42
36470,CC+FM2842 459-13,212460.1734,1178.9936,6395.5,42 459-13
36471,BS+GW+CC2842 459-13,99597.1467,1092.1361,6119.3,C2842 459-13
36472,BS+GW+FM2842 459-13,125156.3667,123.4508,705.0000001,M2842 459-13
36473,BS+CC+FM2842 459-13,215584.6856,1201.7408,6395.5,M2842 459-13
36474,GW+CC+FM2842 459-13,215482.3311,1174.8358,5448.3,M2842 459-13
36475,BS+GW+CC+FM2842 459-13,218606.8434,1174.8358,5448.3,C+FM2842 459-13
36476,BS2843 460-5,11307.7985,23.8337,0,460-5
36477,GW2843 460-5,10936.1714,1.053600002,0,460-5
36478,CC2843 460-5,433697.0686,8617.3887,23675.6,460-5
36479,FM2843 460-5,526723.5606,1811.5108,-742.0999999,460-5
36480,BS+GW2843 460-5,22243.9699,1.053600002,0,43 460-5
36481,BS+CC2843 460-5,445004.8671,8634.2613,23675.6,43 460-5
36482,BS+FM2843 460-5,538031.3592,1832.0505,-742.0999999,43 460-5
36483,GW+CC2843 460-5,444633.24,8612.7408,24026.2,43 460-5
36484,GW+FM2843,537659.732,1812.5653,-742.0999999,43
36485,CC+FM2843 460-5,960420.6292,10418.7251,23874.6,43 460-5
36486,BS+GW+CC2843 460-5,455941.0385,8612.7408,24026.2,C2843 460-5
36487,BS+GW+FM2843 460-5,548967.5305,1812.5653,-742.0999999,M2843 460-5
36488,BS+CC+FM2843 460-5,971728.4278,10433.2565,23874.6,M2843 460-5
36489,GW+CC+FM2843 460-5,971356.8006,10414.1836,24196.6,M2843 460-5
36490,BS+GW+CC+FM2843 460-5,982664.5991,10414.1836,24196.6,C+FM2843 460-5
36491,BS2844 460-6,6342.4143,51.1319,0,460-6
36492,GW2844 460-6,6134.4812,16.1129,0,460-6
36493,CC2844 460-6,242677.878,1024.4438,16517.1,460-6
36494,FM2844 460-6,294728.1091,248.9081,523.7,460-6
36495,BS+GW2844 460-6,12476.8955,16.1129,0,44 460-6
36496,BS+CC2844 460-6,249020.2923,1086.7292,16517.1,44 460-6
36497,BS+FM2844 460-6,301070.5234,295.0375,523.7,44 460-6
36498,GW+CC2844 460-6,248812.3592,1031.8581,17295.4,44 460-6
36499,GW+FM2844,300862.5903,264.8023,523.7,44
36500,CC+FM2844 460-6,537405.9871,1288.8651,17039.7,44 460-6
36501,BS+GW+CC2844 460-6,255154.7735,1031.8581,17295.4,C2844 460-6
36502,BS+GW+FM2844 460-6,307205.0046,264.8023,523.7,M2844 460-6
36503,BS+CC+FM2844 460-6,543748.4013,1326.7907,17039.7,M2844 460-6
36504,GW+CC+FM2844 460-6,543540.4683,1296.0651,17858,M2844 460-6
