Label,Practice,subbasin,HRU
BS2624 406-6,BS,406,6
GW2624 406-6,GW,406,6
CC2624 406-6,CC,406,6
FM2624 406-6,FM,406,6
BS+GW2624 406-6,BS+GW,406,6
BS+CC2624 406-6,BS+CC,406,6
BS+FM2624 406-6,BS+FM,406,6
GW+CC2624 406-6,GW+CC,406,6
GW+FM2624,GW+FM,406,6
CC+FM2624 406-6,CC+FM,406,6
BS+GW+CC2624 406-6,BS+GW+CC,406,6
BS+GW+FM2624 406-6,BS+GW+FM,406,6
BS+CC+FM2624 406-6,BS+CC+FM,406,6
GW+CC+FM2624 406-6,GW+CC+FM,406,6
BS+GW+CC+FM2624 406-6,BS+GW+CC+FM,406,6
BS2625 406-7,BS,406,7
GW2625 406-7,GW,406,7
CC2625 406-7,CC,406,7
FM2625 406-7,FM,406,7
BS+GW2625 406-7,BS+GW,406,7
BS+CC2625 406-7,BS+CC,406,7
BS+FM2625 406-7,BS+FM,406,7
GW+CC2625 406-7,GW+CC,406,7
GW+FM2625,GW+FM,406,7
CC+FM2625 406-7,CC+FM,406,7
BS+GW+CC2625 406-7,BS+GW+CC,406,7
BS+GW+FM2625 406-7,BS+GW+FM,406,7
BS+CC+FM2625 406-7,BS+CC+FM,406,7
GW+CC+FM2625 406-7,GW+CC+FM,406,7
BS+GW+CC+FM2625 406-7,BS+GW+CC+FM,406,7
BS2626 407-1,BS1600,407,1
GW2626 407-1,GW,407,1
CC2626 407-1,CC,407,1
FM2626 407-1,FM,407,1
BS+GW2626 407-1,BS+GW,407,1
BS+CC2626 407-1,BS+CC,407,1
BS+FM2626 407-1,BS+FM,407,1
GW+CC2626 407-1,GW+CC,407,1
GW+FM2626,GW+FM,407,1
CC+FM2626 407-1,CC+FM,407,1
BS+GW+CC2626 407-1,BS+GW+CC,407,1
BS+GW+FM2626 407-1,BS+GW+FM,407,1
BS+CC+FM2626 407-1,BS+CC+FM,407,1
GW+CC+FM2626 407-1,GW+CC+FM,407,1
BS+GW+CC+FM2626 407-1,BS+GW+CC+FM,407,1
BS2627 407-2,BS,407,2
GW2627 407-2,GW,407,2
CC2627 407-2,CC,407,2
FM2627 407-2,FM,407,2
BS+GW2627 407-2,BS+GW,407,2
BS+CC2627 407-2,BS+CC,407,2
BS+FM2627 407-2,BS+FM,407,2
GW+CC2627 407-2,GW+CC,407,2
GW+FM2627,GW+FM,407,2
CC+FM2627 407-2,CC+FM,407,2
BS+GW+CC2627 407-2,BS+GW+CC,407,2
BS+GW+FM2627 407-2,BS+GW+FM,407,2
BS+CC+FM2627 407-2,BS+CC+FM,407,2
GW+CC+FM2627 407-2,GW+CC+FM,407,2
BS+GW+CC+FM2627 407-2,BS+GW+CC+FM,407,2
BS2628 407-3,BS,407,3
GW2628 407-3,GW,407,3
CC2628 407-3,CC,407,3
FM2628 407-3,FM,407,3
BS+GW2628 407-3,BS+GW,407,3
BS+CC2628 407-3,BS+CC,407,3
BS+FM2628 407-3,BS+FM,407,3
GW+CC2628 407-3,GW+CC,407,3
GW+FM2628,GW+FM,407,3
CC+FM2628 407-3,CC+FM,407,3
BS+GW+CC2628 407-3,BS+GW+CC,407,3
BS+GW+FM2628 407-3,BS+GW+FM,407,3
BS+CC+FM2628 407-3,BS+CC+FM,407,3
GW+CC+FM2628 407-3,GW+CC+FM,407,3
BS+GW+CC+FM2628 407-3,BS+GW+CC+FM,407,3
BS2629 407-4,BS,407,4
GW2629 407-4,GW,407,4
CC2629 407-4,CC,407,4
FM2629 407-4,FM,407,4
BS+GW2629 407-4,BS+GW,407,4
BS+CC2629 407-4,BS+CC,407,4
BS+FM2629 407-4,BS+FM,407,4
GW+CC2629 407-4,GW+CC,407,4
GW+FM2629,GW+FM,407,4
CC+FM2629 407-4,CC+FM,407,4
BS+GW+CC2629 407-4,BS+GW+CC,407,4
BS+GW+FM2629 407-4,BS+GW+FM,407,4
BS+CC+FM2629 407-4,BS+CC+FM,407,4
GW+CC+FM2629 407-4,GW+CC+FM,407,4
BS+GW+CC+FM2629 407-4,BS+GW+CC+FM,407,4
BS2630 407-5,BS,407,5
GW2630 407-5,GW,407,5
CC2630 407-5,CC,407,5
FM2630 407-5,FM,407,5
BS+GW2630 407-5,BS+GW,407,5
BS+CC2630 407-5,BS+CC,407,5
BS+FM2630 407-5,BS+FM,407,5
GW+CC2630 407-5,GW+CC,407,5
GW+FM2630,GW+FM,407,5
CC+FM2630 407-5,CC+FM,407,5
BS+GW+CC2630 407-5,BS+GW+CC,407,5
BS+GW+FM2630 407-5,BS+GW+FM,407,5
BS+CC+FM2630 407-5,BS+CC+FM,407,5
GW+CC+FM2630 407-5,GW+CC+FM,407,5
BS+GW+CC+FM2630 407-5,BS+GW+CC+FM,407,5
BS2631 407-6,BS,407,6
GW2631 407-6,GW,407,6
CC2631 407-6,CC,407,6
FM2631 407-6,FM,407,6
BS+GW2631 407-6,BS+GW,407,6
BS+CC2631 407-6,BS+CC,407,6
BS+FM2631 407-6,BS+FM,407,6
GW+CC2631 407-6,GW+CC,407,6
GW+FM2631,GW+FM,407,6
CC+FM2631 407-6,CC+FM,407,6
BS+GW+CC2631 407-6,BS+GW+CC,407,6
BS+GW+FM2631 407-6,BS+GW+FM,407,6
BS+CC+FM2631 407-6,BS+CC+FM,407,6
GW+CC+FM2631 407-6,GW+CC+FM,407,6
BS+GW+CC+FM2631 407-6,BS+GW+CC+FM,407,6
BS2632 408-1,BS,408,1
GW2632 408-1,GW,408,1
CC2632 408-1,CC,408,1
FM2632 408-1,FM,408,1
BS+GW2632 408-1,BS+GW,408,1
BS+CC2632 408-1,BS+CC,408,1
BS+FM2632 408-1,BS+FM,408,1
GW+CC2632 408-1,GW+CC,408,1
GW+FM2632,GW+FM,408,1
CC+FM2632 408-1,CC+FM,408,1
BS+GW+CC2632 408-1,BS+GW+CC,408,1
BS+GW+FM2632 408-1,BS+GW+FM,408,1
BS+CC+FM2632 408-1,BS+CC+FM,408,1
GW+CC+FM2632 408-1,GW+CC+FM,408,1
BS+GW+CC+FM2632 408-1,BS+GW+CC+FM,408,1
BS2633 408-2,BS,408,2
GW2633 408-2,GW,408,2
CC2633 408-2,CC,408,2
FM2633 408-2,FM,408,2
BS+GW2633 408-2,BS+GW,408,2
BS+CC2633 408-2,BS+CC,408,2
BS+FM2633 408-2,BS+FM,408,2
GW+CC2633 408-2,GW+CC,408,2
GW+FM2633,GW+FM,408,2
CC+FM2633 408-2,CC+FM,408,2
BS+GW+CC2633 408-2,BS+GW+CC,408,2
BS+GW+FM2633 408-2,BS+GW+FM,408,2
BS+CC+FM2633 408-2,BS+CC+FM,408,2
GW+CC+FM2633 408-2,GW+CC+FM,408,2
BS+GW+CC+FM2633 408-2,BS+GW+CC+FM,408,2
BS2634 408-3,BS,408,3
GW2634 408-3,GW,408,3
CC2634 408-3,CC,408,3
FM2634 408-3,FM,408,3
BS+GW2634 408-3,BS+GW,408,3
BS+CC2634 408-3,BS+CC,408,3
BS+FM2634 408-3,BS+FM,408,3
GW+CC2634 408-3,GW+CC,408,3
GW+FM2634,GW+FM,408,3
CC+FM2634 408-3,CC+FM,408,3
BS+GW+CC2634 408-3,BS+GW+CC,408,3
BS+GW+FM2634 408-3,BS+GW+FM,408,3
BS+CC+FM2634 408-3,BS+CC+FM,408,3
GW+CC+FM2634 408-3,GW+CC+FM,408,3
BS+GW+CC+FM2634 408-3,BS+GW+CC+FM,408,3
BS2635 408-4,BS,408,4
GW2635 408-4,GW,408,4
CC2635 408-4,CC,408,4
FM2635 408-4,FM,408,4
BS+GW2635 408-4,BS+GW,408,4
BS+CC2635 408-4,BS+CC,408,4
BS+FM2635 408-4,BS+FM,408,4
GW+CC2635 408-4,GW+CC,408,4
GW+FM2635,GW+FM,408,4
CC+FM2635 408-4,CC+FM,408,4
BS+GW+CC2635 408-4,BS+GW+CC,408,4
BS+GW+FM2635 408-4,BS+GW+FM,408,4
BS+CC+FM2635 408-4,BS+CC+FM,408,4
GW+CC+FM2635 408-4,GW+CC+FM,408,4
BS+GW+CC+FM2635 408-4,BS+GW+CC+FM,408,4
BS2636 409-1,BS,409,1
GW2636 409-1,GW,409,1
CC2636 409-1,CC,409,1
FM2636 409-1,FM,409,1
BS+GW2636 409-1,BS+GW,409,1
BS+CC2636 409-1,BS+CC,409,1
BS+FM2636 409-1,BS+FM,409,1
GW+CC2636 409-1,GW+CC,409,1
GW+FM2636,GW+FM,409,1
CC+FM2636 409-1,CC+FM,409,1
BS+GW+CC2636 409-1,BS+GW+CC,409,1
BS+GW+FM2636 409-1,BS+GW+FM,409,1
BS+CC+FM2636 409-1,BS+CC+FM,409,1
GW+CC+FM2636 409-1,GW+CC+FM,409,1
BS+GW+CC+FM2636 409-1,BS+GW+CC+FM,409,1
BS2637 409-2,BS,409,2
GW2637 409-2,GW,409,2
CC2637 409-2,CC,409,2
FM2637 409-2,FM,409,2
BS+GW2637 409-2,BS+GW,409,2
BS+CC2637 409-2,BS+CC,409,2
BS+FM2637 409-2,BS+FM,409,2
GW+CC2637 409-2,GW+CC,409,2
GW+FM2637,GW+FM,409,2
CC+FM2637 409-2,CC+FM,409,2
BS+GW+CC2637 409-2,BS+GW+CC,409,2
BS+GW+FM2637 409-2,BS+GW+FM,409,2
BS+CC+FM2637 409-2,BS+CC+FM,409,2
GW+CC+FM2637 409-2,GW+CC+FM,409,2
BS+GW+CC+FM2637 409-2,BS+GW+CC+FM,409,2
BS2638 409-3,BS,409,3
GW2638 409-3,GW,409,3
CC2638 409-3,CC,409,3
FM2638 409-3,FM,409,3
BS+GW2638 409-3,BS+GW,409,3
BS+CC2638 409-3,BS+CC,409,3
BS+FM2638 409-3,BS+FM,409,3
GW+CC2638 409-3,GW+CC,409,3
GW+FM2638,GW+FM,409,3
CC+FM2638 409-3,CC+FM,409,3
BS+GW+CC2638 409-3,BS+GW+CC,409,3
BS+GW+FM2638 409-3,BS+GW+FM,409,3
BS+CC+FM2638 409-3,BS+CC+FM,409,3
GW+CC+FM2638 409-3,GW+CC+FM,409,3
BS+GW+CC+FM2638 409-3,BS+GW+CC+FM,409,3
BS2639 409-4,BS,409,4
GW2639 409-4,GW,409,4
CC2639 409-4,CC,409,4
FM2639 409-4,FM,409,4
BS+GW2639 409-4,BS+GW,409,4
BS+CC2639 409-4,BS+CC,409,4
BS+FM2639 409-4,BS+FM,409,4
GW+CC2639 409-4,GW+CC,409,4
GW+FM2639,GW+FM,409,4
CC+FM2639 409-4,CC+FM,409,4
BS+GW+CC2639 409-4,BS+GW+CC,409,4
BS+GW+FM2639 409-4,BS+GW+FM,409,4
BS+CC+FM2639 409-4,BS+CC+FM,409,4
GW+CC+FM2639 409-4,GW+CC+FM,409,4
BS+GW+CC+FM2639 409-4,BS+GW+CC+FM,409,4
BS2640 409-5,BS,409,5
GW2640 409-5,GW,409,5
CC2640 409-5,CC,409,5
FM2640 409-5,FM,409,5
BS+GW2640 409-5,BS+GW,409,5
BS+CC2640 409-5,BS+CC,409,5
BS+FM2640 409-5,BS+FM,409,5
GW+CC2640 409-5,GW+CC,409,5
GW+FM2640,GW+FM,409,5
CC+FM2640 409-5,CC+FM,409,5
BS+GW+CC2640 409-5,BS+GW+CC,409,5
BS+GW+FM2640 409-5,BS+GW+FM,409,5
BS+CC+FM2640 409-5,BS+CC+FM,409,5
GW+CC+FM2640 409-5,GW+CC+FM,409,5
BS+GW+CC+FM2640 409-5,BS+GW+CC+FM,409,5
BS2641 410-1,BS,410,1
GW2641 410-1,GW,410,1
CC2641 410-1,CC,410,1
FM2641 410-1,FM,410,1
BS+GW2641 410-1,BS+GW,410,1
BS+CC2641 410-1,BS+CC,410,1
BS+FM2641 410-1,BS+FM,410,1
GW+CC2641 410-1,GW+CC,410,1
GW+FM2641,GW+FM,410,1
CC+FM2641 410-1,CC+FM,410,1
BS+GW+CC2641 410-1,BS+GW+CC,410,1
BS+GW+FM2641 410-1,BS+GW+FM,410,1
BS+CC+FM2641 410-1,BS+CC+FM,410,1
GW+CC+FM2641 410-1,GW+CC+FM,410,1
BS+GW+CC+FM2641 410-1,BS+GW+CC+FM,410,1
BS2642 410-2,BS1616,410,2
GW2642 410-2,GW1616,410,2
CC2642 410-2,CC1616,410,2
FM2642 410-2,FM1616,410,2
BS+GW2642 410-2,BS+GW1616,410,2
BS+CC2642 410-2,BS+CC1616,410,2
BS+FM2642 410-2,BS+FM1616,410,2
GW+CC2642 410-2,GW+CC1616,410,2
GW+FM2642,GW+FM1616,410,2
CC+FM2642 410-2,CC+FM1616,410,2
BS+GW+CC2642 410-2,BS+GW+CC1616,410,2
BS+GW+FM2642 410-2,BS+GW+FM1616,410,2
BS+CC+FM2642 410-2,BS+CC+FM1616,410,2
GW+CC+FM2642 410-2,GW+CC+FM1616,410,2
BS+GW+CC+FM2642 410-2,BS+GW+CC+FM1616,410,2
BS2643 410-3,BS1617,410,3
GW2643 410-3,GW1617,410,3
CC2643 410-3,CC1617,410,3
FM2643 410-3,FM1617,410,3
BS+GW2643 410-3,BS+GW1617,410,3
BS+CC2643 410-3,BS+CC1617,410,3
BS+FM2643 410-3,BS+FM1617,410,3
GW+CC2643 410-3,GW+CC1617,410,3
GW+FM2643,GW+FM1617,410,3
CC+FM2643 410-3,CC+FM1617,410,3
BS+GW+CC2643 410-3,BS+GW+CC1617,410,3
BS+GW+FM2643 410-3,BS+GW+FM1617,410,3
BS+CC+FM2643 410-3,BS+CC+FM1617,410,3
GW+CC+FM2643 410-3,GW+CC+FM1617,410,3
BS+GW+CC+FM2643 410-3,BS+GW+CC+FM1617,410,3
BS2644 411-1,BS1618,411,1
GW2644 411-1,GW1618,411,1
CC2644 411-1,CC1618,411,1
FM2644 411-1,FM1618,411,1
BS+GW2644 411-1,BS+GW1618,411,1
BS+CC2644 411-1,BS+CC1618,411,1
BS+FM2644 411-1,BS+FM1618,411,1
GW+CC2644 411-1,GW+CC1618,411,1
GW+FM2644,GW+FM1618,411,1
CC+FM2644 411-1,CC+FM1618,411,1
BS+GW+CC2644 411-1,BS+GW+CC1618,411,1
BS+GW+FM2644 411-1,BS+GW+FM1618,411,1
BS+CC+FM2644 411-1,BS+CC+FM1618,411,1
GW+CC+FM2644 411-1,GW+CC+FM1618,411,1
BS+GW+CC+FM2644 411-1,BS+GW+CC+FM1618,411,1
BS2645 411-2,BS1619,411,2
GW2645 411-2,GW1619,411,2
CC2645 411-2,CC1619,411,2
FM2645 411-2,FM1619,411,2
BS+GW2645 411-2,BS+GW1619,411,2
BS+CC2645 411-2,BS+CC1619,411,2
BS+FM2645 411-2,BS+FM1619,411,2
GW+CC2645 411-2,GW+CC1619,411,2
GW+FM2645,GW+FM1619,411,2
CC+FM2645 411-2,CC+FM1619,411,2
BS+GW+CC2645 411-2,BS+GW+CC1619,411,2
BS+GW+FM2645 411-2,BS+GW+FM1619,411,2
BS+CC+FM2645 411-2,BS+CC+FM1619,411,2
GW+CC+FM2645 411-2,GW+CC+FM1619,411,2
BS+GW+CC+FM2645 411-2,BS+GW+CC+FM1619,411,2
BS2646 411-3,BS1620,411,3
GW2646 411-3,GW1620,411,3
CC2646 411-3,CC1620,411,3
FM2646 411-3,FM1620,411,3
BS+GW2646 411-3,BS+GW1620,411,3
BS+CC2646 411-3,BS+CC1620,411,3
BS+FM2646 411-3,BS+FM1620,411,3
GW+CC2646 411-3,GW+CC1620,411,3
GW+FM2646,GW+FM1620,411,3
CC+FM2646 411-3,CC+FM1620,411,3
BS+GW+CC2646 411-3,BS+GW+CC1620,411,3
BS+GW+FM2646 411-3,BS+GW+FM1620,411,3
BS+CC+FM2646 411-3,BS+CC+FM1620,411,3
GW+CC+FM2646 411-3,GW+CC+FM1620,411,3
BS+GW+CC+FM2646 411-3,BS+GW+CC+FM1620,411,3
BS2647 412-1,BS1621,412,1
GW2647 412-1,GW1621,412,1
CC2647 412-1,CC1621,412,1
FM2647 412-1,FM1621,412,1
BS+GW2647 412-1,BS+GW1621,412,1
BS+CC2647 412-1,BS+CC1621,412,1
BS+FM2647 412-1,BS+FM1621,412,1
GW+CC2647 412-1,GW+CC1621,412,1
GW+FM2647,GW+FM1621,412,1
CC+FM2647 412-1,CC+FM1621,412,1
BS+GW+CC2647 412-1,BS+GW+CC1621,412,1
BS+GW+FM2647 412-1,BS+GW+FM1621,412,1
BS+CC+FM2647 412-1,BS+CC+FM1621,412,1
GW+CC+FM2647 412-1,GW+CC+FM1621,412,1
BS+GW+CC+FM2647 412-1,BS+GW+CC+FM1621,412,1
BS2648 412-2,BS1622,412,2
GW2648 412-2,GW1622,412,2
CC2648 412-2,CC1622,412,2
FM2648 412-2,FM1622,412,2
BS+GW2648 412-2,BS+GW1622,412,2
BS+CC2648 412-2,BS+CC1622,412,2
BS+FM2648 412-2,BS+FM1622,412,2
GW+CC2648 412-2,GW+CC1622,412,2
GW+FM2648,GW+FM1622,412,2
CC+FM2648 412-2,CC+FM1622,412,2
BS+GW+CC2648 412-2,BS+GW+CC1622,412,2
BS+GW+FM2648 412-2,BS+GW+FM1622,412,2
BS+CC+FM2648 412-2,BS+CC+FM1622,412,2
GW+CC+FM2648 412-2,GW+CC+FM1622,412,2
BS+GW+CC+FM2648 412-2,BS+GW+CC+FM1622,412,2
BS2649 412-3,BS1623,412,3
GW2649 412-3,GW1623,412,3
CC2649 412-3,CC1623,412,3
FM2649 412-3,FM1623,412,3
BS+GW2649 412-3,BS+GW1623,412,3
BS+CC2649 412-3,BS+CC1623,412,3
BS+FM2649 412-3,BS+FM1623,412,3
GW+CC2649 412-3,GW+CC1623,412,3
GW+FM2649,GW+FM1623,412,3
CC+FM2649 412-3,CC+FM1623,412,3
BS+GW+CC2649 412-3,BS+GW+CC1623,412,3
BS+GW+FM2649 412-3,BS+GW+FM1623,412,3
BS+CC+FM2649 412-3,BS+CC+FM1623,412,3
GW+CC+FM2649 412-3,GW+CC+FM1623,412,3
BS+GW+CC+FM2649 412-3,BS+GW+CC+FM1623,412,3
BS2650 412-4,BS1624,412,4
GW2650 412-4,GW1624,412,4
CC2650 412-4,CC1624,412,4
FM2650 412-4,FM1624,412,4
BS+GW2650 412-4,BS+GW1624,412,4
BS+CC2650 412-4,BS+CC1624,412,4
BS+FM2650 412-4,BS+FM1624,412,4
GW+CC2650 412-4,GW+CC1624,412,4
GW+FM2650,GW+FM1624,412,4
CC+FM2650 412-4,CC+FM1624,412,4
BS+GW+CC2650 412-4,BS+GW+CC1624,412,4
BS+GW+FM2650 412-4,BS+GW+FM1624,412,4
BS+CC+FM2650 412-4,BS+CC+FM1624,412,4
GW+CC+FM2650 412-4,GW+CC+FM1624,412,4
BS+GW+CC+FM2650 412-4,BS+GW+CC+FM1624,412,4
BS2651 413-1,BS1625,413,1
GW2651 413-1,GW1625,413,1
CC2651 413-1,CC1625,413,1
FM2651 413-1,FM1625,413,1
BS+GW2651 413-1,BS+GW1625,413,1
BS+CC2651 413-1,BS+CC1625,413,1
BS+FM2651 413-1,BS+FM1625,413,1
GW+CC2651 413-1,GW+CC1625,413,1
GW+FM2651,GW+FM1625,413,1
CC+FM2651 413-1,CC+FM1625,413,1
BS+GW+CC2651 413-1,BS+GW+CC1625,413,1
BS+GW+FM2651 413-1,BS+GW+FM1625,413,1
BS+CC+FM2651 413-1,BS+CC+FM1625,413,1
GW+CC+FM2651 413-1,GW+CC+FM1625,413,1
BS+GW+CC+FM2651 413-1,BS+GW+CC+FM1625,413,1
BS2652 413-2,BS1626,413,2
GW2652 413-2,GW1626,413,2
CC2652 413-2,CC1626,413,2
FM2652 413-2,FM1626,413,2
BS+GW2652 413-2,BS+GW1626,413,2
BS+CC2652 413-2,BS+CC1626,413,2
BS+FM2652 413-2,BS+FM1626,413,2
GW+CC2652 413-2,GW+CC1626,413,2
GW+FM2652,GW+FM1626,413,2
CC+FM2652 413-2,CC+FM1626,413,2
BS+GW+CC2652 413-2,BS+GW+CC1626,413,2
BS+GW+FM2652 413-2,BS+GW+FM1626,413,2
BS+CC+FM2652 413-2,BS+CC+FM1626,413,2
GW+CC+FM2652 413-2,GW+CC+FM1626,413,2
BS+GW+CC+FM2652 413-2,BS+GW+CC+FM1626,413,2
BS2653 413-3,BS1627,413,3
GW2653 413-3,GW1627,413,3
CC2653 413-3,CC1627,413,3
FM2653 413-3,FM1627,413,3
BS+GW2653 413-3,BS+GW1627,413,3
BS+CC2653 413-3,BS+CC1627,413,3
BS+FM2653 413-3,BS+FM1627,413,3
GW+CC2653 413-3,GW+CC1627,413,3
GW+FM2653,GW+FM1627,413,3
CC+FM2653 413-3,CC+FM1627,413,3
BS+GW+CC2653 413-3,BS+GW+CC1627,413,3
BS+GW+FM2653 413-3,BS+GW+FM1627,413,3
BS+CC+FM2653 413-3,BS+CC+FM1627,413,3
GW+CC+FM2653 413-3,GW+CC+FM1627,413,3
BS+GW+CC+FM2653 413-3,BS+GW+CC+FM1627,413,3
BS2654 414-1,BS1628,414,1
GW2654 414-1,GW1628,414,1
CC2654 414-1,CC1628,414,1
FM2654 414-1,FM1628,414,1
BS+GW2654 414-1,BS+GW1628,414,1
BS+CC2654 414-1,BS+CC1628,414,1
BS+FM2654 414-1,BS+FM1628,414,1
GW+CC2654 414-1,GW+CC1628,414,1
GW+FM2654,GW+FM1628,414,1
CC+FM2654 414-1,CC+FM1628,414,1
BS+GW+CC2654 414-1,BS+GW+CC1628,414,1
BS+GW+FM2654 414-1,BS+GW+FM1628,414,1
BS+CC+FM2654 414-1,BS+CC+FM1628,414,1
GW+CC+FM2654 414-1,GW+CC+FM1628,414,1
BS+GW+CC+FM2654 414-1,BS+GW+CC+FM1628,414,1
BS2655 414-2,BS1629,414,2
GW2655 414-2,GW1629,414,2
CC2655 414-2,CC1629,414,2
FM2655 414-2,FM1629,414,2
BS+GW2655 414-2,BS+GW1629,414,2
BS+CC2655 414-2,BS+CC1629,414,2
BS+FM2655 414-2,BS+FM1629,414,2
GW+CC2655 414-2,GW+CC1629,414,2
GW+FM2655,GW+FM1629,414,2
CC+FM2655 414-2,CC+FM1629,414,2
BS+GW+CC2655 414-2,BS+GW+CC1629,414,2
BS+GW+FM2655 414-2,BS+GW+FM1629,414,2
BS+CC+FM2655 414-2,BS+CC+FM1629,414,2
GW+CC+FM2655 414-2,GW+CC+FM1629,414,2
BS+GW+CC+FM2655 414-2,BS+GW+CC+FM1629,414,2
BS2656 414-3,BS1630,414,3
GW2656 414-3,GW1630,414,3
CC2656 414-3,CC1630,414,3
FM2656 414-3,FM1630,414,3
BS+GW2656 414-3,BS+GW1630,414,3
BS+CC2656 414-3,BS+CC1630,414,3
BS+FM2656 414-3,BS+FM1630,414,3
GW+CC2656 414-3,GW+CC1630,414,3
GW+FM2656,GW+FM1630,414,3
CC+FM2656 414-3,CC+FM1630,414,3
BS+GW+CC2656 414-3,BS+GW+CC1630,414,3
BS+GW+FM2656 414-3,BS+GW+FM1630,414,3
BS+CC+FM2656 414-3,BS+CC+FM1630,414,3
GW+CC+FM2656 414-3,GW+CC+FM1630,414,3
BS+GW+CC+FM2656 414-3,BS+GW+CC+FM1630,414,3
BS2657 415-1,BS1631,415,1
GW2657 415-1,GW1631,415,1
CC2657 415-1,CC1631,415,1
FM2657 415-1,FM1631,415,1
BS+GW2657 415-1,BS+GW1631,415,1
BS+CC2657 415-1,BS+CC1631,415,1
BS+FM2657 415-1,BS+FM1631,415,1
GW+CC2657 415-1,GW+CC1631,415,1
GW+FM2657,GW+FM1631,415,1
CC+FM2657 415-1,CC+FM1631,415,1
BS+GW+CC2657 415-1,BS+GW+CC1631,415,1
BS+GW+FM2657 415-1,BS+GW+FM1631,415,1
BS+CC+FM2657 415-1,BS+CC+FM1631,415,1
GW+CC+FM2657 415-1,GW+CC+FM1631,415,1
BS+GW+CC+FM2657 415-1,BS+GW+CC+FM1631,415,1
BS2658 415-2,BS1632,415,2
GW2658 415-2,GW1632,415,2
CC2658 415-2,CC1632,415,2
FM2658 415-2,FM1632,415,2
BS+GW2658 415-2,BS+GW1632,415,2
BS+CC2658 415-2,BS+CC1632,415,2
BS+FM2658 415-2,BS+FM1632,415,2
GW+CC2658 415-2,GW+CC1632,415,2
GW+FM2658,GW+FM1632,415,2
CC+FM2658 415-2,CC+FM1632,415,2
BS+GW+CC2658 415-2,BS+GW+CC1632,415,2
BS+GW+FM2658 415-2,BS+GW+FM1632,415,2
BS+CC+FM2658 415-2,BS+CC+FM1632,415,2
GW+CC+FM2658 415-2,GW+CC+FM1632,415,2
BS+GW+CC+FM2658 415-2,BS+GW+CC+FM1632,415,2
BS2659 415-3,BS1633,415,3
GW2659 415-3,GW1633,415,3
CC2659 415-3,CC1633,415,3
FM2659 415-3,FM1633,415,3
BS+GW2659 415-3,BS+GW1633,415,3
BS+CC2659 415-3,BS+CC1633,415,3
BS+FM2659 415-3,BS+FM1633,415,3
GW+CC2659 415-3,GW+CC1633,415,3
GW+FM2659,GW+FM1633,415,3
CC+FM2659 415-3,CC+FM1633,415,3
BS+GW+CC2659 415-3,BS+GW+CC1633,415,3
BS+GW+FM2659 415-3,BS+GW+FM1633,415,3
BS+CC+FM2659 415-3,BS+CC+FM1633,415,3
GW+CC+FM2659 415-3,GW+CC+FM1633,415,3
BS+GW+CC+FM2659 415-3,BS+GW+CC+FM1633,415,3
BS2660 415-4,BS1634,415,4
GW2660 415-4,GW1634,415,4
CC2660 415-4,CC1634,415,4
FM2660 415-4,FM1634,415,4
BS+GW2660 415-4,BS+GW1634,415,4
BS+CC2660 415-4,BS+CC1634,415,4
BS+FM2660 415-4,BS+FM1634,415,4
GW+CC2660 415-4,GW+CC1634,415,4
GW+FM2660,GW+FM1634,415,4
CC+FM2660 415-4,CC+FM1634,415,4
BS+GW+CC2660 415-4,BS+GW+CC1634,415,4
BS+GW+FM2660 415-4,BS+GW+FM1634,415,4
BS+CC+FM2660 415-4,BS+CC+FM1634,415,4
GW+CC+FM2660 415-4,GW+CC+FM1634,415,4
BS+GW+CC+FM2660 415-4,BS+GW+CC+FM1634,415,4
BS2661 415-5,BS1635,415,5
GW2661 415-5,GW1635,415,5
CC2661 415-5,CC1635,415,5
FM2661 415-5,FM1635,415,5
BS+GW2661 415-5,BS+GW1635,415,5
BS+CC2661 415-5,BS+CC1635,415,5
BS+FM2661 415-5,BS+FM1635,415,5
GW+CC2661 415-5,GW+CC1635,415,5
GW+FM2661,GW+FM1635,415,5
CC+FM2661 415-5,CC+FM1635,415,5
BS+GW+CC2661 415-5,BS+GW+CC1635,415,5
BS+GW+FM2661 415-5,BS+GW+FM1635,415,5
BS+CC+FM2661 415-5,BS+CC+FM1635,415,5
GW+CC+FM2661 415-5,GW+CC+FM1635,415,5
BS+GW+CC+FM2661 415-5,BS+GW+CC+FM1635,415,5
BS2662 415-6,BS1636,415,6
GW2662 415-6,GW1636,415,6
CC2662 415-6,CC1636,415,6
FM2662 415-6,FM1636,415,6
BS+GW2662 415-6,BS+GW1636,415,6
BS+CC2662 415-6,BS+CC1636,415,6
BS+FM2662 415-6,BS+FM1636,415,6
GW+CC2662 415-6,GW+CC1636,415,6
GW+FM2662,GW+FM1636,415,6
CC+FM2662 415-6,CC+FM1636,415,6
BS+GW+CC2662 415-6,BS+GW+CC1636,415,6
BS+GW+FM2662 415-6,BS+GW+FM1636,415,6
BS+CC+FM2662 415-6,BS+CC+FM1636,415,6
GW+CC+FM2662 415-6,GW+CC+FM1636,415,6
BS+GW+CC+FM2662 415-6,BS+GW+CC+FM1636,415,6
BS2663 416-1,BS1637,416,1
GW2663 416-1,GW1637,416,1
CC2663 416-1,CC1637,416,1
FM2663 416-1,FM1637,416,1
BS+GW2663 416-1,BS+GW1637,416,1
BS+CC2663 416-1,BS+CC1637,416,1
BS+FM2663 416-1,BS+FM1637,416,1
GW+CC2663 416-1,GW+CC1637,416,1
